0.000,0.000
1.000,2827.713
2.000,1192.679
3.000,13099.675
4.000,8398.048
5.000,19379.250
6.000,12410.115
7.000,25935.233
8.000,16640.561
9.000,27389.996
10.000,13197.598
11.000,4580.292
12.000,7337.269
13.000,53198.683
14.000,24091.402
15.000,64784.097
16.000,32633.523
17.000,66298.574
18.000,67273.601
19.000,31914.537
20.000,70318.115
21.000,13844.663
22.000,4399.780
23.000,53279.333
24.000,82019.602
25.000,53246.256
26.000,103594.589
27.000,64515.659
28.000,76280.577
29.000,107628.055
30.000,29057.483
31.000,63957.818
32.000,11203.713
33.000,60851.750
34.000,50035.892
35.000,70747.760
36.000,118141.470
37.000,66700.464
38.000,108076.027
39.000,117453.916
40.000,43254.053
41.000,89478.198
42.000,22877.911
43.000,17053.050
44.000,32594.856
45.000,25880.618
46.000,103158.861
47.000,124357.124
48.000,64025.311
49.000,115183.614
50.000,125960.132
51.000,63447.947
52.000,83560.692
53.000,2942.839
54.000,41293.407
55.000,124632.275
56.000,87409.617
57.000,69398.423
58.000,94402.265
59.000,129244.166
60.000,69951.247
