t(s), cv(%), R($), iR($), C($), iC($), d
16345,61.5,4702196.159,4928036.537,55733649.12,12612654.32,18
16346,61.5,4702737.283,4928591.953,55734281.83,12613425.93,18
16347,61.5,4703010.51,4928872.924,55734914.55,12614197.53,18
16348,61.5,4703702.435,4929587.491,55735547.27,12614969.14,18
16349,61.5,4704448.598,4930343.462,55736179.98,12615740.74,18
16350,61.5,4704900.976,4930797.519,55736812.7,12616512.35,18
16351,61.5,4705214.509,4931137.733,55737445.41,12617283.95,18
16352,61.5,4705863.892,4931793.59,55738078.13,12618055.56,18
16353,61.5,4706666.782,4932639.757,55738710.85,12618827.16,18
16354,61.5,4707109.549,4933088.601,55739343.56,12619598.77,18
16355,61.5,4707494.682,4933480.533,55739976.28,12620370.37,18
16356,61.5,4708330.885,4934371.663,55740609,12621141.98,18
16357,61.5,4708923.425,4934976.811,55741241.71,12621913.58,18
16358,61.5,4709194.543,4935250.06,55741874.43,12622685.19,18
16359,61.5,4709998.279,4936059.851,55742507.14,12623456.79,18
16360,61.5,4710767.901,4936846.556,55743139.86,12624228.4,18
16361,61.5,4711204.825,4937302.301,55743772.58,12625000,18
16362,61.5,4711580.382,4937684.062,55744405.29,12625771.61,18
16363,61.5,4712346.737,4938477.898,55745038.01,12626543.21,18
16364,61.5,4713112.273,4939330.993,55745670.72,12627314.82,18
16365,61.5,4713381.399,4939642.776,55746303.44,12628086.42,18
16366,61.5,4713760.544,4940042.764,55746936.16,12628858.03,18
16367,61.5,4714615.29,4940912.581,55747568.87,12629629.63,18
16368,61.5,4715080.622,4941400.228,55748201.59,12630401.24,18
16369,61.5,4715392.302,4941718.623,55748834.3,12631172.84,18
16370,61.5,4716132.681,4942479.966,55749467.02,12631944.44,18
16371,61.5,4716871.571,4943231.292,55750099.74,12632716.05,18
16372,61.5,4717318.576,4943681.864,55750732.45,12633487.65,18
16373,61.5,4717662.622,4944039.673,55751365.17,12634259.26,18
16374,61.5,4718299.26,4944699.433,55751997.88,12635030.86,18
16375,61.5,4719071.1,4945486.02,55752630.6,12635802.47,18
16376,61.5,4719492.544,4945930.358,55753263.32,12636574.07,18
16377,61.5,4719831.24,4946381.371,55753896.03,12637345.68,18
16378,61.5,4720725.848,4947282.407,55754528.75,12638117.28,18
16379,61.5,4721249.089,4947832.228,55755161.46,12638888.89,18
16380,61.5,4721533.294,4948171.777,55755794.18,12639660.49,18
16381,61.5,4722325.214,4948984.696,55756426.9,12640432.1,18
16382,61.5,4723072.305,4949774.817,55757059.61,12641203.7,18
16383,61.5,4723513.032,4950262.291,55757692.33,12641975.31,18
16384,61.5,4723867.932,4950647.148,55758325.04,12642746.91,18
16385,61.5,4724641.846,4951443.397,55758957.76,12643518.52,18
16386,61.5,4725320.974,4952279.108,55759590.48,12644290.12,18
16387,61.5,4725540.86,4952508.24,55760223.19,12645061.73,18
16388,61.5,4726062.422,4953096.285,55760855.91,12645833.33,18
16389,61.5,4726865.838,4953919.74,55761488.62,12646604.94,18
16390,61.5,4727246.381,4954364.766,55762121.34,12647376.54,18
16391,61.5,4727506.592,4954651.768,55762754.06,12648148.15,18
16392,61.5,4728246.818,4955460.341,55763386.77,12648919.75,18
16393,61.5,4728938.106,4956204.799,55764019.49,12649691.36,18
16394,61.5,4729362.777,4956642.571,55764652.2,12650462.96,18
16395,61.5,4729711.671,4957007.075,55765284.92,12651234.57,18
16396,61.5,4730358.33,4957676.4,55765917.64,12652006.17,18
16397,61.5,4731078.303,4958427.951,55766550.35,12652777.78,18
16398,61.5,4731388.458,4958740.813,55767183.07,12653549.38,18
16399,61.5,4731881.165,4959249.353,55767815.79,12654320.99,18
16400,61.5,4732735.97,4960154.061,55768448.5,12655092.59,18
16401,61.5,4733267.348,4960698.339,55769081.22,12655864.2,18
16402,61.5,4733542.572,4961011.907,55769713.93,12656635.8,18
16403,61.5,4734382.53,4961866.325,55770346.65,12657407.41,18
16404,61.5,4735157.167,4962663.073,55770979.37,12658179.01,18
16405,61.5,4735587.884,4963135.611,55771612.08,12658950.62,18
16406,61.5,4735968.714,4963522.453,55772244.8,12659722.22,18
16407,61.5,4736741.53,4964324.471,55772877.51,12660493.83,18
16408,61.5,4737472.779,4965078.748,55773510.23,12661265.43,18
16409,61.5,4737684.72,4965306.811,55774142.95,12662037.04,18
16410,61.5,4738342.614,4965971.481,55774775.66,12662808.64,18
16411,61.5,4739154.961,4966795.093,55775408.38,12663580.25,18
16412,61.5,4739516.517,4967173.475,55776041.09,12664351.85,18
16413,61.5,4739826.197,4967518.58,55776673.81,12665123.46,18
16414,61.5,4740619.734,4968326.235,55777306.53,12665895.06,18
16415,61.5,4741292.76,4969009.12,55777939.24,12666666.67,18
16416,61.5,4741688.863,4969432.062,55778571.96,12667438.27,18
16417,61.5,4742021.656,4969791.499,55779204.67,12668209.88,18
16418,61.5,4742688.918,4970466.518,55779837.39,12668981.48,18
16419,61.5,4743396.114,4971195.347,55780470.11,12669753.09,18
16420,61.5,4743684.292,4971486.616,55781102.82,12670524.69,18
16421,61.5,4744254.237,4972079.416,55781735.54,12671296.3,18
16422,61.5,4745103.783,4972956.391,55782368.25,12672067.9,18
16423,61.5,4745625.905,4973489.311,55783000.97,12672839.51,18
16424,61.5,4745953.878,4973819.071,55783633.69,12673611.11,18
16425,61.5,4746791.976,4974685.316,55784266.4,12674382.72,18
16426,61.5,4747523.247,4975468.718,55784899.12,12675154.32,18
16427,61.5,4747902.741,4975966.99,55785531.83,12675925.93,18
16428,61.5,4748291.003,4976368.361,55786164.55,12676697.53,18
16429,61.5,4749056.228,4977175.722,55786797.27,12677469.14,18
16430,61.5,4749725.532,4977887.853,55787429.98,12678240.74,18
16431,61.5,4750003.127,4978180.095,55788062.7,12679012.35,18
16432,61.5,4750708.896,4978890.442,55788695.41,12679783.95,18
16433,61.5,4751567.708,4979776.012,55789328.13,12680555.56,18
16434,61.5,4751941.217,4980156.393,55789960.85,12681327.16,18
16435,61.5,4752264.73,4980499.227,55790593.56,12682098.77,18
16436,61.5,4752981.652,4981342.865,55791226.28,12682870.37,18
16437,61.5,4753614.375,4981990.269,55791859,12683641.98,18
16438,61.5,4754046.777,4982432.444,55792491.71,12684413.58,18
16439,61.5,4754390.093,4982790.081,55793124.43,12685185.19,18
16440,61.5,4755053.667,4983477.715,55793757.14,12685956.79,18
16441,61.5,4755622.979,4984099.006,55794389.86,12686728.4,18
16442,61.5,4755901.433,4984407.509,55795022.58,12687500,18
16443,61.5,4756489.668,4985009.825,55795655.29,12688271.61,18
16444,61.5,4757318.252,4985893.904,55796288.01,12689043.21,18
16445,61.5,4757807.073,4986404.472,55796920.72,12689814.82,18
16446,61.5,4758121.656,4986775.669,55797553.44,12690586.42,18
16447,61.5,4758976.698,4987646.931,55798186.16,12691358.03,18
16448,61.5,4759618.676,4988411.565,55798818.87,12692129.63,18
16449,61.5,4759992.167,4988827.671,55799451.59,12692901.24,18
16450,61.5,4760443.771,4989312.785,55800084.3,12693672.84,18
16451,61.5,4761228.023,4990106.031,55800717.02,12694444.44,18
16452,61.5,4761826.937,4990788.543,55801349.74,12695216.05,18
16453,61.5,4762058.281,4991048.303,55801982.45,12695987.65,18
16454,61.5,4762779.156,4991822.416,55802615.17,12696759.26,18
16455,61.5,4763624.609,4992736.352,55803247.88,12697530.86,18
16456,61.5,4763956.795,4993098.999,55803880.6,12698302.47,18
16457,61.5,4764283.165,4993480.211,55804513.32,12699074.07,18
16458,61.5,4765087.497,4994322.151,55805146.03,12699845.68,18
16459,61.5,4765665.721,4994938.957,55805778.75,12700617.28,18
16460,61.5,4766018.806,4995303.025,55806411.46,12701388.89,18
16461,61.5,4766392.429,4995679.444,55807044.18,12702160.49,18
16462,61.5,4767062.063,4996389.276,55807676.9,12702932.1,18
16463,61.5,4767578.94,4996936.502,55808309.61,12703703.7,18
16464,61.5,4767902.664,4997282.4,55808942.33,12704475.31,18
16465,61.5,4768532.011,4997924.917,55809575.04,12705246.91,18
16466,61.5,4769404.722,4998825.186,55810207.76,12706018.52,18
16467,61.5,4769891.599,4999336.83,55810840.48,12706790.12,18
16468,61.5,4770276.002,4999724.023,55811473.19,12707561.73,18
16469,61.5,4771135.43,5000603.128,55812105.91,12708333.33,18
16470,61.5,4771803.669,5001289.562,55812738.62,12709104.94,18
16471,61.5,4772197.226,5001698.034,55813371.34,12709876.54,18
16472,61.5,4772765.692,5002315.978,55814004.06,12710648.15,18
16473,61.5,4773554.589,5003107.56,55814636.77,12711419.75,18
16474,61.5,4774087.332,5003668.2,55815269.49,12712191.36,18
16475,61.5,4774376.857,5003976.522,55815902.2,12712962.96,18
16476,61.5,4775144.327,5004759.261,55816534.92,12713734.57,18
16477,61.5,4776040.128,5005663.672,55817167.64,12714506.17,18
16478,61.5,4776382.589,5006013.263,55817800.35,12715277.78,18
16479,61.5,4776749.364,5006392.356,55818433.07,12716049.38,18
16480,61.5,4777505.222,5007243.524,55819065.79,12716820.99,18
16481,61.5,4778088.554,5007829.876,55819698.5,12717592.59,18
16482,61.5,4778323.845,5008067.386,55820331.22,12718364.2,18
16483,61.5,4778888.891,5008683.069,55820963.93,12719135.8,18
16484,61.5,4779541.244,5009430.201,55821596.65,12719907.41,18
16485,61.5,4779981.578,5009951.546,55822229.37,12720679.01,18
16486,61.5,4780279.109,5010250.997,55822862.08,12721450.62,18
16487,61.5,4780946.418,5010922.719,55823494.8,12722222.22,18
16488,61.5,4781802.875,5011821.412,55824127.51,12722993.83,18
16489,61.5,4782258.103,5012317.221,55824760.23,12723765.43,18
16490,61.5,4782621.52,5012716.002,55825392.95,12724537.04,18
16491,61.5,4783481.857,5013619.053,55826025.66,12725308.64,18
16492,61.5,4784076.401,5014259.876,55826658.38,12726080.25,18
16493,61.5,4784372.256,5014588.268,55827291.09,12726851.85,18
16494,61.5,4784968.316,5015199.175,55827923.81,12727623.46,18
16495,61.5,4785748.483,5015994.294,55828556.53,12728395.06,18
16496,61.5,4786300.622,5016559.346,55829189.24,12729166.67,18
16497,61.5,4786611.844,5016888.952,55829821.96,12729938.27,18
16498,61.5,4787355.321,5017695.613,55830454.67,12730709.88,18
16499,61.5,4788230.928,5018589.207,55831087.39,12731481.48,18
16500,61.5,4788554.336,5018930.926,55831720.11,12732253.09,18
16501,61.5,4788928.027,5019311.482,55832352.82,12733024.69,18
16502,61.5,4789752.782,5020157.198,55832985.54,12733796.3,18
16503,61.5,4790250.412,5020672.015,55833618.25,12734567.9,18
16504,61.5,4790464.187,5020907.871,55834250.97,12735339.51,18
16505,61.5,4791120.388,5021588.05,55834883.69,12736111.11,18
16506,61.5,4791854.731,5022342.681,55835516.4,12736882.72,18
16507,61.5,4792320.986,5022834.431,55836149.12,12737654.32,18
16508,61.5,4792558.903,5023152.207,55836781.83,12738425.93,18
16509,61.5,4793232.871,5023847.34,55837414.55,12739197.53,18
16510,61.5,4794084.454,5024753.728,55838047.27,12739969.14,18
16511,61.5,4794522.696,5025219.173,55838679.98,12740740.74,18
16512,61.5,4794894.251,5025608.635,55839312.7,12741512.35,18
16513,61.5,4795785.395,5026507.272,55839945.41,12742283.95,18
16514,61.5,4796365.084,5027135.647,55840578.13,12743055.56,18
16515,61.5,4796623.734,5027475.418,55841210.85,12743827.16,18
16516,61.5,4797286.158,5028181.557,55841843.56,12744598.77,18
16517,61.5,4798053.307,5028968.547,55842476.28,12745370.37,18
16518,61.5,4798560.822,5029507.404,55843109,12746141.98,18
16519,61.5,4798835.194,5029861.792,55843741.71,12746913.58,18
16520,61.5,4799643.197,5030703.178,55844374.43,12747685.19,18
16521,61.5,4800485.525,5031584.242,55845007.14,12748456.79,18
16522,61.5,4800794.474,5031900.164,55845639.86,12749228.4,18
16523,61.5,4801150.28,5032285.306,55846272.58,12750000,18
16524,61.5,4801974.97,5033139.896,55846905.29,12750771.61,18
16525,61.5,4802400.735,5033641.665,55847538.01,12751543.21,18
16526,61.5,4802681.782,5033936.514,55848170.72,12752314.82,18
16527,61.5,4803378.582,5034649.962,55848803.44,12753086.42,18
16528,61.5,4804155.273,5035443.599,55849436.16,12753858.03,18
16529,61.5,4804584.536,5035884.681,55850068.87,12754629.63,18
16530,61.5,4804904.773,5036216.599,55850701.59,12755401.24,18
16531,61.5,4805620.979,5036971.137,55851334.3,12756172.84,18
16532,61.5,4806449.223,5037820.82,55851967.02,12756944.44,18
16533,61.5,4806887.057,5038281.005,55852599.74,12757716.05,18
16534,61.5,4807292.932,5038699.101,55853232.45,12758487.65,18
16535,61.5,4808150.811,5039607.752,55853865.17,12759259.26,18
16536,61.5,4808726.196,5040187.261,55854497.88,12760030.86,18
16537,61.5,4809048.876,5040533.377,55855130.6,12760802.47,18
16538,61.5,4809741.895,5041247.574,55855763.32,12761574.07,18
16539,61.5,4810512.826,5042044.959,55856396.03,12762345.68,18
16540,61.5,4811026.901,5042569.625,55857028.75,12763117.28,18
16541,61.5,4811389.595,5042941.525,55857661.46,12763888.89,18
16542,61.5,4812220.678,5043786.924,55858294.18,12764660.49,18
16543,61.5,4813039.651,5044625.16,55858926.9,12765432.1,18
16544,61.5,4813263.472,5044852.37,55859559.61,12766203.7,18
16545,61.5,4813809.658,5045419.084,55860192.33,12766975.31,18
16546,61.5,4814601.922,5046229.782,55860825.04,12767746.91,18
16547,61.5,4815148.298,5046792.753,55861457.76,12768518.52,18
16548,61.5,4815437.487,5047089.909,55862090.48,12769290.12,18
16549,61.5,4816207.071,5047867.504,55862723.19,12770061.73,18
16550,61.5,4816974.466,5048669.194,55863355.91,12770833.33,18
16551,61.5,4817370.324,5049083.881,55863988.62,12771604.94,18
16552,61.5,4817700.95,5049429.256,55864621.34,12772376.54,18
16553,61.5,4818436.118,5050201.708,55865254.06,12773148.15,18
16554,61.5,4819159.856,5051007.273,55865886.77,12773919.75,18
16555,61.5,4819458.016,5051372.401,55866519.49,12774691.36,18
16556,61.5,4819910.363,5051833.432,55867152.2,12775462.96,18
16557,61.5,4820724.621,5052723.272,55867784.92,12776234.57,18
16558,61.5,4821279.693,5053283.443,55868417.64,12777006.17,18
16559,61.5,4821639.694,5053653.346,55869050.35,12777777.78,18
16560,61.5,4822377.871,5054403.036,55869683.07,12778549.38,18
16561,61.5,4823176.752,5055210.393,55870315.79,12779320.99,18
16562,61.5,4823674.205,5055725.912,55870948.5,12780092.59,18
16563,61.5,4824052.222,5056111.439,55871581.22,12780864.2,18
16564,61.5,4824885.166,5056969.862,55872213.93,12781635.8,18
16565,61.5,4825638.625,5057739.661,55872846.65,12782407.41,18
16566,61.5,4825848.407,5057960.886,55873479.37,12783179.01,18
16567,61.5,4826430.366,5058639.088,55874112.08,12783950.62,18
16568,61.5,4827218.922,5059430.181,55874744.8,12784722.22,18
16569,61.5,4827619.875,5059881.126,55875377.51,12785493.83,18
16570,61.5,4827900.087,5060234.148,55876010.23,12786265.43,18
16571,61.5,4828647.342,5061022.616,55876642.95,12787037.04,18
16572,61.5,4829369.18,5061778.035,55877275.66,12787808.64,18
16573,61.5,4829744.723,5062167.485,55877908.38,12788580.25,18
16574,61.5,4830086.628,5062511.799,55878541.09,12789351.85,18
16575,61.5,4830849.861,5063291.218,55879173.81,12790123.46,18
16576,61.5,4831571.573,5064073.438,55879806.53,12790895.06,18
16577,61.5,4831822.804,5064353.361,55880439.24,12791666.67,18
16578,61.5,4832391.318,5064986.312,55881071.96,12792438.27,18
16579,61.5,4833255.502,5065858.545,55881704.67,12793209.88,18
16580,61.5,4833726.141,5066395.671,55882337.39,12793981.48,18
16581,61.5,4834037.784,5066731.626,55882970.11,12794753.09,18
16582,61.5,4834654.819,5067461.45,55883602.82,12795524.69,18
16583,61.5,4835418.823,5068282.287,55884235.54,12796296.3,18
16584,61.5,4835914.506,5068784.274,55884868.25,12797067.9,18
16585,61.5,4836279.507,5069174.91,55885500.97,12797839.51,18
16586,61.5,4837132.491,5070046.788,55886133.69,12798611.11,18
16587,61.5,4837805.53,5070767.492,55886766.4,12799382.72,18
16588,61.5,4838076.25,5071043.734,55887399.12,12800154.32,18
16589,61.5,4838760.951,5071740.99,55888031.83,12800925.93,18
16590,61.5,4839587.84,5072577.99,55888664.55,12801697.53,18
16591,61.5,4840022.143,5073017.952,55889297.27,12802469.14,18
16592,61.5,4840358.86,5073383.118,55889929.98,12803240.74,18
16593,61.5,4841159.728,5074189.752,55890562.7,12804012.35,18
16594,61.5,4841940.69,5074985.006,55891195.41,12804783.95,18
16595,61.5,4842315.131,5075368.562,55891828.13,12805555.56,18
16596,61.5,4842648.061,5075711.981,55892460.85,12806327.16,18
16597,61.5,4843384.223,5076498.86,55893093.56,12807098.77,18
16598,61.5,4843963.986,5077122.04,55893726.28,12807870.37,18
16599,61.5,4844222.883,5077397.835,55894359,12808641.98,18
16600,61.5,4844875.443,5078057.839,55894991.71,12809413.58,18
16601,61.5,4845728.116,5078929.989,55895624.43,12810185.19,18
16602,61.5,4846234.907,5079450.196,55896257.14,12810956.79,18
16603,61.5,4846560.31,5079796.928,55896889.86,12811728.4,18
16604,61.5,4847320.229,5080574.877,55897522.58,12812500,18
16605,61.5,4848119.292,5081397.247,55898155.29,12813271.61,18
16606,61.5,4848540.689,5081822.051,55898788.01,12814043.21,18
16607,61.5,4848928.904,5082214.368,55899420.72,12814814.82,18
16608,61.5,4849731.926,5083090.174,55900053.44,12815586.42,18
16609,61.5,4850404.89,5083766.921,55900686.16,12816358.03,18
16610,61.5,4850685.697,5084049.75,55901318.87,12817129.63,18
16611,61.5,4851478.345,5084854.645,55901951.59,12817901.24,18
16612,61.5,4852260.999,5085671.107,55902584.3,12818672.84,18
16613,61.5,4852611.504,5086093.89,55903217.02,12819444.44,18
16614,61.5,4852982.744,5086472.193,55903849.74,12820216.05,18
16615,61.5,4853734.823,5087279.716,55904482.45,12820987.65,18
16616,61.5,4854476.666,5088073.869,55905115.17,12821759.26,18
16617,61.5,4854799.152,5088430.663,55905747.88,12822530.86,18
16618,61.5,4855159.133,5088795.878,55906380.6,12823302.47,18
16619,61.5,4856002.545,5089667.472,55907013.32,12824074.07,18
16620,61.5,4856540.601,5090234.137,55907646.03,12824845.68,18
16621,61.5,4856856.264,5090551.989,55908278.75,12825617.28,18
16622,61.5,4857535.157,5091251.498,55908911.46,12826388.89,18
16623,61.5,4858331.331,5092073.224,55909544.18,12827160.49,18
16624,61.5,4858827.989,5092580.714,55910176.9,12827932.1,18
16625,61.5,4859165.718,5092938.929,55910809.61,12828703.7,18
16626,61.5,4859865.831,5093672.216,55911442.33,12829475.31,18
16627,61.5,4860600.062,5094419.77,55912075.04,12830246.91,18
16628,61.5,4861000.721,5094838.57,55912707.76,12831018.52,18
16629,61.5,4861369.101,5095269.723,55913340.48,12831790.12,18
16630,61.5,4862241.075,5096157.484,55913973.19,12832561.73,18
16631,61.5,4862768.889,5096733.136,55914605.91,12833333.33,18
16632,61.5,4863022.229,5097027.732,55915238.62,12834104.94,18
16633,61.5,4863817.72,5097844.851,55915871.34,12834876.54,18
16634,61.5,4864614.501,5098655.695,55916504.06,12835648.15,18
16635,61.5,4865045.323,5099091.436,55917136.77,12836419.75,18
16636,61.5,4865406.684,5099482.437,55917769.49,12837191.36,18
16637,61.5,4866195.312,5100288.25,55918402.2,12837962.96,18
16638,61.5,4866854.212,5101091.344,55919034.92,12838734.57,18
16639,61.5,4867057.377,5101306.941,55919667.64,12839506.17,18
16640,61.5,4867594.677,5101904.669,55920300.35,12840277.78,18
16641,61.5,4868415.094,5102746.905,55920933.07,12841049.38,18
16642,61.5,4868902.369,5103297.831,55921565.79,12841820.99,18
16643,61.5,4869158.963,5103587.667,55922198.5,12842592.59,18
16644,61.5,4869823.966,5104331.75,55922831.22,12843364.2,18
16645,61.5,4870600.313,5105142.44,55923463.93,12844135.8,18
16646,61.5,4871062.758,5105647.772,55924096.65,12844907.41,18
16647,61.5,4871417.374,5106013.798,55924729.37,12845679.01,18
16648,61.5,4872144.945,5106773.977,55925362.08,12846450.62,18
16649,61.5,4872817.582,5107466.821,55925994.8,12847222.22,18
16650,61.425,4873182.952,5107846.648,55926626.74,12847993.83,18.1
16651,61.425,4873658.821,5108336.054,55927258.69,12848765.43,18.1
16652,61.425,4874550.357,5109249.369,55927890.63,12849537.04,18.1
16653,61.425,4875085.773,5109805.425,55928522.58,12850308.64,18.1
16654,61.425,4875380.243,5110121.185,55929154.52,12851080.25,18.1
16655,61.425,4876182.879,5110961.963,55929786.46,12851851.85,18.1
16656,61.425,4876989.407,5111780.362,55930418.41,12852623.46,18.1
16657,61.425,4877421.652,5112222.852,55931050.35,12853395.06,18.1
16658,61.425,4877794.612,5112603.154,55931682.3,12854166.67,18.1
16659,61.425,4878572.331,5113408.108,55932314.24,12854938.27,18.1
16660,61.425,4879309.597,5114162.718,55932946.19,12855709.88,18.1
16661,61.425,4879508.438,5114379.57,55933578.13,12856481.48,18.1
16662,61.425,4880179.935,5115067.237,55934210.08,12857253.09,18.1
16663,61.425,4880990.803,5115896.862,55934842.02,12858024.69,18.1
16664,61.425,4881425.288,5116351.829,55935473.96,12858796.3,18.1
16665,61.425,4881745.364,5116692.83,55936105.91,12859567.9,18.1
16666,61.425,4882485.36,5117459.733,55936737.85,12860339.51,18.1
16667,61.425,4883205.73,5118265.172,55937369.8,12861111.11,18.1
16668,61.425,4883638.344,5118705.593,55938001.74,12861882.72,18.1
16669,61.425,4883983.911,5119068.517,55938633.69,12862654.32,18.1
16670,61.425,4884666.142,5119776.382,55939265.63,12863425.93,18.1
16671,61.425,4885336.589,5120458.311,55939897.58,12864197.53,18.1
16672,61.425,4885666.437,5120790.201,55940529.52,12864969.14,18.1
16673,61.425,4886216.092,5121354.601,55941161.46,12865740.74,18.1
16674,61.425,4887062.827,5122222.279,55941793.41,12866512.35,18.1
16675,61.425,4887600.171,5122768.484,55942425.35,12867283.95,18.1
16676,61.425,4887917.876,5123090.917,55943057.3,12868055.56,18.1
16677,61.425,4888774.352,5123982.932,55943689.24,12868827.16,18.1
16678,61.425,4889560.172,5124809.942,55944321.19,12869598.77,18.1
16679,61.425,4889902.695,5125240.516,55944953.13,12870370.37,18.1
16680,61.425,4890282.64,5125625.878,55945585.08,12871141.98,18.1
16681,61.425,4891077.898,5126432.031,55946217.02,12871913.58,18.1
16682,61.425,4891758.721,5127137.022,55946848.96,12872685.19,18.1
16683,61.425,4892052.269,5127443.989,55947480.91,12873456.79,18.1
16684,61.425,4892773.575,5128169.172,55948112.85,12874228.4,18.1
16685,61.425,4893625.898,5129059.137,55948744.8,12875000,18.1
16686,61.425,4894044.046,5129498.379,55949376.74,12875771.61,18.1
16687,61.425,4894355.637,5129843.024,55950008.69,12876543.21,18.1
16688,61.425,4895062.274,5130616.807,55950640.63,12877314.82,18.1
16689,61.425,4895703.303,5131344.805,55951272.58,12878086.42,18.1
16690,61.425,4896146.599,5131803.59,55951904.52,12878858.03,18.1
16691,61.425,4896501.275,5132163.453,55952536.46,12879629.63,18.1
16692,61.425,4897219.316,5132907.34,55953168.41,12880401.24,18.1
16693,61.425,4897775.54,5133516.653,55953800.35,12881172.84,18.1
16694,61.425,4898071.541,5133832.696,55954432.3,12881944.44,18.1
16695,61.425,4898631.733,5134428.339,55955064.24,12882716.05,18.1
16696,61.425,4899464.383,5135299.458,55955696.19,12883487.65,18.1
16697,61.425,4899946.112,5135834.488,55956328.13,12884259.26,18.1
16698,61.425,4900243.159,5136193.008,55956960.08,12885030.86,18.1
16699,61.425,4901103.373,5137083.813,55957592.02,12885802.47,18.1
16700,61.425,4901874.572,5137883.531,55958223.96,12886574.07,18.1
16701,61.425,4902207.612,5138229.827,55958855.91,12887345.68,18.1
16702,61.425,4902642.651,5138677.582,55959487.85,12888117.28,18.1
16703,61.425,4903417.174,5139481.92,55960119.8,12888888.89,18.1
16704,61.425,4904073.404,5140169.595,55960751.74,12889660.49,18.1
16705,61.425,4904283.503,5140461.375,55961383.69,12890432.1,18.1
16706,61.425,4905002.502,5141232.558,55962015.63,12891203.7,18.1
16707,61.425,4905871.821,5142128.297,55962647.58,12891975.31,18.1
16708,61.425,4906272.009,5142540.875,55963279.52,12892746.91,18.1
16709,61.425,4906586.509,5142900.343,55963911.46,12893518.52,18.1
16710,61.425,4907410.103,5143745.323,55964543.41,12894290.12,18.1
16711,61.425,4908101.288,5144455.179,55965175.35,12895061.73,18.1
16712,61.425,4908488.447,5144855.547,55965807.3,12895833.33,18.1
16713,61.425,4908877.57,5145259.839,55966439.24,12896604.94,18.1
16714,61.425,4909541.174,5145942.533,55967071.19,12897376.54,18.1
16715,61.425,4910054.602,5146516.302,55967703.13,12898148.15,18.1
16716,61.425,4910372.211,5146848.923,55968335.08,12898919.75,18.1
16717,61.425,4910983.26,5147480.485,55968967.02,12899691.36,18.1
16718,61.425,4911860.802,5148365.006,55969598.96,12900462.96,18.1
16719,61.425,4912365.428,5148882.747,55970230.91,12901234.57,18.1
16720,61.425,4912740.042,5149260.739,55970862.85,12902006.17,18.1
16721,61.425,4913598.671,5150157.595,55971494.8,12902777.78,18.1
16722,61.425,4914297.246,5150871.621,55972126.74,12903549.38,18.1
16723,61.425,4914587.231,5151202.348,55972758.69,12904320.99,18.1
16724,61.425,4915196.013,5151821.707,55973390.63,12905092.59,18.1
16725,61.425,4915967.865,5152615.465,55974022.58,12905864.2,18.1
16726,61.425,4916531.117,5153220.01,55974654.52,12906635.8,18.1
16727,61.425,4916834.251,5153543.045,55975286.46,12907407.41,18.1
16728,61.425,4917601.249,5154328.522,55975918.41,12908179.01,18.1
16729,61.425,4918526.351,5155260.767,55976550.35,12908950.62,18.1
16730,61.425,4918865.821,5155606.655,55977182.3,12909722.22,18.1
16731,61.425,4919201.087,5155971.064,55977814.24,12910493.83,18.1
16732,61.425,4920037.844,5156831.785,55978446.19,12911265.43,18.1
16733,61.425,4920699.306,5157498.62,55979078.13,12912037.04,18.1
16734,61.425,4920908.481,5157716.691,55979710.08,12912808.64,18.1
16735,61.425,4921418.045,5158270.036,55980342.02,12913580.25,18.1
16736,61.425,4922070.268,5158939.247,55980973.96,12914351.85,18.1
16737,61.425,4922643.399,5159519.823,55981605.91,12915123.46,18.1
16738,61.425,4922923.574,5159803.517,55982237.85,12915895.06,18.1
16739,61.425,4923589.192,5160480.326,55982869.8,12916666.67,18.1
16740,61.425,4924441.57,5161377.745,55983501.74,12917438.27,18.1
16741,61.425,4924899.355,5161887.003,55984133.69,12918209.88,18.1
16742,61.425,4925272.524,5162268.444,55984765.63,12918981.48,18.1
16743,61.425,4926163.246,5163184.067,55985397.58,12919753.09,18.1
16744,61.425,4926810.835,5163856.104,55986029.52,12920524.69,18.1
16745,61.425,4927147.241,5164201.377,55986661.46,12921296.3,18.1
16746,61.425,4927816.261,5164890.204,55987293.41,12922067.9,18.1
16747,61.425,4928602.081,5165677.275,55987925.35,12922839.51,18.1
16748,61.425,4929151.271,5166249.28,55988557.3,12923611.11,18.1
16749,61.425,4929480.099,5166593.838,55989189.24,12924382.72,18.1
16750,61.425,4930262.158,5167395.063,55989821.19,12925154.32,18.1
16751,61.425,4931151.451,5168312.447,55990453.13,12925925.93,18.1
16752,61.425,4931455.115,5168651.031,55991085.08,12926697.53,18.1
16753,61.425,4931801.886,5169007.893,55991717.02,12927469.14,18.1
16754,61.425,4932599.416,5169868.808,55992348.96,12928240.74,18.1
16755,61.425,4933153.644,5170494.805,55992980.91,12929012.35,18.1
16756,61.425,4933346.253,5170717.876,55993612.85,12929783.95,18.1
16757,61.425,4934042.027,5171467.772,55994244.8,12930555.56,18.1
16758,61.425,4934683.347,5172142.469,55994876.74,12931327.16,18.1
16759,61.425,4935171.643,5172646.618,55995508.69,12932098.77,18.1
16760,61.425,4935427.23,5172975.793,55996140.63,12932870.37,18.1
16761,61.425,4936083.292,5173666.287,55996772.58,12933641.98,18.1
