t(s), cv(%), R($), iR($), C($), iC($), d
1868,62.175,90338.758,94242.471,46519183.84,1442129.63,17.1
1869,62.175,90391.564,94295.714,46519823.5,1442901.235,17.1
1870,62.175,90464.46,94378.437,46520463.16,1443672.84,17.1
1871,62.175,90579.545,94493.72,46521102.82,1444444.444,17.1
1872,62.175,90654.828,94573.439,46521742.48,1445216.049,17.1
1873,62.175,90697.765,94620.168,46522382.14,1445987.654,17.1
1874,62.175,90811.99,94737.162,46523021.8,1446759.259,17.1
1875,62.175,90935.665,94861.197,46523661.46,1447530.864,17.1
1876,62.175,90981.665,94910.634,46524301.12,1448302.469,17.1
1877,62.175,91033.63,94963.934,46524940.79,1449074.074,17.1
1878,62.175,91140.766,95075.33,46525580.45,1449845.679,17.1
1879,62.175,91222.675,95158.015,46526220.11,1450617.284,17.1
1880,62.175,91252.602,95188.5,46526859.77,1451388.889,17.1
1881,62.175,91353.215,95290.218,46527499.43,1452160.494,17.1
1882,62.175,91452.929,95393.702,46528139.09,1452932.099,17.1
1883,62.175,91510.106,95455.997,46528778.75,1453703.704,17.1
1884,62.175,91552.474,95500.43,46529418.41,1454475.309,17.1
1885,62.175,91653.332,95605.583,46530058.07,1455246.914,17.1
1886,62.175,91779.794,95733.116,46530697.73,1456018.519,17.1
1887,62.175,91847.75,95801.319,46531337.39,1456790.123,17.1
1888,62.175,91901.016,95855.651,46531977.05,1457561.728,17.1
1889,62.175,92021.446,95980.474,46532616.71,1458333.333,17.1
1890,62.175,92109.455,96069.92,46533256.37,1459104.938,17.1
1891,62.175,92160.892,96121.667,46533896.03,1459876.543,17.1
1892,62.175,92248.524,96210.421,46534535.69,1460648.148,17.1
1893,62.175,92357.399,96323.515,46535175.35,1461419.753,17.1
1894,62.175,92429.275,96400.621,46535815.01,1462191.358,17.1
1895,62.175,92477.077,96449.485,46536454.67,1462962.963,17.1
1896,62.175,92596.199,96571.153,46537094.33,1463734.568,17.1
1897,62.175,92717.748,96696.096,46537734,1464506.173,17.1
1898,62.175,92758.737,96746.11,46538373.66,1465277.778,17.1
1899,62.175,92809.328,96798.567,46539013.32,1466049.383,17.1
1900,62.175,92917.648,96911.111,46539652.98,1466820.988,17.1
1901,62.175,92999.386,96995.588,46540292.64,1467592.593,17.1
1902,62.175,93035.776,97033.341,46540932.3,1468364.198,17.1
1903,62.175,93136.071,97136.588,46541571.96,1469135.802,17.1
1904,62.175,93246.662,97249.009,46542211.62,1469907.407,17.1
1905,62.175,93308.013,97311.444,46542851.28,1470679.012,17.1
1906,62.175,93352.854,97358.52,46543490.94,1471450.617,17.1
1907,62.175,93455.83,97467.707,46544130.6,1472222.222,17.1
1908,62.175,93569.069,97590.192,46544770.26,1472993.827,17.1
1909,62.175,93633.034,97654.205,46545409.92,1473765.432,17.1
1910,62.175,93685.312,97708.805,46546049.58,1474537.037,17.1
1911,62.175,93797.358,97833.105,46546689.24,1475308.642,17.1
1912,62.175,93879.942,97920.298,46547328.9,1476080.247,17.1
1913,62.175,93923.349,97967.478,46547968.56,1476851.852,17.1
1914,62.175,94021.709,98069.477,46548608.22,1477623.457,17.1
1915,62.175,94134.334,98183.738,46549247.88,1478395.062,17.1
1916,62.175,94207.473,98258.051,46549887.54,1479166.667,17.1
1917,62.175,94255.09,98309.465,46550527.21,1479938.272,17.1
1918,62.175,94368.462,98433.742,46551166.87,1480709.877,17.1
1919,62.175,94489.006,98556.091,46551806.53,1481481.481,17.1
1920,62.175,94522.664,98594.292,46552446.19,1482253.086,17.1
1921,62.175,94583.712,98657.267,46553085.85,1483024.691,17.1
1922,62.175,94690.642,98769.466,46553725.51,1483796.296,17.1
1923,62.175,94771.209,98851.791,46554365.17,1484567.901,17.1
1924,62.175,94812.76,98894.645,46555004.83,1485339.506,17.1
1925,62.175,94918.194,99001.85,46555644.49,1486111.111,17.1
1926,62.175,95018.031,99118.171,46556284.15,1486882.716,17.1
1927,62.175,95078.02,99178.337,46556923.81,1487654.321,17.1
1928,62.175,95125.813,99226.629,46557563.47,1488425.926,17.1
1929,62.175,95236.163,99339.773,46558203.13,1489197.531,17.1
1930,62.175,95348.242,99459.551,46558842.79,1489969.136,17.1
1931,62.175,95410.781,99522.255,46559482.45,1490740.741,17.1
1932,62.175,95471.711,99585.499,46560122.11,1491512.346,17.1
1933,62.175,95588.144,99706.451,46560761.77,1492283.951,17.1
1934,62.175,95669.321,99788.94,46561401.43,1493055.556,17.1
1935,62.175,95718.01,99840.369,46562041.09,1493827.16,17.1
1936,62.175,95814.379,99937.852,46562680.75,1494598.765,17.1
1937,62.175,95929.755,100054.262,46563320.41,1495370.37,17.1
1938,62.175,96000.303,100126.362,46563960.08,1496141.975,17.1
1939,62.175,96053.306,100180.722,46564599.74,1496913.58,17.1
1940,62.175,96177.858,100306.83,46565239.4,1497685.185,17.1
1941,62.175,96290.064,100419.205,46565879.06,1498456.79,17.1
1942,62.175,96329.327,100459.708,46566518.72,1499228.395,17.1
1943,62.175,96416.484,100549.321,46567158.38,1500000,17.1
1944,62.175,96524.781,100658.356,46567798.04,1500771.605,17.1
1945,62.175,96596.05,100731.373,46568437.7,1501543.21,17.1
1946,62.175,96638.829,100778.868,46569077.36,1502314.815,17.1
1947,62.175,96742.446,100889.275,46569717.02,1503086.42,17.1
1948,62.175,96865.426,101014.737,46570356.68,1503858.025,17.1
1949,62.175,96918.935,101072.95,46570996.34,1504629.63,17.1
1950,62.175,96967.202,101122.979,46571636,1505401.235,17.1
1951,62.175,97075.558,101237.05,46572275.66,1506172.84,17.1
1952,62.175,97186.455,101352.422,46572915.32,1506944.444,17.1
1953,62.175,97223.017,101390.544,46573554.98,1507716.049,17.1
1954,62.175,97301.729,101473.149,46574194.64,1508487.654,17.1
1955,62.175,97412.917,101587.883,46574834.3,1509259.259,17.1
1956,62.175,97488.185,101670.69,46575473.96,1510030.864,17.1
1957,62.175,97530.69,101714.723,46576113.62,1510802.469,17.1
1958,62.175,97633.426,101821.272,46576753.29,1511574.074,17.1
1959,62.175,97748.653,101938.707,46577392.95,1512345.679,17.1
1960,62.175,97803.727,102011.713,46578032.61,1513117.284,17.1
1961,62.175,97858.126,102066.478,46578672.27,1513888.889,17.1
1962,62.175,97982.648,102194.076,46579311.93,1514660.494,17.1
1963,62.175,98083.823,102299.477,46579951.59,1515432.099,17.1
1964,62.175,98120.934,102343.54,46580591.25,1516203.704,17.1
1965,62.175,98221.098,102444.165,46581230.91,1516975.309,17.1
1966,62.175,98336.236,102559.598,46581870.57,1517746.914,17.1
1967,62.175,98404.801,102629.17,46582510.23,1518518.519,17.1
1968,62.175,98457.071,102682.905,46583149.89,1519290.123,17.1
1969,62.175,98566.585,102795.567,46583789.55,1520061.728,17.1
1970,62.175,98686.466,102921.401,46584429.21,1520833.333,17.1
1971,62.175,98741.822,102976.841,46585068.87,1521604.938,17.1
1972,62.175,98792.912,103028.529,46585708.53,1522376.543,17.1
1973,62.175,98904.129,103142.655,46586348.19,1523148.148,17.1
1974,62.175,99005.811,103246.043,46586987.85,1523919.753,17.1
1975,62.175,99039.116,103283.155,46587627.51,1524691.358,17.1
1976,62.175,99126.2,103380.641,46588267.17,1525462.963,17.1
1977,62.175,99240.415,103496.505,46588906.83,1526234.568,17.1
1978,62.175,99311.862,103568.09,46589546.5,1527006.173,17.1
1979,62.175,99356.353,103618.5,46590186.16,1527777.778,17.1
1980,62.175,99447.626,103718.891,46590825.82,1528549.383,17.1
1981,62.175,99566.247,103838.512,46591465.48,1529320.988,17.1
1982,62.175,99632.407,103907.526,46592105.14,1530092.593,17.1
1983,62.175,99687.699,103964.743,46592744.8,1530864.198,17.1
1984,62.175,99813.383,104095.004,46593384.46,1531635.802,17.1
1985,62.175,99902.5,104191.866,46594024.12,1532407.407,17.1
1986,62.175,99945.709,104236.026,46594663.78,1533179.012,17.1
1987,62.175,100058.094,104352.462,46595303.44,1533950.617,17.1
1988,62.175,100175.524,104470.686,46595943.1,1534722.222,17.1
1989,62.175,100242.294,104537.705,46596582.76,1535493.827,17.1
1990,62.175,100295.424,104592.83,46597222.42,1536265.432,17.1
1991,62.175,100410,104710.349,46597862.08,1537037.037,17.1
1992,62.175,100528.119,104838.711,46598501.74,1537808.642,17.1
1993,62.175,100584.318,104895.77,46599141.4,1538580.247,17.1
1994,62.175,100638.936,104950.739,46599781.06,1539351.852,17.1
1995,62.175,100761.293,105077.695,46600420.72,1540123.457,17.1
1996,62.175,100842.648,105162.814,46601060.38,1540895.062,17.1
1997,62.175,100885.045,105205.443,46601700.04,1541666.667,17.1
1998,62.175,100981.329,105304.319,46602339.71,1542438.272,17.1
1999,62.175,101092.749,105417.466,46602979.37,1543209.877,17.1
2000,62.175,101166.069,105491.488,46603619.03,1543981.481,17.1
2001,62.175,101216.919,105543.865,46604258.69,1544753.086,17.1
2002,62.175,101322.299,105651.549,46604898.35,1545524.691,17.1
2003,62.175,101439.16,105768.477,46605538.01,1546296.296,17.1
2004,62.175,101502.718,105832.757,46606177.67,1547067.901,17.1
2005,62.175,101561.246,105892.466,46606817.33,1547839.506,17.1
2006,62.175,101688.479,106024.262,46607456.99,1548611.111,17.1
2007,62.175,101777.977,106113.909,46608096.65,1549382.716,17.1
2008,62.175,101817.752,106154.376,46608736.31,1550154.321,17.1
2009,62.175,101932.455,106277.353,46609375.97,1550925.926,17.1
2010,62.175,102048.633,106396.353,46610015.63,1551697.531,17.1
2011,62.175,102113.796,106461.869,46610655.29,1552469.136,17.1
2012,62.175,102168.493,106518.49,46611294.95,1553240.741,17.1
2013,62.175,102283.361,106637.527,46611934.61,1554012.346,17.1
2014,62.175,102405.465,106762.788,46612574.27,1554783.951,17.1
2015,62.175,102441.526,106799.945,46613213.93,1555555.556,17.1
2016,62.175,102506.346,106868.075,46613853.59,1556327.16,17.1
2017,62.175,102627.743,106997.935,46614493.25,1557098.765,17.1
2018,62.175,102702.399,107079.646,46615132.91,1557870.37,17.1
2019,62.175,102749.717,107127.579,46615772.58,1558641.975,17.1
2020,62.175,102863.007,107243.37,46616412.24,1559413.58,17.1
2021,62.175,102977.605,107362.409,46617051.9,1560185.185,17.1
2022,62.175,103035.04,107431.928,46617691.56,1560956.79,17.1
2023,62.175,103085.77,107484.284,46618331.22,1561728.395,17.1
2024,62.175,103182.642,107584.205,46618970.88,1562500,17.1
2025,62.175,103290.922,107696.543,46619610.54,1563271.605,17.1
2026,62.175,103349.593,107761.534,46620250.2,1564043.21,17.1
2027,62.175,103420,107832.727,46620889.86,1564814.815,17.1
2028,62.175,103554.512,107967.803,46621529.52,1565586.42,17.1
2029,62.175,103635.769,108049.783,46622169.18,1566358.025,17.1
2030,62.175,103680.015,108095.636,46622808.84,1567129.63,17.1
2031,62.175,103801.678,108220.775,46623448.5,1567901.235,17.1
2032,62.175,103919.772,108340.401,46624088.16,1568672.84,17.1
2033,62.175,103985.361,108406.095,46624727.82,1569444.444,17.1
2034,62.175,104040.833,108464.315,46625367.48,1570216.049,17.1
2035,62.175,104159.145,108583.983,46626007.14,1570987.654,17.1
2036,62.175,104275.45,108705.613,46626646.8,1571759.259,17.1
2037,62.175,104310.596,108741.694,46627286.46,1572530.864,17.1
2038,62.175,104395.031,108840.319,46627926.12,1573302.469,17.1
2039,62.175,104517.198,108964.21,46628565.79,1574074.074,17.1
2040,62.175,104578.085,109026.166,46629205.45,1574845.679,17.1
2041,62.175,104621.294,109072.631,46629845.11,1575617.284,17.1
2042,62.175,104733.652,109194.654,46630484.77,1576388.889,17.1
2043,62.175,104846.284,109308.907,46631124.43,1577160.494,17.1
2044,62.175,104911.201,109375.321,46631764.09,1577932.099,17.1
2045,62.175,104962.332,109430.764,46632403.75,1578703.704,17.1
2046,62.175,105059.224,109533.554,46633043.41,1579475.309,17.1
2047,62.175,105164.211,109644.026,46633683.07,1580246.914,17.1
2048,62.175,105209.926,109692.544,46634322.73,1581018.519,17.1
2049,62.175,105290.262,109774.892,46634962.39,1581790.123,17.1
2050,62.175,105413.681,109908.641,46635602.05,1582561.728,17.1
2051,62.175,105495.234,109990.513,46636241.71,1583333.333,17.1
2052,62.175,105539.968,110036.867,46636881.37,1584104.938,17.1
2053,62.175,105671.22,110169.672,46637521.03,1584876.543,17.1
2054,62.175,105790.807,110290.925,46638160.69,1585648.148,17.1
2055,62.175,105857.591,110358.935,46638800.35,1586419.753,17.1
2056,62.175,105912.831,110416.257,46639440.01,1587191.358,17.1
2057,62.175,106030.958,110535.046,46640079.67,1587962.963,17.1
2058,62.175,106143.451,110648.548,46640719.33,1588734.568,17.1
2059,62.175,106180.17,110686.232,46641359,1589506.173,17.1
2060,62.175,106283.071,110790.127,46641998.66,1590277.778,17.1
2061,62.175,106406.836,110916.865,46642638.32,1591049.383,17.1
2062,62.175,106461.633,110973.727,46643277.98,1591820.988,17.1
2063,62.175,106506.745,111025.812,46643917.64,1592592.593,17.1
2064,62.175,106622.42,111142.465,46644557.3,1593364.198,17.1
2065,62.175,106735.161,111255.65,46645196.96,1594135.802,17.1
2066,62.175,106796.555,111318.071,46645836.62,1594907.407,17.1
2067,62.175,106847.628,111372.756,46646476.28,1595679.012,17.1
2068,62.175,106947.513,111475.037,46647115.94,1596450.617,17.1
2069,62.175,107048.795,111576.517,46647755.6,1597222.222,17.1
2070,62.175,107090.978,111619.824,46648395.26,1597993.827,17.1
2071,62.175,107178.697,111712.006,46649034.92,1598765.432,17.1
2072,62.175,107308.235,111844.113,46649674.58,1599537.037,17.1
2073,62.175,107386.767,111925.109,46650314.24,1600308.642,17.1
2074,62.175,107435.276,111976.804,46650953.9,1601080.247,17.1
2075,62.175,107564.927,112109.717,46651593.56,1601851.852,17.1
2076,62.175,107682.641,112229.901,46652233.22,1602623.457,17.1
2077,62.175,107748.802,112297.147,46652872.88,1603395.062,17.1
2078,62.175,107806.68,112357.301,46653512.54,1604166.667,17.1
2079,62.175,107922.704,112476.876,46654152.21,1604938.272,17.1
2080,62.175,108023.226,112584.498,46654791.87,1605709.877,17.1
2081,62.175,108068.409,112630.115,46655431.53,1606481.481,17.1
2082,62.175,108178.395,112741.661,46656071.19,1607253.086,17.1
2083,62.175,108311.198,112878.051,46656710.85,1608024.691,17.1
2084,62.175,108363.158,112934.504,46657350.51,1608796.296,17.1
2085,62.175,108412.758,112987.77,46657990.17,1609567.901,17.1
2086,62.175,108538.469,113115.202,46658629.83,1610339.506,17.1
2087,62.175,108631.511,113213.662,46659269.49,1611111.111,17.1
2088,62.175,108678.231,113276.634,46659909.15,1611882.716,17.1
2089,62.175,108737.708,113336.846,46660548.81,1612654.321,17.1
2090,62.175,108840.443,113440.26,46661188.47,1613425.926,17.1
2091,62.175,108931.452,113534.766,46661828.13,1614197.531,17.1
2092,62.175,108978.921,113583.313,46662467.79,1614969.136,17.1
2093,62.175,109069.964,113677.693,46663107.45,1615740.741,17.1
2094,62.175,109201.663,113812.496,46663747.11,1616512.346,17.1
2095,62.175,109279.748,113891.175,46664386.77,1617283.951,17.1
2096,62.175,109336.285,113948.464,46665026.43,1618055.556,17.1
2097,62.175,109466.874,114082.231,46665666.09,1618827.16,17.1
2098,62.175,109579.836,114197.308,46666305.75,1619598.765,17.1
2099,62.175,109642.93,114260.706,46666945.41,1620370.37,17.1
2100,62.175,109727.347,114352.568,46667585.08,1621141.975,17.1
2101,62.175,109846.315,114474.695,46668224.74,1621913.58,17.1
2102,62.175,109944.906,114574.593,46668864.4,1622685.185,17.1
2103,62.175,109984.536,114616.744,46669504.06,1623456.79,17.1
2104,62.175,110098.346,114734.751,46670143.72,1624228.395,17.1
2105,62.175,110239.236,114876.524,46670783.38,1625000,17.1
2106,62.175,110291.906,114930.747,46671423.04,1625771.605,17.1
2107,62.175,110338.074,114986.035,46672062.7,1626543.21,17.1
2108,62.175,110461.724,115115.826,46672702.36,1627314.815,17.1
2109,62.175,110550.131,115216.932,46673342.02,1628086.42,17.1
2110,62.175,110584.276,115254.207,46673981.68,1628858.025,17.1
2111,62.175,110653.294,115327.791,46674621.34,1629629.63,17.1
2112,62.175,110753.631,115430.603,46675261,1630401.235,17.1
2113,62.175,110840.608,115518.87,46675900.66,1631172.84,17.1
2114,62.175,110889.814,115569.569,46676540.32,1631944.444,17.1
2115,62.175,110988.928,115670.732,46677179.98,1632716.049,17.1
2116,62.175,111121.132,115807.746,46677819.64,1633487.654,17.1
2117,62.175,111200.477,115887.189,46678459.3,1634259.259,17.1
2118,62.175,111257.906,115945.961,46679098.96,1635030.864,17.1
2119,62.175,111391.558,116083.367,46679738.62,1635802.469,17.1
2120,62.175,111495.804,116188.421,46680378.29,1636574.074,17.1
2121,62.175,111557.233,116250.402,46681017.95,1637345.679,17.1
2122,62.175,111651.481,116353.082,46681657.61,1638117.284,17.1
2123,62.175,111775.663,116477.626,46682297.27,1638888.889,17.1
2124,62.175,111858.167,116565.054,46682936.93,1639660.494,17.1
2125,62.175,111907.42,116616.112,46683576.59,1640432.099,17.1
2126,62.175,112028.615,116738.656,46684216.25,1641203.704,17.1
2127,62.175,112167.996,116881.416,46684855.91,1641975.309,17.1
2128,62.175,112220.368,116934.697,46685495.57,1642746.914,17.1
2129,62.175,112273.661,116993.605,46686135.23,1643518.519,17.1
2130,62.175,112399.944,117124.453,46686774.89,1644290.123,17.1
2131,62.175,112487.232,117211.917,46687414.55,1645061.728,17.1
2132,62.175,112521.268,117247.306,46688054.21,1645833.333,17.1
2133,62.175,112625.486,117353.26,46688693.87,1646604.938,17.1
2134,62.175,112726.968,117458.589,46689333.53,1647376.543,17.1
2135,62.175,112803.905,117536.526,46689973.19,1648148.148,17.1
2136,62.175,112851.99,117586.261,46690612.85,1648919.753,17.1
2137,62.175,112954.316,117691.044,46691252.51,1649691.358,17.1
2138,62.175,113092.65,117833.551,46691892.17,1650462.963,17.1
2139,62.175,113165.936,117907.151,46692531.83,1651234.568,17.1
2140,62.175,113227.337,117969.316,46693171.5,1652006.173,17.1
2141,62.175,113362.743,118112.599,46693811.16,1652777.778,17.1
2142,62.175,113461.31,118213.197,46694450.82,1653549.383,17.1
2143,62.175,113516.361,118268.604,46695090.48,1654320.988,17.1
2144,62.175,113627.562,118381.676,46695730.14,1655092.593,17.1
2145,62.175,113748.436,118504.089,46696369.8,1655864.198,17.1
2146,62.175,113822.988,118589.248,46697009.46,1656635.802,17.1
2147,62.175,113873.709,118640.621,46697649.12,1657407.407,17.1
2148,62.175,113998.279,118768.567,46698288.78,1658179.012,17.1
2149,62.175,114133.688,118909.871,46698928.44,1658950.617,17.1
2150,62.175,114183.626,118963.438,46699568.1,1659722.222,17.1
2151,62.175,114239.703,119020.108,46700207.76,1660493.827,17.1
2152,62.175,114375.791,119156.663,46700847.42,1661265.432,17.1
2153,62.175,114453.207,119236.083,46701487.08,1662037.037,17.1
2154,62.175,114492.592,119277.714,46702126.74,1662808.642,17.1
2155,62.175,114601.803,119388.404,46702766.4,1663580.247,17.1
2156,62.175,114707.484,119506.917,46703406.06,1664351.852,17.1
2157,62.175,114785.857,119585.428,46704045.72,1665123.457,17.1
2158,62.175,114837.263,119638.676,46704685.38,1665895.062,17.1
2159,62.175,114941.459,119745.456,46705325.04,1666666.667,17.1
2160,62.175,115078.359,119885.965,46705964.71,1667438.272,17.1
2161,62.175,115149.601,119957.321,46706604.37,1668209.877,17.1
2162,62.175,115210.786,120020.986,46707244.03,1668981.481,17.1
2163,62.175,115352.436,120164.429,46707883.69,1669753.086,17.1
2164,62.175,115445.345,120260.128,46708523.35,1670524.691,17.1
2165,62.175,115490.703,120311.753,46709163.01,1671296.296,17.1
2166,62.175,115606.406,120433.456,46709802.67,1672067.901,17.1
2167,62.175,115728.901,120556.709,46710442.33,1672839.506,17.1
2168,62.175,115811.261,120640.709,46711081.99,1673611.111,17.1
2169,62.175,115860.123,120694.673,46711721.65,1674382.716,17.1
2170,62.175,115975.854,120824.607,46712361.31,1675154.321,17.1
2171,62.175,116109.462,120961.145,46713000.97,1675925.926,17.1
2172,62.175,116149.031,121006.496,46713640.63,1676697.531,17.1
2173,62.175,116208.966,121072.93,46714280.29,1677469.136,17.1
2174,62.175,116339.802,121209.242,46714919.95,1678240.741,17.1
2175,62.175,116416.218,121288.238,46715559.61,1679012.346,17.1
2176,62.175,116461.274,121335.377,46716199.27,1679783.951,17.1
2177,62.175,116568.575,121448.257,46716838.93,1680555.556,17.1
2178,62.175,116676.221,121570.121,46717478.59,1681327.16,17.1
2179,62.175,116753.49,121648.191,46718118.25,1682098.765,17.1
2180,62.175,116807.23,121702.5,46718757.91,1682870.37,17.1
2181,62.175,116913.141,121810.994,46719397.58,1683641.975,17.1
2182,62.175,117041.654,121944.536,46720037.24,1684413.58,17.1
2183,62.175,117112.038,122015.866,46720676.9,1685185.185,17.1
2184,62.175,117182.589,122087.636,46721316.56,1685956.79,17.1
2185,62.175,117321.003,122231.801,46721956.22,1686728.395,17.1
2186,62.175,117406.983,122321.379,46722595.88,1687500,17.1
2187,62.175,117461.799,122377.915,46723235.54,1688271.605,17.1
2188,62.175,117574.608,122493.685,46723875.2,1689043.21,17.1
2189,62.175,117696.022,122617.849,46724514.86,1689814.815,17.1
2190,62.175,117773.319,122700.958,46725154.52,1690586.42,17.1
2191,62.175,117829.51,122760.279,46725794.18,1691358.025,17.1
2192,62.175,117958.274,122890.805,46726433.84,1692129.63,17.1
2193,62.175,118090.826,123024.315,46727073.5,1692901.235,17.1
2194,62.175,118124.041,123060.436,46727713.16,1693672.84,17.1
2195,62.175,118215.833,123157.842,46728352.82,1694444.444,17.1
2196,62.175,118343.688,123288.243,46728992.48,1695216.049,17.1
2197,62.175,118414.634,123360.449,46729632.14,1695987.654,17.1
2198,62.175,118461.784,123411.678,46730271.8,1696759.259,17.1
2199,62.175,118580.125,123532.821,46730911.46,1697530.864,17.1
2200,62.175,118698.349,123655.139,46731551.12,1698302.469,17.1
2201,62.175,118763.985,123721.025,46732190.79,1699074.074,17.1
2202,62.175,118819.251,123777.195,46732830.45,1699845.679,17.1
2203,62.175,118929.958,123897.862,46733470.11,1700617.284,17.1
2204,62.175,119050.663,124025.484,46734109.77,1701388.889,17.1
2205,62.175,119096.463,124072.454,46734749.43,1702160.494,17.1
2206,62.175,119175.655,124156.48,46735389.09,1702932.099,17.1
2207,62.175,119316.37,124300.872,46736028.75,1703703.704,17.1
2208,62.175,119403.312,124390.272,46736668.41,1704475.309,17.1
2209,62.175,119454.313,124441.628,46737308.07,1705246.914,17.1
2210,62.175,119572.621,124564.329,46737947.73,1706018.519,17.1
2211,62.175,119695.793,124691.844,46738587.39,1706790.123,17.1
2212,62.175,119764.934,124775.31,46739227.05,1707561.728,17.1
2213,62.175,119823.13,124834.692,46739866.71,1708333.333,17.1
2214,62.175,119952.097,124969.111,46740506.37,1709104.938,17.1
2215,62.175,120071.482,125091.44,46741146.03,1709876.543,17.1
2216,62.175,120102.693,125126.593,46741785.69,1710648.148,17.1
2217,62.175,120215.065,125239.623,46742425.35,1711419.753,17.1
2218,62.175,120345.691,125371.138,46743065.01,1712191.358,17.1
2219,62.175,120405.915,125432.419,46743704.67,1712962.963,17.1
2220,62.175,120460.341,125488.951,46744344.33,1713734.568,17.1
2221,62.175,120575.666,125614.821,46744984,1714506.173,17.1
2222,62.175,120697.902,125738.809,46745623.66,1715277.778,17.1
2223,62.175,120768.398,125809.486,46746263.32,1716049.383,17.1
2224,62.175,120821.565,125865.192,46746902.98,1716820.988,17.1
2225,62.175,120937.818,125983.529,46747542.64,1717592.593,17.1
2226,62.175,121050.719,126100.255,46748182.3,1718364.198,17.1
2227,62.175,121091.116,126143.878,46748821.96,1719135.802,17.1
2228,62.175,121184.127,126249.301,46749461.62,1719907.407,17.1
2229,62.175,121322.281,126390.901,46750101.28,1720679.012,17.1
2230,62.175,121405.58,126475.021,46750740.94,1721450.617,17.1
2231,62.175,121458.932,126529.915,46751380.6,1722222.222,17.1
2232,62.175,121568.809,126654.534,46752020.26,1722993.827,17.1
2233,62.175,121697.188,126785.753,46752659.92,1723765.432,17.1
2234,62.175,121769.99,126865.449,46753299.58,1724537.037,17.1
2235,62.175,121827.072,126929.358,46753939.24,1725308.642,17.1
2236,62.175,121956.635,127067.537,46754578.9,1726080.247,17.1
2237,62.175,122068.016,127182.488,46755218.56,1726851.852,17.1
2238,62.175,122115.449,127230.602,46755858.22,1727623.457,17.1
2239,62.175,122232.46,127351.46,46756497.88,1728395.062,17.1
2240,62.175,122369.257,127489.486,46757137.54,1729166.667,17.1
2241,62.175,122440.015,127560.714,46757777.21,1729938.272,17.1
2242,62.175,122497.687,127619.658,46758416.87,1730709.877,17.1
2243,62.175,122625.751,127751.43,46759056.53,1731481.481,17.1
2244,62.175,122741.152,127876.945,46759696.19,1732253.086,17.1
2245,62.175,122802.002,127939.227,46760335.85,1733024.691,17.1
2246,62.175,122856.538,127994.694,46760975.51,1733796.296,17.1
2247,62.175,122991.086,128131.941,46761615.17,1734567.901,17.1
2248,62.175,123079.629,128229.237,46762254.83,1735339.506,17.1
2249,62.175,123126.217,128276.863,46762894.49,1736111.111,17.1
2250,62.175,123231.691,128384.936,46763534.15,1736882.716,17.1
2251,62.175,123365.862,128528.882,46764173.81,1737654.321,17.1
2252,62.175,123444.935,128610.257,46764813.47,1738425.926,17.1
2253,62.175,123503.567,128670.381,46765453.13,1739197.531,17.1
2254,62.175,123623.585,128795.6,46766092.79,1739969.136,17.1
2255,62.175,123752.716,128925.55,46766732.45,1740740.741,17.1
2256,62.175,123820.61,128996.081,46767372.11,1741512.346,17.1
2257,62.175,123880.966,129061.714,46768011.77,1742283.951,17.1
2258,62.175,124015.668,129199.614,46768651.43,1743055.556,17.1
2259,62.175,124122.382,129306.855,46769291.09,1743827.16,17.1
2260,62.175,124165.076,129350.728,46769930.75,1744598.765,17.1
2261,62.175,124287.783,129482.991,46770570.41,1745370.37,17.1
2262,62.175,124421.935,129618.867,46771210.08,1746141.975,17.1
2263,62.175,124489.2,129687.186,46771849.74,1746913.58,17.1
2264,62.175,124549.839,129748.818,46772489.4,1747685.185,17.1
2265,62.175,124682.191,129882.82,46773129.06,1748456.79,17.1
2266,62.175,124801.442,130004.195,46773768.72,1749228.395,17.1
2267,62.175,124848.065,130051.915,46774408.38,1750000,17.1
2268,62.175,124913.402,130120.063,46775048.04,1750771.605,17.1
2269,62.175,125050.793,130261.769,46775687.7,1751543.21,17.1
2270,62.175,125127.358,130347.669,46776327.36,1752314.815,17.1
2271,62.175,125179.427,130400.103,46776967.02,1753086.42,17.1
2272,62.175,125293.103,130515.117,46777606.68,1753858.025,17.1
2273,62.175,125423.046,130660.814,46778246.34,1754629.63,17.1
2274,62.175,125498.92,130742.896,46778886,1755401.235,17.1
2275,62.175,125554.791,130804.826,46779525.66,1756172.84,17.1
2276,62.175,125680.041,130931.765,46780165.32,1756944.444,17.1
2277,62.175,125794.393,131050.848,46780804.98,1757716.049,17.1
2278,62.175,125858.607,131119.876,46781444.64,1758487.654,17.1
2279,62.175,125936.363,131198.083,46782084.3,1759259.259,17.1
2280,62.175,126077.537,131340.02,46782723.96,1760030.864,17.1
2281,62.175,126169.888,131433.141,46783363.62,1760802.469,17.1
2282,62.175,126220.149,131484.481,46784003.29,1761574.074,17.1
2283,62.175,126352.629,131618.596,46784642.95,1762345.679,17.1
2284,62.175,126488.973,131756.224,46785282.61,1763117.284,17.1
2285,62.175,126556.261,131823.572,46785922.27,1763888.889,17.1
2286,62.175,126617.178,131887.167,46786561.93,1764660.494,17.1
2287,62.175,126750.236,132020.466,46787201.59,1765432.099,17.1
2288,62.175,126867.73,132140.138,46787841.25,1766203.704,17.1
2289,62.175,126903.084,132176.109,46788480.91,1766975.309,17.1
2290,62.175,127000.396,132280.189,46789120.57,1767746.914,17.1
2291,62.175,127133.096,132417.198,46789760.23,1768518.519,17.1
