# t(s), cv(%), R($), iR($), C($), iC($), d
7092.000,74.925,5.672,5.672,770.833,771.605,0.000
7093.000,74.925,30.852,30.852,770.833,771.605,0.000
7094.000,74.925,32.275,32.275,770.833,771.605,0.000
7095.000,74.925,8.850,8.850,770.833,771.605,0.000
7096.000,74.925,8.642,8.642,770.833,771.605,0.000
7097.000,74.925,17.597,17.597,770.833,771.605,0.000
7098.000,74.925,14.292,14.292,770.833,771.605,0.000
7099.000,74.925,9.432,9.432,770.833,771.605,0.000
7100.000,74.925,7.834,7.834,770.833,771.605,0.000
7101.000,74.925,16.368,16.371,770.833,771.605,0.000
7102.000,74.925,15.572,15.572,770.833,771.605,0.000
7103.000,74.925,6.456,6.456,770.833,771.605,0.000
7104.000,74.925,19.570,19.570,770.833,771.605,0.000
7105.000,74.925,19.330,19.330,770.833,771.605,0.000
7106.000,74.925,22.868,22.868,770.833,771.605,0.000
7107.000,74.925,8.294,8.294,770.833,771.605,0.000
7108.000,74.925,13.815,13.815,770.833,771.605,0.000
7109.000,74.925,63.047,63.047,770.833,771.605,0.000
7110.000,74.925,4.965,4.970,770.833,771.605,0.000
7111.000,74.925,14.514,14.514,770.833,771.605,0.000
7112.000,74.925,20.115,20.115,770.833,771.605,0.000
7113.000,74.925,21.927,21.927,770.833,771.605,0.000
7114.000,74.925,9.048,9.048,770.833,771.605,0.000
7115.000,74.925,9.876,9.876,770.833,771.605,0.000
7116.000,74.925,22.167,22.167,770.833,771.605,0.000
7117.000,74.925,7.324,7.324,770.833,771.605,0.000
7118.000,74.925,7.387,7.387,770.833,771.605,0.000
7119.000,74.925,32.901,32.901,770.833,771.605,0.000
7120.000,74.925,15.773,15.773,770.833,771.605,0.000
7121.000,74.925,8.250,8.250,770.833,771.605,0.000
7122.000,74.925,8.257,8.257,770.833,771.605,0.000
7123.000,74.925,19.794,19.794,770.833,771.605,0.000
7124.000,74.925,12.175,12.175,770.833,771.605,0.000
7125.000,74.925,3.924,3.924,770.833,771.605,0.000
7126.000,74.925,17.978,17.978,770.833,771.605,0.000
7127.000,74.925,16.530,16.530,770.833,771.605,0.000
7128.000,74.925,15.400,15.400,770.833,771.605,0.000
7129.000,74.925,10.075,10.075,770.833,771.605,0.000
7130.000,74.925,18.731,18.731,770.833,771.605,0.000
7131.000,74.925,28.873,28.873,770.833,771.605,0.000
7132.000,74.925,5.363,5.363,770.833,771.605,0.000
7133.000,74.925,7.821,7.821,770.833,771.605,0.000
7134.000,74.925,62.697,62.697,770.833,771.605,0.000
7135.000,74.925,9.959,9.959,770.833,771.605,0.000
7136.000,74.925,4.543,4.543,770.833,771.605,0.000
7137.000,74.925,19.670,19.670,770.833,771.605,0.000
7138.000,74.925,22.120,22.120,770.833,771.605,0.000
7139.000,74.925,5.979,5.979,770.833,771.605,0.000
7140.000,74.925,5.776,5.776,770.833,771.605,0.000
7141.000,74.925,16.915,16.916,770.833,771.605,0.000
7142.000,74.925,16.146,16.150,770.833,771.605,0.000
7143.000,74.925,3.053,3.053,770.833,771.605,0.000
7144.000,74.925,10.310,10.310,770.833,771.605,0.000
7145.000,74.925,23.904,23.904,770.833,771.605,0.000
7146.000,74.925,12.873,12.886,770.833,771.605,0.000
7147.000,74.925,4.509,4.509,770.833,771.605,0.000
7148.000,74.925,19.266,19.266,770.833,771.605,0.000
7149.000,74.925,15.823,15.823,770.833,771.605,0.000
7150.000,74.925,4.974,4.977,770.833,771.605,0.000
7151.000,74.925,6.566,6.566,770.833,771.605,0.000
7152.000,74.925,23.597,23.597,770.833,771.605,0.000
7153.000,74.925,18.818,18.818,770.833,771.605,0.000
7154.000,74.925,5.566,5.566,770.833,771.605,0.000
7155.000,74.925,13.625,13.625,770.833,771.605,0.000
7156.000,74.925,31.415,31.415,770.833,771.605,0.000
7157.000,74.925,9.202,9.202,770.833,771.605,0.000
7158.000,74.925,6.316,6.316,770.833,771.605,0.000
7159.000,74.925,31.562,31.562,770.833,771.605,0.000
7160.000,74.925,28.961,28.961,770.833,771.605,0.000
7161.000,74.925,9.869,9.869,770.833,771.605,0.000
7162.000,74.925,11.697,11.697,770.833,771.605,0.000
7163.000,74.925,20.654,20.654,770.833,771.605,0.000
7164.000,74.925,16.186,16.186,770.833,771.605,0.000
7165.000,74.925,5.148,5.148,770.833,771.605,0.000
7166.000,74.925,15.770,15.770,770.833,771.605,0.000
7167.000,74.925,16.053,16.053,770.833,771.605,0.000
7168.000,74.925,9.695,9.695,770.833,771.605,0.000
7169.000,74.925,6.015,6.015,770.833,771.605,0.000
7170.000,74.925,22.183,22.183,770.833,771.605,0.000
7171.000,74.925,15.168,15.168,770.833,771.605,0.000
7172.000,74.925,8.103,8.103,770.833,771.605,0.000
7173.000,74.925,11.847,11.847,770.833,771.605,0.000
7174.000,74.925,17.019,17.019,770.833,771.605,0.000
7175.000,74.925,36.836,36.836,770.833,771.605,0.000
7176.000,74.925,4.892,4.919,770.833,771.605,0.000
7177.000,74.925,9.419,9.419,770.833,771.605,0.000
7178.000,74.925,46.515,46.515,770.833,771.605,0.000
7179.000,74.925,6.955,6.955,770.833,771.605,0.000
7180.000,74.925,7.853,7.867,770.833,771.605,0.000
7181.000,74.925,17.842,17.842,770.833,771.605,0.000
7182.000,74.925,21.878,21.878,770.833,771.605,0.000
7183.000,74.925,5.167,5.167,770.833,771.605,0.000
7184.000,74.925,9.968,9.968,770.833,771.605,0.000
7185.000,74.925,28.249,28.249,770.833,771.605,0.000
7186.000,74.925,15.082,15.082,770.833,771.605,0.000
7187.000,74.925,5.775,5.775,770.833,771.605,0.000
7188.000,74.925,12.484,12.484,770.833,771.605,0.000
7189.000,74.925,17.425,17.425,770.833,771.605,0.000
7190.000,74.925,22.379,22.379,770.833,771.605,0.000
7191.000,74.925,6.698,6.698,770.833,771.605,0.000
7192.000,74.925,13.050,13.050,770.833,771.605,0.000
7193.000,74.925,16.417,16.417,770.833,771.605,0.000
7194.000,74.925,9.095,9.095,770.833,771.605,0.000
7195.000,74.925,7.543,7.543,770.833,771.605,0.000
7196.000,74.925,26.109,26.109,770.833,771.605,0.000
7197.000,74.925,27.239,27.239,770.833,771.605,0.000
7198.000,74.925,9.420,9.420,770.833,771.605,0.000
7199.000,74.925,16.590,16.590,770.833,771.605,0.000
7200.000,74.925,48.966,48.966,770.833,771.605,0.000
7201.000,74.925,6.050,6.050,770.833,771.605,0.000
7202.000,74.925,5.077,5.077,770.833,771.605,0.000
7203.000,74.925,18.790,18.790,770.833,771.605,0.000
7204.000,74.925,19.090,19.093,770.833,771.605,0.000
7205.000,74.925,5.608,5.608,770.833,771.605,0.000
7206.000,74.925,14.060,14.060,770.833,771.605,0.000
7207.000,74.925,25.064,25.064,770.833,771.605,0.000
7208.000,74.925,9.314,9.327,770.833,771.605,0.000
7209.000,74.925,11.362,11.362,770.833,771.605,0.000
7210.000,74.925,14.914,14.914,770.833,771.605,0.000
7211.000,74.925,24.997,24.997,770.833,771.605,0.000
7212.000,74.925,6.338,6.343,770.833,771.605,0.000
7213.000,74.925,7.056,7.056,770.833,771.605,0.000
7214.000,74.925,24.575,24.575,770.833,771.605,0.000
7215.000,74.925,12.055,12.055,770.833,771.605,0.000
7216.000,74.925,30.276,30.276,770.833,771.605,0.000
7217.000,74.925,11.103,11.103,770.833,771.605,0.000
7218.000,74.925,16.997,16.997,770.833,771.605,0.000
7219.000,74.925,36.153,36.153,770.833,771.605,0.000
7220.000,74.925,4.219,4.219,770.833,771.605,0.000
7221.000,74.925,19.452,19.452,770.833,771.605,0.000
7222.000,74.925,32.164,32.164,770.833,771.605,0.000
7223.000,74.925,8.864,8.864,770.833,771.605,0.000
7224.000,74.925,6.835,6.835,770.833,771.605,0.000
7225.000,74.925,30.815,30.815,770.833,771.605,0.000
7226.000,74.925,19.316,19.316,770.833,771.605,0.000
7227.000,74.925,4.982,4.982,770.833,771.605,0.000
7228.000,74.925,9.496,9.496,770.833,771.605,0.000
7229.000,74.925,29.421,29.421,770.833,771.605,0.000
7230.000,74.925,12.585,12.585,770.833,771.605,0.000
7231.000,74.925,11.540,11.540,770.833,771.605,0.000
7232.000,74.925,17.430,17.430,770.833,771.605,0.000
7233.000,74.925,16.422,16.422,770.833,771.605,0.000
7234.000,74.925,8.066,8.066,770.833,771.605,0.000
7235.000,74.925,11.455,11.455,770.833,771.605,0.000
7236.000,74.925,19.140,19.140,770.833,771.605,0.000
7237.000,74.925,16.544,16.544,770.833,771.605,0.000
7238.000,74.925,5.950,5.950,770.833,771.605,0.000
7239.000,74.925,14.369,14.369,770.833,771.605,0.000
7240.000,74.925,17.635,17.635,770.833,771.605,0.000
7241.000,74.925,15.002,15.002,770.833,771.605,0.000
7242.000,74.925,5.993,5.993,770.833,771.605,0.000
7243.000,74.925,10.571,10.571,770.833,771.605,0.000
7244.000,74.925,15.845,15.845,770.833,771.605,0.000
7245.000,74.925,9.086,9.086,770.833,771.605,0.000
7246.000,74.925,6.138,6.138,770.833,771.605,0.000
7247.000,74.925,21.688,21.688,770.833,771.605,0.000
7248.000,74.925,17.833,17.833,770.833,771.605,0.000
7249.000,74.925,3.134,3.134,770.833,771.605,0.000
7250.000,74.925,16.472,16.500,770.833,771.605,0.000
7251.000,74.925,14.831,14.831,770.833,771.605,0.000
7252.000,74.925,7.117,7.117,770.833,771.605,0.000
7253.000,74.925,4.317,4.317,770.833,771.605,0.000
7254.000,74.925,34.291,34.291,770.833,771.605,0.000
7255.000,74.925,17.982,17.982,770.833,771.605,0.000
7256.000,74.925,7.183,7.183,770.833,771.605,0.000
7257.000,74.925,10.757,10.757,770.833,771.605,0.000
7258.000,74.925,21.300,21.300,770.833,771.605,0.000
7259.000,74.925,15.474,15.474,770.833,771.605,0.000
7260.000,74.925,6.979,6.979,770.833,771.605,0.000
7261.000,74.925,18.205,18.205,770.833,771.605,0.000
7262.000,74.925,24.769,24.769,770.833,771.605,0.000
7263.000,74.925,18.898,18.898,770.833,771.605,0.000
7264.000,74.925,7.690,7.690,770.833,771.605,0.000
7265.000,74.925,19.756,19.756,770.833,771.605,0.000
7266.000,74.925,28.336,28.338,770.833,771.605,0.000
7267.000,74.925,4.625,4.625,770.833,771.605,0.000
7268.000,74.925,9.855,9.855,770.833,771.605,0.000
7269.000,74.925,34.935,34.935,770.833,771.605,0.000
7270.000,74.925,13.059,13.072,770.833,771.605,0.000
7271.000,74.925,3.912,3.912,770.833,771.605,0.000
7272.000,74.925,19.492,19.492,770.833,771.605,0.000
7273.000,74.925,21.522,21.522,770.833,771.605,0.000
7274.000,74.925,8.456,8.461,770.833,771.605,0.000
7275.000,74.925,13.923,13.923,770.833,771.605,0.000
7276.000,74.925,19.058,19.058,770.833,771.605,0.000
7277.000,74.925,15.064,15.064,770.833,771.605,0.000
7278.000,74.925,5.209,5.209,770.833,771.605,0.000
7279.000,74.925,10.093,10.093,770.833,771.605,0.000
7280.000,74.925,20.514,20.514,770.833,771.605,0.000
7281.000,74.925,12.065,12.065,770.833,771.605,0.000
7282.000,74.925,12.885,12.885,770.833,771.605,0.000
7283.000,74.925,15.938,15.938,770.833,771.605,0.000
7284.000,74.925,16.230,16.230,770.833,771.605,0.000
7285.000,74.925,33.449,33.449,770.833,771.605,0.000
7286.000,74.925,7.359,7.359,770.833,771.605,0.000
7287.000,74.925,15.862,15.862,770.833,771.605,0.000
7288.000,74.925,18.871,18.871,770.833,771.605,0.000
7289.000,74.925,8.589,8.589,770.833,771.605,0.000
7290.000,74.925,10.761,10.761,770.833,771.605,0.000
7291.000,74.925,24.613,24.613,770.833,771.605,0.000
7292.000,74.925,9.496,9.496,770.833,771.605,0.000
7293.000,74.925,6.175,6.175,770.833,771.605,0.000
7294.000,74.925,12.947,12.947,770.833,771.605,0.000
7295.000,74.925,49.818,49.818,770.833,771.605,0.000
7296.000,74.925,8.360,8.360,770.833,771.605,0.000
7297.000,74.925,6.261,6.261,770.833,771.605,0.000
7298.000,74.925,40.981,40.981,770.833,771.605,0.000
7299.000,74.925,18.165,18.165,770.833,771.605,0.000
7300.000,74.925,5.811,5.811,770.833,771.605,0.000
7301.000,74.925,9.487,9.487,770.833,771.605,0.000
7302.000,74.925,27.105,27.105,770.833,771.605,0.000
7303.000,74.925,14.462,14.462,770.833,771.605,0.000
7304.000,74.925,12.454,12.454,770.833,771.605,0.000
7305.000,74.925,20.293,20.293,770.833,771.605,0.000
7306.000,74.925,21.327,21.327,770.833,771.605,0.000
7307.000,74.925,10.729,10.729,770.833,771.605,0.000
7308.000,74.925,4.686,4.686,770.833,771.605,0.000
7309.000,74.925,17.734,17.734,770.833,771.605,0.000
7310.000,74.925,30.777,30.777,770.833,771.605,0.000
7311.000,74.925,5.634,5.634,770.833,771.605,0.000
7312.000,74.925,9.653,9.653,770.833,771.605,0.000
7313.000,74.925,27.128,27.128,770.833,771.605,0.000
7314.000,74.925,8.771,8.771,770.833,771.605,0.000
7315.000,74.925,5.275,5.275,770.833,771.605,0.000
7316.000,74.925,18.213,18.213,770.833,771.605,0.000
7317.000,74.925,17.583,17.583,770.833,771.605,0.000
7318.000,74.925,5.055,5.055,770.833,771.605,0.000
7319.000,74.925,5.780,5.780,770.833,771.605,0.000
7320.000,74.925,23.402,23.402,770.833,771.605,0.000
7321.000,74.925,13.680,13.680,770.833,771.605,0.000
7322.000,74.925,5.225,5.225,770.833,771.605,0.000
7323.000,74.925,45.336,45.336,770.833,771.605,0.000
7324.000,74.925,17.456,17.456,770.833,771.605,0.000
7325.000,74.925,10.808,10.808,770.833,771.605,0.000
7326.000,74.925,6.541,6.541,770.833,771.605,0.000
7327.000,74.925,17.037,17.037,770.833,771.605,0.000
7328.000,74.925,15.853,15.853,770.833,771.605,0.000
7329.000,74.925,9.494,9.494,770.833,771.605,0.000
7330.000,74.925,6.262,6.262,770.833,771.605,0.000
7331.000,74.925,22.881,22.882,770.833,771.605,0.000
7332.000,74.925,12.980,12.984,770.833,771.605,0.000
7333.000,74.925,5.815,5.815,770.833,771.605,0.000
7334.000,74.925,13.466,13.466,770.833,771.605,0.000
7335.000,74.925,19.921,19.921,770.833,771.605,0.000
7336.000,74.925,25.993,25.998,770.833,771.605,0.000
7337.000,74.925,4.369,4.369,770.833,771.605,0.000
7338.000,74.925,20.478,20.478,770.833,771.605,0.000
7339.000,74.925,42.105,42.105,770.833,771.605,0.000
7340.000,74.925,7.877,7.877,770.833,771.605,0.000
7341.000,74.925,15.548,15.548,770.833,771.605,0.000
7342.000,74.925,22.474,22.474,770.833,771.605,0.000
7343.000,74.925,20.618,20.618,770.833,771.605,0.000
7344.000,74.925,4.045,4.045,770.833,771.605,0.000
7345.000,74.925,13.180,13.180,770.833,771.605,0.000
7346.000,74.925,23.005,23.005,770.833,771.605,0.000
7347.000,74.925,11.892,11.892,770.833,771.605,0.000
7348.000,74.925,10.368,10.368,770.833,771.605,0.000
7349.000,74.925,20.739,20.739,770.833,771.605,0.000
7350.000,74.925,17.795,17.795,770.833,771.605,0.000
7351.000,74.925,7.274,7.274,770.833,771.605,0.000
7352.000,74.925,11.164,11.164,770.833,771.605,0.000
7353.000,74.925,19.317,19.319,770.833,771.605,0.000
7354.000,74.925,16.197,16.197,770.833,771.605,0.000
7355.000,74.925,4.393,4.393,770.833,771.605,0.000
7356.000,74.925,12.562,12.562,770.833,771.605,0.000
7357.000,74.925,15.920,15.920,770.833,771.605,0.000
7358.000,74.925,7.735,7.735,770.833,771.605,0.000
7359.000,74.925,6.053,6.053,770.833,771.605,0.000
7360.000,74.925,11.920,11.920,770.833,771.605,0.000
7361.000,74.925,36.637,36.637,770.833,771.605,0.000
7362.000,74.925,8.882,8.882,770.833,771.605,0.000
7363.000,74.925,8.649,8.649,770.833,771.605,0.000
7364.000,74.925,50.432,50.432,770.833,771.605,0.000
7365.000,74.925,13.080,13.080,770.833,771.605,0.000
7366.000,74.925,10.241,10.241,770.833,771.605,0.000
7367.000,74.925,14.527,14.527,770.833,771.605,0.000
7368.000,74.925,22.037,22.037,770.833,771.605,0.000
7369.000,74.925,8.603,8.603,770.833,771.605,0.000
7370.000,74.925,4.687,4.687,770.833,771.605,0.000
7371.000,74.925,21.470,21.470,770.833,771.605,0.000
7372.000,74.925,23.695,23.695,770.833,771.605,0.000
7373.000,74.925,6.067,6.067,770.833,771.605,0.000
7374.000,74.925,10.680,10.680,770.833,771.605,0.000
7375.000,74.925,22.999,22.999,770.833,771.605,0.000
7376.000,74.925,28.384,28.384,770.833,771.605,0.000
7377.000,74.925,20.389,20.389,770.833,771.605,0.000
7378.000,74.925,11.429,11.429,770.833,771.605,0.000
7379.000,74.925,36.754,36.754,770.833,771.605,0.000
7380.000,74.925,7.815,7.815,770.833,771.605,0.000
7381.000,74.925,7.688,7.688,770.833,771.605,0.000
7382.000,74.925,21.841,21.841,770.833,771.605,0.000
7383.000,74.925,14.756,14.756,770.833,771.605,0.000
7384.000,74.925,5.014,5.014,770.833,771.605,0.000
7385.000,74.925,11.829,11.829,770.833,771.605,0.000
7386.000,74.925,20.735,20.735,770.833,771.605,0.000
7387.000,74.925,8.263,8.263,770.833,771.605,0.000
7388.000,74.925,3.864,3.864,770.833,771.605,0.000
7389.000,74.925,18.149,18.149,770.833,771.605,0.000
7390.000,74.925,15.002,15.002,770.833,771.605,0.000
7391.000,74.925,8.748,8.748,770.833,771.605,0.000
7392.000,74.925,10.612,10.612,770.833,771.605,0.000
7393.000,74.925,23.642,23.642,770.833,771.605,0.000
7394.000,74.925,17.564,17.568,770.833,771.605,0.000
7395.000,74.925,2.957,2.957,770.833,771.605,0.000
7396.000,74.925,10.773,10.773,770.833,771.605,0.000
7397.000,74.925,17.657,17.657,770.833,771.605,0.000
7398.000,74.925,12.311,12.325,770.833,771.605,0.000
7399.000,74.925,6.377,6.377,770.833,771.605,0.000
7400.000,74.925,18.173,18.173,770.833,771.605,0.000
7401.000,74.925,16.084,16.084,770.833,771.605,0.000
7402.000,74.925,4.847,4.850,770.833,771.605,0.000
7403.000,74.925,9.645,9.645,770.833,771.605,0.000
7404.000,74.925,16.084,16.084,770.833,771.605,0.000
7405.000,74.925,59.582,59.582,770.833,771.605,0.000
7406.000,74.925,4.942,4.942,770.833,771.605,0.000
7407.000,74.925,16.196,16.196,770.833,771.605,0.000
7408.000,74.925,18.211,18.211,770.833,771.605,0.000
7409.000,74.925,10.189,10.189,770.833,771.605,0.000
7410.000,74.925,6.240,6.240,770.833,771.605,0.000
7411.000,74.925,12.897,12.897,770.833,771.605,0.000
7412.000,74.925,19.641,19.641,770.833,771.605,0.000
7413.000,74.925,7.242,7.242,770.833,771.605,0.000
7414.000,74.925,10.764,10.764,770.833,771.605,0.000
7415.000,74.925,28.005,28.005,770.833,771.605,0.000
7416.000,74.925,14.532,14.532,770.833,771.605,0.000
7417.000,74.925,7.195,7.195,770.833,771.605,0.000
7418.000,74.925,28.844,28.844,770.833,771.605,0.000
7419.000,74.925,18.410,18.410,770.833,771.605,0.000
7420.000,74.925,8.722,8.722,770.833,771.605,0.000
7421.000,74.925,3.972,3.972,770.833,771.605,0.000
7422.000,74.925,14.330,14.330,770.833,771.605,0.000
7423.000,74.925,16.140,16.140,770.833,771.605,0.000
7424.000,74.925,7.029,7.029,770.833,771.605,0.000
7425.000,74.925,5.879,5.879,770.833,771.605,0.000
7426.000,74.925,22.374,22.374,770.833,771.605,0.000
7427.000,74.925,14.577,14.577,770.833,771.605,0.000
7428.000,74.925,9.813,9.813,770.833,771.605,0.000
7429.000,74.925,11.965,11.965,770.833,771.605,0.000
7430.000,74.925,37.125,37.125,770.833,771.605,0.000
7431.000,74.925,10.468,10.468,770.833,771.605,0.000
7432.000,74.925,10.787,10.787,770.833,771.605,0.000
7433.000,74.925,18.798,18.798,770.833,771.605,0.000
7434.000,74.925,22.820,22.820,770.833,771.605,0.000
7435.000,74.925,8.357,8.357,770.833,771.605,0.000
7436.000,74.925,7.607,7.607,770.833,771.605,0.000
7437.000,74.925,19.431,19.431,770.833,771.605,0.000
7438.000,74.925,13.768,13.768,770.833,771.605,0.000
7439.000,74.925,3.249,3.249,770.833,771.605,0.000
7440.000,74.925,20.520,20.520,770.833,771.605,0.000
7441.000,74.925,20.911,20.911,770.833,771.605,0.000
7442.000,74.925,10.123,10.123,770.833,771.605,0.000
7443.000,74.925,4.875,4.875,770.833,771.605,0.000
7444.000,74.925,18.142,18.142,770.833,771.605,0.000
7445.000,74.925,20.109,20.109,770.833,771.605,0.000
7446.000,74.925,6.666,6.666,770.833,771.605,0.000
7447.000,74.925,9.496,9.496,770.833,771.605,0.000
7448.000,74.925,24.775,24.775,770.833,771.605,0.000
7449.000,74.925,18.226,18.226,770.833,771.605,0.000
7450.000,74.925,4.441,4.441,770.833,771.605,0.000
7451.000,74.925,25.798,25.798,770.833,771.605,0.000
7452.000,74.925,27.929,27.929,770.833,771.605,0.000
7453.000,74.925,9.149,9.149,770.833,771.605,0.000
7454.000,74.925,5.024,5.024,770.833,771.605,0.000
7455.000,74.925,22.495,22.495,770.833,771.605,0.000
7456.000,74.925,16.171,16.175,770.833,771.605,0.000
7457.000,74.925,4.347,4.347,770.833,771.605,0.000
7458.000,74.925,9.921,9.921,770.833,771.605,0.000
7459.000,74.925,22.574,22.575,770.833,771.605,0.000
7460.000,74.925,11.028,11.046,770.833,771.605,0.000
7461.000,74.925,9.824,9.824,770.833,771.605,0.000
7462.000,74.925,17.983,17.983,770.833,771.605,0.000
7463.000,74.925,15.212,15.212,770.833,771.605,0.000
7464.000,74.925,9.676,9.680,770.833,771.605,0.000
7465.000,74.925,8.823,8.823,770.833,771.605,0.000
7466.000,74.925,16.579,16.579,770.833,771.605,0.000
7467.000,74.925,15.584,15.584,770.833,771.605,0.000
7468.000,74.925,6.534,6.534,770.833,771.605,0.000
7469.000,74.925,15.830,15.830,770.833,771.605,0.000
7470.000,74.925,22.886,22.886,770.833,771.605,0.000
7471.000,74.925,30.165,30.165,770.833,771.605,0.000
7472.000,74.925,5.984,5.984,770.833,771.605,0.000
7473.000,74.925,16.291,16.291,770.833,771.605,0.000
7474.000,74.925,42.288,42.288,770.833,771.605,0.000
7475.000,74.925,8.315,8.315,770.833,771.605,0.000
7476.000,74.925,12.675,12.675,770.833,771.605,0.000
7477.000,74.925,13.341,13.341,770.833,771.605,0.000
7478.000,74.925,28.721,28.721,770.833,771.605,0.000
7479.000,74.925,3.579,3.579,770.833,771.605,0.000
7480.000,74.925,12.268,12.268,770.833,771.605,0.000
7481.000,74.925,25.626,25.626,770.833,771.605,0.000
7482.000,74.925,8.934,8.934,770.833,771.605,0.000
7483.000,74.925,6.719,6.719,770.833,771.605,0.000
7484.000,74.925,30.418,30.418,770.833,771.605,0.000
7485.000,74.925,18.396,18.396,770.833,771.605,0.000
7486.000,74.925,23.742,23.742,770.833,771.605,0.000
7487.000,74.925,7.981,7.981,770.833,771.605,0.000
7488.000,74.925,19.183,19.183,770.833,771.605,0.000
7489.000,74.925,15.015,15.015,770.833,771.605,0.000
7490.000,74.925,8.129,8.129,770.833,771.605,0.000
7491.000,74.925,12.698,12.698,770.833,771.605,0.000
7492.000,74.925,22.282,22.282,770.833,771.605,0.000
7493.000,74.925,14.804,14.804,770.833,771.605,0.000
7494.000,74.925,9.797,9.797,770.833,771.605,0.000
7495.000,74.925,19.505,19.505,770.833,771.605,0.000
7496.000,74.925,26.935,26.935,770.833,771.605,0.000
7497.000,74.925,8.452,8.452,770.833,771.605,0.000
7498.000,74.925,12.885,12.885,770.833,771.605,0.000
7499.000,74.925,18.236,18.236,770.833,771.605,0.000
7500.000,74.925,14.618,14.618,770.833,771.605,0.000
7501.000,74.925,2.392,2.392,770.833,771.605,0.000
7502.000,74.925,17.112,17.112,770.833,771.605,0.000
7503.000,74.925,23.566,23.566,770.833,771.605,0.000
7504.000,74.925,6.112,6.112,770.833,771.605,0.000
7505.000,74.925,8.481,8.481,770.833,771.605,0.000
7506.000,74.925,17.912,17.912,770.833,771.605,0.000
7507.000,74.925,19.371,19.371,770.833,771.605,0.000
7508.000,74.925,7.527,7.527,770.833,771.605,0.000
7509.000,74.925,8.039,8.039,770.833,771.605,0.000
7510.000,74.925,26.650,26.650,770.833,771.605,0.000
7511.000,74.925,21.535,21.535,770.833,771.605,0.000
7512.000,74.925,27.123,27.123,770.833,771.605,0.000
7513.000,74.925,17.371,17.371,770.833,771.605,0.000
7514.000,74.925,15.375,15.375,770.833,771.605,0.000
7515.000,74.925,38.709,38.709,770.833,771.605,0.000
7516.000,74.925,3.708,3.708,770.833,771.605,0.000
7517.000,74.925,25.066,25.066,770.833,771.605,0.000
7518.000,74.925,15.075,15.076,770.833,771.605,0.000
7519.000,74.925,6.164,6.164,770.833,771.605,0.000
7520.000,74.925,9.549,9.549,770.833,771.605,0.000
7521.000,74.925,22.145,22.146,770.833,771.605,0.000
7522.000,74.925,22.379,22.398,770.833,771.605,0.000
7523.000,74.925,4.593,4.593,770.833,771.605,0.000
7524.000,74.925,13.631,13.631,770.833,771.605,0.000
7525.000,74.925,32.769,32.769,770.833,771.605,0.000
7526.000,74.925,10.923,10.928,770.833,771.605,0.000
7527.000,74.925,5.478,5.478,770.833,771.605,0.000
7528.000,74.925,21.956,21.956,770.833,771.605,0.000
7529.000,74.925,15.238,15.238,770.833,771.605,0.000
7530.000,74.925,10.889,10.889,770.833,771.605,0.000
7531.000,74.925,13.255,13.255,770.833,771.605,0.000
7532.000,74.925,21.576,21.576,770.833,771.605,0.000
7533.000,74.925,15.309,15.309,770.833,771.605,0.000
7534.000,74.925,5.675,5.675,770.833,771.605,0.000
7535.000,74.925,23.966,23.966,770.833,771.605,0.000
7536.000,74.925,18.270,18.270,770.833,771.605,0.000
7537.000,74.925,11.467,11.467,770.833,771.605,0.000
7538.000,74.925,9.033,9.033,770.833,771.605,0.000
7539.000,74.925,18.401,18.401,770.833,771.605,0.000
7540.000,74.925,38.433,38.433,770.833,771.605,0.000
7541.000,74.925,5.944,5.944,770.833,771.605,0.000
7542.000,74.925,13.077,13.077,770.833,771.605,0.000
7543.000,74.925,45.309,45.309,770.833,771.605,0.000
7544.000,74.925,17.054,17.054,770.833,771.605,0.000
7545.000,74.925,5.858,5.858,770.833,771.605,0.000
7546.000,74.925,14.080,14.080,770.833,771.605,0.000
7547.000,74.925,20.903,20.903,770.833,771.605,0.000
7548.000,74.925,7.021,7.021,770.833,771.605,0.000
7549.000,74.925,5.741,5.741,770.833,771.605,0.000
7550.000,74.925,36.542,36.542,770.833,771.605,0.000
7551.000,74.925,18.216,18.216,770.833,771.605,0.000
7552.000,74.925,6.100,6.100,770.833,771.605,0.000
7553.000,74.925,14.082,14.082,770.833,771.605,0.000
7554.000,74.925,20.927,20.927,770.833,771.605,0.000
7555.000,74.925,12.125,12.125,770.833,771.605,0.000
7556.000,74.925,10.515,10.515,770.833,771.605,0.000
7557.000,74.925,14.485,14.485,770.833,771.605,0.000
7558.000,74.925,17.687,17.687,770.833,771.605,0.000
7559.000,74.925,18.201,18.201,770.833,771.605,0.000
7560.000,74.925,9.740,9.740,770.833,771.605,0.000
7561.000,74.925,24.439,24.439,770.833,771.605,0.000
7562.000,74.925,18.278,18.278,770.833,771.605,0.000
7563.000,74.925,7.625,7.625,770.833,771.605,0.000
7564.000,74.925,11.781,11.781,770.833,771.605,0.000
7565.000,74.925,38.737,38.737,770.833,771.605,0.000
7566.000,74.925,8.271,8.271,770.833,771.605,0.000
7567.000,74.925,3.225,3.225,770.833,771.605,0.000
7568.000,74.925,18.852,18.852,770.833,771.605,0.000
7569.000,74.925,24.930,24.930,770.833,771.605,0.000
7570.000,74.925,8.485,8.485,770.833,771.605,0.000
7571.000,74.925,12.628,12.628,770.833,771.605,0.000
7572.000,74.925,22.078,22.078,770.833,771.605,0.000
