# t(s), cv(%), R(US$), iR(US$), C(US$), iC(US$), d
3200.000,75.000,3439.089,3439.089,0.772,25462.963,0.000
3300.000,75.000,3878.271,3878.271,0.772,26234.568,0.000
3400.000,75.000,4033.217,4033.217,0.772,27006.173,0.000
3500.000,75.000,4114.861,4114.861,0.772,27777.778,0.000
3600.000,75.000,4158.449,4158.449,0.772,28549.383,0.000
3700.000,75.000,4267.350,4267.350,0.772,29320.988,0.000
3800.000,75.000,4399.238,4399.238,0.772,30092.593,0.000
3900.000,75.000,4471.637,4471.637,0.772,30864.198,0.000
4000.000,75.000,4514.685,4514.685,0.772,31635.802,0.000
4100.000,75.000,4689.452,4689.452,0.772,32407.407,0.000
4200.000,75.000,4795.085,4795.085,0.772,33179.012,0.000
4300.000,75.000,4838.743,4838.743,0.772,33950.617,0.000
4400.000,75.000,4960.123,4960.123,0.772,34722.222,0.000
4500.000,75.000,5142.640,5142.640,0.772,35493.827,0.000
4600.000,75.000,5352.755,5352.755,0.772,36265.432,0.000
4700.000,75.000,5418.405,5418.405,0.772,37037.037,0.000
4800.000,75.000,5568.168,5568.168,0.772,37808.642,0.000
4900.000,75.000,5886.723,5886.723,0.772,38580.247,0.000
5000.000,75.000,5919.585,5919.585,0.772,39351.852,0.000
5100.000,75.000,6041.250,6041.250,0.772,40123.457,0.000
5200.000,75.000,6221.496,6221.496,0.772,40895.062,0.000
5300.000,75.000,6392.419,6392.419,0.772,41666.667,0.000
5400.000,75.000,6436.776,6436.776,0.772,42438.272,0.000
5500.000,75.000,6635.232,6635.232,0.772,43209.877,0.000
5600.000,75.000,6833.009,6833.009,0.772,43981.481,0.000
5700.000,75.000,6953.700,6953.700,0.772,44753.086,0.000
5800.000,75.000,7045.665,7045.665,0.772,45524.691,0.000
5900.000,75.000,7292.596,7292.596,0.772,46296.296,0.000
6000.000,75.000,7444.521,7444.521,0.772,47067.901,0.000
6100.000,75.000,7506.416,7506.416,0.772,47839.506,0.000
6200.000,75.000,7612.056,7612.056,0.772,48611.111,0.000
6300.000,75.000,7810.878,7810.878,0.772,49382.716,0.000
6400.000,75.000,7927.904,7927.904,0.772,50154.321,0.000
6500.000,75.000,7960.696,7960.696,0.772,50925.926,0.000
6600.000,75.000,8075.185,8075.185,0.772,51697.531,0.000
6700.000,75.000,8234.187,8234.187,0.772,52469.136,0.000
6800.000,75.000,8384.934,8384.934,0.772,53240.741,0.000
6900.000,75.000,8474.625,8474.625,0.772,54012.346,0.000
7000.000,75.000,8600.839,8600.839,0.772,54783.951,0.000
7100.000,75.000,8892.942,8892.942,0.772,55555.556,0.000
7200.000,75.000,8978.399,8978.399,0.772,56327.160,0.000
7300.000,75.000,9045.718,9045.718,0.772,57098.765,0.000
7400.000,75.000,9561.172,9561.172,0.772,57870.370,0.000
7500.000,75.000,9680.506,9680.506,0.772,58641.975,0.000
7600.000,75.000,9733.008,9733.008,0.772,59413.580,0.000
7700.000,75.000,9895.756,9895.756,0.772,60185.185,0.000
7800.000,75.000,10177.197,10177.197,0.772,60956.790,0.000
7900.000,75.000,10267.145,10267.145,0.772,61728.395,0.000
8000.000,75.000,10327.029,10327.029,0.772,62500.000,0.000
8100.000,75.000,10556.626,10556.626,0.772,63271.605,0.000
8200.000,75.000,10804.733,10804.733,0.772,64043.210,0.000
8300.000,75.000,10848.237,10848.237,0.772,64814.815,0.000
8400.000,75.000,10949.310,10949.310,0.772,65586.420,0.000
8500.000,75.000,11209.644,11209.644,0.772,66358.025,0.000
8600.000,75.000,11544.870,11544.870,0.772,67129.630,0.000
8700.000,75.000,11603.145,11603.145,0.772,67901.235,0.000
8800.000,75.000,11735.178,11735.178,0.772,68672.840,0.000
8900.000,75.000,11986.666,11986.666,0.772,69444.444,0.000
9000.000,75.000,12083.027,12083.027,0.772,70216.049,0.000
9100.000,75.000,12173.070,12173.070,0.772,70987.654,0.000
9200.000,75.000,12467.485,12467.485,0.772,71759.259,0.000
9300.000,75.000,12649.171,12649.171,0.772,72530.864,0.000
9400.000,75.000,12705.977,12705.977,0.772,73302.469,0.000
9500.000,75.000,12854.413,12854.413,0.772,74074.074,0.000
9600.000,75.000,13218.492,13218.492,0.772,74845.679,0.000
9700.000,75.000,13317.667,13317.667,0.772,75617.284,0.000
9800.000,75.000,13404.180,13404.180,0.772,76388.889,0.000
9900.000,75.000,13879.618,13879.618,0.772,77160.494,0.000
10000.000,75.000,14106.392,14106.392,0.772,77932.099,0.000
10100.000,75.000,14224.190,14224.190,0.772,78703.704,0.000
10200.000,75.000,14406.483,14406.483,0.772,79475.309,0.000
10300.000,75.000,14677.063,14677.063,0.772,80246.914,0.000
10400.000,75.000,14891.167,14891.167,0.772,81018.519,0.000
10500.000,75.000,14951.539,14951.539,0.772,81790.123,0.000
10600.000,75.000,15184.431,15184.431,0.772,82561.728,0.000
10700.000,75.000,15435.972,15435.972,0.772,83333.333,0.000
10800.000,75.000,15588.246,15588.246,0.772,84104.938,0.000
10900.000,75.000,15700.690,15700.690,0.772,84876.543,0.000
11000.000,75.000,16021.975,16021.975,0.772,85648.148,0.000
11100.000,75.000,16276.297,16276.297,0.772,86419.753,0.000
11200.000,75.000,16331.529,16331.529,0.772,87191.358,0.000
11300.000,75.000,16500.214,16500.214,0.772,87962.963,0.000
11400.000,75.000,16734.323,16734.323,0.772,88734.568,0.000
11500.000,75.000,17745.773,17745.773,0.772,89506.173,0.000
11600.000,75.000,17829.185,17829.185,0.772,90277.778,0.000
11700.000,75.000,18004.608,18004.608,0.772,91049.383,0.000
11800.000,75.000,18286.285,18286.285,0.772,91820.988,0.000
11900.000,75.000,18510.020,18510.020,0.772,92592.593,0.000
12000.000,75.000,18650.113,18650.113,0.772,93364.198,0.000
12100.000,75.000,18991.594,18991.594,0.772,94135.802,0.000
12200.000,75.000,19302.216,19302.216,0.772,94907.407,0.000
12300.000,75.000,19410.091,19410.091,0.772,95679.012,0.000
12400.000,75.000,19614.130,19614.130,0.772,96450.617,0.000
12500.000,75.000,20010.559,20010.559,0.772,97222.222,0.000
12600.000,75.000,20288.236,20288.236,0.772,97993.827,0.000
12700.000,75.000,20390.984,20390.984,0.772,98765.432,0.000
12800.000,75.000,20664.657,20664.657,0.772,99537.037,0.000
12900.000,75.000,20963.995,20963.995,0.772,100308.642,0.000
13000.000,75.000,21177.327,21177.327,0.772,101080.247,0.000
13100.000,75.000,21276.611,21276.611,0.772,101851.852,0.000
13200.000,75.000,21547.595,21547.595,0.772,102623.457,0.000
13300.000,75.000,21847.989,21847.989,0.772,103395.062,0.000
13400.000,75.000,21980.818,21980.818,0.772,104166.667,0.000
13500.000,75.000,22134.771,22134.771,0.772,104938.272,0.000
13600.000,75.000,22572.160,22572.160,0.772,105709.877,0.000
13700.000,75.000,23150.082,23150.082,0.772,106481.481,0.000
13800.000,75.000,23282.800,23282.800,0.772,107253.086,0.000
13900.000,75.000,23487.879,23487.879,0.772,108024.691,0.000
14000.000,75.000,23921.323,23921.323,0.772,108796.296,0.000
14100.000,75.000,24098.082,24098.082,0.772,109567.901,0.000
14200.000,75.000,24204.308,24204.308,0.772,110339.506,0.000
14300.000,75.000,24598.615,24598.615,0.772,111111.111,0.000
14400.000,75.000,25030.414,25030.414,0.772,111882.716,0.000
14500.000,75.000,25127.282,25127.282,0.772,112654.321,0.000
14600.000,75.000,25315.599,25315.599,0.772,113425.926,0.000
14700.000,75.000,25808.360,25808.360,0.772,114197.531,0.000
14800.000,75.000,26118.086,26118.086,0.772,114969.136,0.000
14900.000,75.000,26409.842,26409.842,0.772,115740.741,0.000
15000.000,75.000,26798.072,26798.072,0.772,116512.346,0.000
15100.000,75.000,27296.070,27296.070,0.772,117283.951,0.000
15200.000,75.000,27571.490,27571.490,0.772,118055.556,0.000
15300.000,75.000,27722.478,27722.478,0.772,118827.160,0.000
15400.000,75.000,28155.205,28155.205,0.772,119598.765,0.000
15500.000,75.000,28540.125,28540.125,0.772,120370.370,0.000
15600.000,75.000,28658.547,28658.547,0.772,121141.975,0.000
15700.000,75.000,28911.480,28911.480,0.772,121913.580,0.000
15800.000,75.000,29558.887,29558.887,0.772,122685.185,0.000
15900.000,75.000,29859.696,29859.696,0.772,123456.790,0.000
16000.000,75.000,30006.710,30006.710,0.772,124228.395,0.000
16100.000,75.000,30589.372,30589.372,0.772,125000.000,0.000
16200.000,75.000,31448.108,31448.108,0.772,125771.605,0.000
16300.000,75.000,31654.343,31654.343,0.772,126543.210,0.000
16400.000,75.000,31891.023,31891.023,0.772,127314.815,0.000
16500.000,75.000,32315.675,32315.675,0.772,128086.420,0.000
16600.000,75.000,32729.402,32729.402,0.772,128858.025,0.000
16700.000,75.000,32844.975,32844.975,0.772,129629.630,0.000
16800.000,75.000,33158.628,33158.628,0.772,130401.235,0.000
16900.000,75.000,33748.859,33748.859,0.772,131172.840,0.000
17000.000,75.000,34015.753,34015.753,0.772,131944.444,0.000
17100.000,75.000,34353.740,34353.740,0.772,132716.049,0.000
17200.000,75.000,34794.677,34794.677,0.772,133487.654,0.000
17300.000,75.000,35235.470,35235.470,0.772,134259.259,0.000
17400.000,75.000,35473.218,35473.218,0.772,135030.864,0.000
17500.000,75.000,35764.189,35764.189,0.772,135802.469,0.000
17600.000,75.000,36236.834,36236.834,0.772,136574.074,0.000
17700.000,75.000,36695.028,36695.028,0.772,137345.679,0.000
17800.000,75.000,36920.591,36920.591,0.772,138117.284,0.000
17900.000,75.000,37301.545,37301.545,0.772,138888.889,0.000
18000.000,75.000,37855.162,37855.162,0.772,139660.494,0.000
18100.000,75.000,38237.694,38237.694,0.772,140432.099,0.000
18200.000,75.000,38399.569,38399.569,0.772,141203.704,0.000
18300.000,75.000,38740.179,38740.179,0.772,141975.309,0.000
18400.000,75.000,40078.281,40078.281,0.772,142746.914,0.000
18500.000,75.000,40249.949,40249.949,0.772,143518.519,0.000
18600.000,75.000,40504.986,40504.986,0.772,144290.123,0.000
18700.000,75.000,40971.607,40971.607,0.772,145061.728,0.000
18800.000,75.000,41781.873,41781.873,0.772,145833.333,0.000
18900.000,75.000,41892.820,41892.820,0.772,146604.938,0.000
19000.000,75.000,42338.928,42338.928,0.772,147376.543,0.000
19100.000,75.000,43195.703,43195.703,0.772,148148.148,0.000
19200.000,75.000,43523.007,43523.007,0.772,148919.753,0.000
19300.000,75.000,43736.426,43736.426,0.772,149691.358,0.000
19400.000,75.000,44740.882,44740.882,0.772,150462.963,0.000
19500.000,75.000,45242.534,45242.534,0.772,151234.568,0.000
19600.000,75.000,45911.780,45911.780,0.772,152006.173,0.000
19700.000,75.000,46308.802,46308.802,0.772,152777.778,0.000
19800.000,75.000,46927.563,46927.563,0.772,153549.383,0.000
19900.000,75.000,47506.769,47506.769,0.772,154320.988,0.000
20000.000,75.000,47695.264,47695.264,0.772,155092.593,0.000
20100.000,75.000,48352.174,48352.174,0.772,155864.198,0.000
20200.000,75.000,49251.026,49251.026,0.772,156635.802,0.000
20300.000,75.000,49761.797,49761.797,0.772,157407.407,0.000
20400.000,75.000,50045.844,50045.844,0.772,158179.012,0.000
20500.000,75.000,50786.078,50786.078,0.772,158950.617,0.000
20600.000,75.000,51451.492,51451.492,0.772,159722.222,0.000
20700.000,75.000,51634.078,51634.078,0.772,160493.827,0.000
20800.000,75.000,51899.905,51899.905,0.772,161265.432,0.000
20900.000,75.000,52746.350,52746.350,0.772,162037.037,0.000
21000.000,75.000,53382.438,53382.438,0.772,162808.642,0.000
21100.000,75.000,53580.098,53580.098,0.772,163580.247,0.000
21200.000,75.000,54353.734,54353.734,0.772,164351.852,0.000
21300.000,75.000,55291.632,55291.632,0.772,165123.457,0.000
21400.000,75.000,55501.047,55501.047,0.772,165895.062,0.000
21500.000,75.000,55943.855,55943.855,0.772,166666.667,0.000
21600.000,75.000,56725.322,56725.322,0.772,167438.272,0.000
21700.000,75.000,57405.348,57405.348,0.772,168209.877,0.000
21800.000,75.000,57648.976,57648.976,0.772,168981.481,0.000
21900.000,75.000,57987.656,57987.656,0.772,169753.086,0.000
22000.000,75.000,58912.089,58912.089,0.772,170524.691,0.000
22100.000,75.000,59699.646,59699.646,0.772,171296.296,0.000
22200.000,75.000,60237.820,60237.820,0.772,172067.901,0.000
22300.000,75.000,60932.880,60932.880,0.772,172839.506,0.000
22400.000,75.000,61658.140,61658.140,0.772,173611.111,0.000
22500.000,75.000,63126.201,63126.201,0.772,174382.716,0.000
22600.000,75.000,63434.929,63434.929,0.772,175154.321,0.000
22700.000,75.000,64291.378,64291.378,0.772,175925.926,0.000
22800.000,75.000,64965.811,64965.811,0.772,176697.531,0.000
22900.000,75.000,65187.820,65187.820,0.772,177469.136,0.000
23000.000,75.000,65575.989,65575.989,0.772,178240.741,0.000
23100.000,75.000,66504.385,66504.385,0.772,179012.346,0.000
23200.000,75.000,67374.708,67374.708,0.772,179783.951,0.000
23300.000,75.000,67564.816,67564.816,0.772,180555.556,0.000
23400.000,75.000,68158.069,68158.069,0.772,181327.160,0.000
23500.000,75.000,70360.952,70360.952,0.772,182098.765,0.000
23600.000,75.000,70950.150,70950.150,0.772,182870.370,0.000
23700.000,75.000,71409.164,71409.164,0.772,183641.975,0.000
23800.000,75.000,73586.245,73586.245,0.772,184413.580,0.000
23900.000,75.000,74308.200,74308.200,0.772,185185.185,0.000
24000.000,75.000,74603.735,74603.735,0.772,185956.790,0.000
24100.000,75.000,75286.196,75286.196,0.772,186728.395,0.000
24200.000,75.000,76334.029,76334.029,0.772,187500.000,0.000
24300.000,75.000,77006.607,77006.607,0.772,188271.605,0.000
24400.000,75.000,77364.493,77364.493,0.772,189043.210,0.000
24500.000,75.000,78411.367,78411.367,0.772,189814.815,0.000
24600.000,75.000,79337.309,79337.309,0.772,190586.420,0.000
24700.000,75.000,79890.220,79890.220,0.772,191358.025,0.000
24800.000,75.000,80304.199,80304.199,0.772,192129.630,0.000
24900.000,75.000,81287.213,81287.213,0.772,192901.235,0.000
25000.000,75.000,82024.237,82024.237,0.772,193672.840,0.000
25100.000,75.000,82491.549,82491.549,0.772,194444.444,0.000
25200.000,75.000,83001.906,83001.906,0.772,195216.049,0.000
25300.000,75.000,85442.046,85442.046,0.772,195987.654,0.000
25400.000,75.000,86047.816,86047.816,0.772,196759.259,0.000
25500.000,75.000,86279.932,86279.932,0.772,197530.864,0.000
25600.000,75.000,87153.414,87153.414,0.772,198302.469,0.000
25700.000,75.000,87913.025,87913.025,0.772,199074.074,0.000
25800.000,75.000,88223.531,88223.531,0.772,199845.679,0.000
25900.000,75.000,88521.026,88521.026,0.772,200617.284,0.000
26000.000,75.000,90570.851,90570.851,0.772,201388.889,0.000
26100.000,75.000,91450.904,91450.904,0.772,202160.494,0.000
26200.000,75.000,91826.495,91826.495,0.772,202932.099,0.000
26300.000,75.000,94230.848,94230.848,0.772,203703.704,0.000
26400.000,75.000,95420.135,95420.135,0.772,204475.309,0.000
26500.000,75.000,96029.733,96029.733,0.772,205246.914,0.000
26600.000,75.000,96587.251,96587.251,0.772,206018.519,0.000
26700.000,75.000,97667.017,97667.017,0.772,206790.123,0.000
26800.000,75.000,98735.180,98735.180,0.772,207561.728,0.000
26900.000,75.000,99739.932,99739.932,0.772,208333.333,0.000
27000.000,75.000,100121.889,100121.889,0.772,209104.938,0.000
27100.000,75.000,101487.664,101487.664,0.772,209876.543,0.000
27200.000,75.000,102281.076,102281.076,0.772,210648.148,0.000
27300.000,75.000,102692.126,102692.126,0.772,211419.753,0.000
27400.000,75.000,103351.302,103351.302,0.772,212191.358,0.000
27500.000,75.000,105468.170,105468.170,0.772,212962.963,0.000
27600.000,75.000,106966.956,106966.956,0.772,213734.568,0.000
27700.000,75.000,107207.055,107207.055,0.772,214506.173,0.000
27800.000,75.000,108602.615,108602.615,0.772,215277.778,0.000
27900.000,75.000,109848.685,109848.685,0.772,216049.383,0.000
28000.000,75.000,110295.412,110295.412,0.772,216820.988,0.000
28100.000,75.000,111219.029,111219.029,0.772,217592.593,0.000
28200.000,75.000,112610.972,112610.972,0.772,218364.198,0.000
28300.000,75.000,113732.010,113732.010,0.772,219135.802,0.000
28400.000,75.000,113930.953,113930.953,0.772,219907.407,0.000
28500.000,75.000,114888.869,114888.869,0.772,220679.012,0.000
28600.000,75.000,116474.761,116474.761,0.772,221450.617,0.000
28700.000,75.000,117237.886,117237.886,0.772,222222.222,0.000
28800.000,75.000,118115.165,118115.165,0.772,222993.827,0.000
28900.000,75.000,119338.199,119338.199,0.772,223765.432,0.000
29000.000,75.000,120518.198,120518.198,0.772,224537.037,0.000
29100.000,75.000,122587.439,122587.439,0.772,225308.642,0.000
29200.000,75.000,123185.749,123185.749,0.772,226080.247,0.000
29300.000,75.000,124167.358,124167.358,0.772,226851.852,0.000
29400.000,75.000,124939.406,124939.406,0.772,227623.457,0.000
29500.000,75.000,125294.842,125294.842,0.772,228395.062,0.000
29600.000,75.000,126314.153,126314.153,0.772,229166.667,0.000
29700.000,75.000,127334.805,127334.805,0.772,229938.272,0.000
29800.000,75.000,127968.835,127968.835,0.772,230709.877,0.000
29900.000,75.000,128318.582,128318.582,0.772,231481.481,0.000
30000.000,75.000,129137.770,129137.770,0.772,232253.086,0.000
30100.000,75.000,131420.361,131420.361,0.772,233024.691,0.000
30200.000,75.000,131792.932,131792.932,0.772,233796.296,0.000
30300.000,75.000,132275.389,132275.389,0.772,234567.901,0.000
30400.000,75.000,137231.297,137231.297,0.772,235339.506,0.000
30500.000,75.000,138400.802,138400.802,0.772,236111.111,0.000
30600.000,75.000,139091.708,139091.708,0.772,236882.716,0.000
30700.000,75.000,139982.779,139982.779,0.772,237654.321,0.000
30800.000,75.000,142047.524,142047.524,0.772,238425.926,0.000
30900.000,75.000,142697.744,142697.744,0.772,239197.531,0.000
31000.000,75.000,143212.333,143212.333,0.772,239969.136,0.000
31100.000,75.000,144821.257,144821.257,0.772,240740.741,0.000
31200.000,75.000,146314.995,146314.995,0.772,241512.346,0.000
31300.000,75.000,146812.376,146812.376,0.772,242283.951,0.000
31400.000,75.000,147325.246,147325.246,0.772,243055.556,0.000
31500.000,75.000,148791.971,148791.971,0.772,243827.160,0.000
31600.000,75.000,151033.109,151033.109,0.772,244598.765,0.000
31700.000,75.000,151311.723,151311.723,0.772,245370.370,0.000
31800.000,75.000,152259.988,152259.988,0.772,246141.975,0.000
31900.000,75.000,154172.388,154172.388,0.772,246913.580,0.000
32000.000,75.000,154967.254,154967.254,0.772,247685.185,0.000
32100.000,75.000,155579.756,155579.756,0.772,248456.790,0.000
32200.000,75.000,157039.992,157039.992,0.772,249228.395,0.000
32300.000,75.000,158738.880,158738.880,0.772,250000.000,0.000
32400.000,75.000,159125.509,159125.509,0.772,250771.605,0.000
32500.000,75.000,159678.375,159678.375,0.772,251543.210,0.000
32600.000,75.000,161372.650,161372.650,0.772,252314.815,0.000
32700.000,75.000,162360.645,162360.645,0.772,253086.420,0.000
32800.000,75.000,162875.634,162875.634,0.772,253858.025,0.000
32900.000,75.000,164703.952,164703.952,0.772,254629.630,0.000
33000.000,75.000,166156.281,166156.281,0.772,255401.235,0.000
33100.000,75.000,166902.973,166902.973,0.772,256172.840,0.000
33200.000,75.000,167694.468,167694.468,0.772,256944.444,0.000
33300.000,75.000,169380.838,169380.838,0.772,257716.049,0.000
33400.000,75.000,170892.087,170892.087,0.772,258487.654,0.000
33500.000,75.000,171243.080,171243.080,0.772,259259.259,0.000
33600.000,75.000,171908.265,171908.265,0.772,260030.864,0.000
33700.000,75.000,174013.576,174013.576,0.772,260802.469,0.000
33800.000,75.000,174940.027,174940.027,0.772,261574.074,0.000
33900.000,75.000,175607.036,175607.036,0.772,262345.679,0.000
34000.000,75.000,176842.141,176842.141,0.772,263117.284,0.000
34100.000,75.000,178587.757,178587.757,0.772,263888.889,0.000
34200.000,75.000,179048.979,179048.979,0.772,264660.494,0.000
34300.000,75.000,179789.350,179789.350,0.772,265432.099,0.000
34400.000,75.000,181331.112,181331.112,0.772,266203.704,0.000
34500.000,75.000,184910.572,184910.572,0.772,266975.309,0.000
34600.000,75.000,185390.324,185390.324,0.772,267746.914,0.000
34700.000,75.000,187147.268,187147.268,0.772,268518.519,0.000
34800.000,75.000,189266.787,189266.787,0.772,269290.123,0.000
34900.000,75.000,190215.160,190215.160,0.772,270061.728,0.000
35000.000,75.000,191305.042,191305.042,0.772,270833.333,0.000
35100.000,75.000,193107.965,193107.965,0.772,271604.938,0.000
35200.000,75.000,194949.895,194949.895,0.772,272376.543,0.000
35300.000,75.000,195766.125,195766.125,0.772,273148.148,0.000
35400.000,75.000,197043.959,197043.959,0.772,273919.753,0.000
35500.000,75.000,199089.342,199089.342,0.772,274691.358,0.000
35600.000,75.000,200525.368,200525.368,0.772,275462.963,0.000
35700.000,75.000,201043.572,201043.572,0.772,276234.568,0.000
35800.000,75.000,202652.458,202652.458,0.772,277006.173,0.000
35900.000,75.000,204347.687,204347.687,0.772,277777.778,0.000
36000.000,75.000,205309.124,205309.124,0.772,278549.383,0.000
36100.000,75.000,205754.559,205754.559,0.772,279320.988,0.000
36200.000,75.000,207313.401,207313.401,0.772,280092.593,0.000
36300.000,75.000,208858.489,208858.489,0.772,280864.198,0.000
36400.000,75.000,209962.435,209962.435,0.772,281635.802,0.000
36500.000,75.000,210793.013,210793.013,0.772,282407.407,0.000
36600.000,75.000,212584.158,212584.158,0.772,283179.012,0.000
36700.000,75.000,214429.647,214429.647,0.772,283950.617,0.000
36800.000,75.000,215645.248,215645.248,0.772,284722.222,0.000
36900.000,75.000,217117.227,217117.227,0.772,285493.827,0.000
37000.000,75.000,221038.845,221038.845,0.772,286265.432,0.000
37100.000,75.000,222069.742,222069.742,0.772,287037.037,0.000
37200.000,75.000,223315.200,223315.200,0.772,287808.642,0.000
37300.000,75.000,224693.779,224693.779,0.772,288580.247,0.000
37400.000,75.000,226790.154,226790.154,0.772,289351.852,0.000
37500.000,75.000,227729.573,227729.573,0.772,290123.457,0.000
37600.000,75.000,228384.485,228384.485,0.772,290895.062,0.000
37700.000,75.000,231070.213,231070.213,0.772,291666.667,0.000
37800.000,75.000,233530.729,233530.729,0.772,292438.272,0.000
37900.000,75.000,233983.894,233983.894,0.772,293209.877,0.000
38000.000,75.000,236547.604,236547.604,0.772,293981.481,0.000
38100.000,75.000,238817.675,238817.675,0.772,294753.086,0.000
38200.000,75.000,240148.698,240148.698,0.772,295524.691,0.000
38300.000,75.000,240685.945,240685.945,0.772,296296.296,0.000
38400.000,75.000,242253.670,242253.670,0.772,297067.901,0.000
38500.000,75.000,245741.438,245741.438,0.772,297839.506,0.000
38600.000,75.000,246513.021,246513.021,0.772,298611.111,0.000
38700.000,75.000,247413.478,247413.478,0.772,299382.716,0.000
38800.000,75.000,250685.700,250685.700,0.772,300154.321,0.000
38900.000,75.000,252621.411,252621.411,0.772,300925.926,0.000
39000.000,75.000,253173.697,253173.697,0.772,301697.531,0.000
39100.000,75.000,255765.212,255765.212,0.772,302469.136,0.000
39200.000,75.000,258124.758,258124.758,0.772,303240.741,0.000
39300.000,75.000,258943.486,258943.486,0.772,304012.346,0.000
39400.000,75.000,259696.608,259696.608,0.772,304783.951,0.000
39500.000,75.000,262196.526,262196.526,0.772,305555.556,0.000
39600.000,75.000,263764.000,263764.000,0.772,306327.160,0.000
39700.000,75.000,264512.687,264512.687,0.772,307098.765,0.000
39800.000,75.000,266100.454,266100.454,0.772,307870.370,0.000
39900.000,75.000,268794.007,268794.007,0.772,308641.975,0.000
40000.000,75.000,270535.125,270535.125,0.772,309413.580,0.000
40100.000,75.000,270959.560,270959.560,0.772,310185.185,0.000
40200.000,75.000,272819.029,272819.029,0.772,310956.790,0.000
40300.000,75.000,274850.484,274850.484,0.772,311728.395,0.000
40400.000,75.000,276003.479,276003.479,0.772,312500.000,0.000
40500.000,75.000,276808.455,276808.455,0.772,313271.605,0.000
40600.000,75.000,279493.367,279493.367,0.772,314043.210,0.000
40700.000,75.000,281137.706,281137.706,0.772,314814.815,0.000
40800.000,75.000,281631.947,281631.947,0.772,315586.420,0.000
40900.000,75.000,283635.324,283635.324,0.772,316358.025,0.000
41000.000,75.000,286173.450,286173.450,0.772,317129.630,0.000
41100.000,75.000,289731.791,289731.791,0.772,317901.235,0.000
41200.000,75.000,290421.779,290421.779,0.772,318672.840,0.000
41300.000,75.000,292812.932,292812.932,0.772,319444.444,0.000
41400.000,75.000,295183.382,295183.382,0.772,320216.049,0.000
41500.000,75.000,296481.108,296481.108,0.772,320987.654,0.000
41600.000,75.000,298108.217,298108.217,0.772,321759.259,0.000
41700.000,75.000,299820.765,299820.765,0.772,322530.864,0.000
41800.000,75.000,302421.836,302421.836,0.772,323302.469,0.000
41900.000,75.000,303023.591,303023.591,0.772,324074.074,0.000
42000.000,75.000,304911.926,304911.926,0.772,324845.679,0.000
42100.000,75.000,308384.673,308384.673,0.772,325617.284,0.000
42200.000,75.000,310033.849,310033.849,0.772,326388.889,0.000
42300.000,75.000,311286.235,311286.235,0.772,327160.494,0.000
42400.000,75.000,314866.701,314866.701,0.772,327932.099,0.000
42500.000,75.000,317123.730,317123.730,0.772,328703.704,0.000
42600.000,75.000,320011.259,320011.259,0.772,329475.309,0.000
42700.000,75.000,321207.781,321207.781,0.772,330246.914,0.000
42800.000,75.000,323817.783,323817.783,0.772,331018.519,0.000
42900.000,75.000,326648.058,326648.058,0.772,331790.123,0.000
43000.000,75.000,327330.348,327330.348,0.772,332561.728,0.000
43100.000,75.000,328976.201,328976.201,0.772,333333.333,0.000
43200.000,75.000,333102.002,333102.002,0.772,334104.938,0.000
43300.000,75.000,334245.670,334245.670,0.772,334876.543,0.000
43400.000,75.000,335868.686,335868.686,0.772,335648.148,0.000
43500.000,75.000,337738.419,337738.419,0.772,336419.753,0.000
