# t(s), cv(%), R(US$), iR(US$), C(US$), iC(US$), d
260500.000,75.000,64433331.148,64433331.148,0.772,2010802.469,0.000
260600.000,75.000,64488545.620,64488545.620,0.772,2011574.074,0.000
260700.000,75.000,64510126.061,64510126.061,0.772,2012345.679,0.000
260800.000,75.000,64586504.570,64586504.570,0.772,2013117.284,0.000
260900.000,75.000,64673246.337,64673246.337,0.772,2013888.889,0.000
261000.000,75.000,64725179.048,64725179.048,0.772,2014660.494,0.000
261100.000,75.000,64800256.657,64800256.657,0.772,2015432.099,0.000
261200.000,75.000,64868015.047,64868015.047,0.772,2016203.704,0.000
261300.000,75.000,64945076.470,64945076.470,0.772,2016975.309,0.000
261400.000,75.000,65102490.957,65102490.957,0.772,2017746.914,0.000
261500.000,75.000,65156725.343,65156725.343,0.772,2018518.518,0.000
261600.000,75.000,65250059.450,65250059.450,0.772,2019290.123,0.000
261700.000,75.000,65304285.821,65304285.821,0.772,2020061.728,0.000
261800.000,75.000,65330447.211,65330447.211,0.772,2020833.333,0.000
261900.000,75.000,65425027.235,65425027.235,0.772,2021604.938,0.000
262000.000,75.000,65497379.299,65497379.299,0.772,2022376.543,0.000
262100.000,75.000,65536005.279,65536005.279,0.772,2023148.148,0.000
262200.000,75.000,65571939.214,65571939.214,0.772,2023919.753,0.000
262300.000,75.000,65639510.895,65639510.895,0.772,2024691.358,0.000
262400.000,75.000,65880232.059,65880232.059,0.772,2025462.963,0.000
262500.000,75.000,65894968.283,65894968.283,0.772,2026234.568,0.000
262600.000,75.000,65940425.475,65940425.475,0.772,2027006.173,0.000
262700.000,75.000,66157739.979,66157739.979,0.772,2027777.778,0.000
262800.000,75.000,66218782.036,66218782.036,0.772,2028549.383,0.000
262900.000,75.000,66286004.987,66286004.987,0.772,2029320.988,0.000
263000.000,75.000,66369416.446,66369416.446,0.772,2030092.593,0.000
263100.000,75.000,66496635.763,66496635.763,0.772,2030864.197,0.000
263200.000,75.000,66529458.779,66529458.779,0.772,2031635.802,0.000
263300.000,75.000,66567457.589,66567457.589,0.772,2032407.407,0.000
263400.000,75.000,66694954.895,66694954.895,0.772,2033179.012,0.000
263500.000,75.000,66793962.245,66793962.245,0.772,2033950.617,0.000
263600.000,75.000,66826302.109,66826302.109,0.772,2034722.222,0.000
263700.000,75.000,66880985.480,66880985.480,0.772,2035493.827,0.000
263800.000,75.000,67007298.318,67007298.318,0.772,2036265.432,0.000
263900.000,75.000,67073900.075,67073900.075,0.772,2037037.037,0.000
264000.000,75.000,67101115.367,67101115.367,0.772,2037808.642,0.000
264100.000,75.000,67163619.849,67163619.849,0.772,2038580.247,0.000
264200.000,75.000,67282396.714,67282396.714,0.772,2039351.852,0.000
264300.000,75.000,67324471.925,67324471.925,0.772,2040123.457,0.000
264400.000,75.000,67360172.590,67360172.590,0.772,2040895.062,0.000
264500.000,75.000,67465153.029,67465153.029,0.772,2041666.667,0.000
264600.000,75.000,67538100.427,67538100.427,0.772,2042438.272,0.000
264700.000,75.000,67558354.334,67558354.334,0.772,2043209.876,0.000
264800.000,75.000,67604894.752,67604894.752,0.772,2043981.481,0.000
264900.000,75.000,67794456.743,67794456.743,0.772,2044753.086,0.000
265000.000,75.000,67868756.711,67868756.711,0.772,2045524.691,0.000
265100.000,75.000,67899776.206,67899776.206,0.772,2046296.296,0.000
265200.000,75.000,68131897.333,68131897.333,0.772,2047067.901,0.000
265300.000,75.000,68231440.420,68231440.420,0.772,2047839.506,0.000
265400.000,75.000,68279760.663,68279760.663,0.772,2048611.111,0.000
265500.000,75.000,68324901.002,68324901.002,0.772,2049382.716,0.000
265600.000,75.000,68434526.520,68434526.520,0.772,2050154.321,0.000
265700.000,75.000,68525051.866,68525051.866,0.772,2050925.926,0.000
265800.000,75.000,68542830.089,68542830.089,0.772,2051697.531,0.000
265900.000,75.000,68626952.845,68626952.845,0.772,2052469.136,0.000
266000.000,75.000,68782421.444,68782421.444,0.772,2053240.741,0.000
266100.000,75.000,68832361.044,68832361.044,0.772,2054012.346,0.000
266200.000,75.000,68872893.317,68872893.317,0.772,2054783.951,0.000
266300.000,75.000,68963584.160,68963584.160,0.772,2055555.555,0.000
266400.000,75.000,69126108.622,69126108.622,0.772,2056327.160,0.000
266500.000,75.000,69233132.483,69233132.483,0.772,2057098.765,0.000
266600.000,75.000,69264015.631,69264015.631,0.772,2057870.370,0.000
266700.000,75.000,69462420.473,69462420.473,0.772,2058641.975,0.000
266800.000,75.000,69665503.035,69665503.035,0.772,2059413.580,0.000
266900.000,75.000,69690661.456,69690661.456,0.772,2060185.185,0.000
267000.000,75.000,69775979.805,69775979.805,0.772,2060956.790,0.000
267100.000,75.000,69890317.579,69890317.579,0.772,2061728.395,0.000
267200.000,75.000,69934360.974,69934360.974,0.772,2062500.000,0.000
267300.000,75.000,69966758.756,69966758.756,0.772,2063271.605,0.000
267400.000,75.000,70064922.700,70064922.700,0.772,2064043.210,0.000
267500.000,75.000,70165196.169,70165196.169,0.772,2064814.815,0.000
267600.000,75.000,70210457.946,70210457.946,0.772,2065586.420,0.000
267700.000,75.000,70263143.817,70263143.817,0.772,2066358.025,0.000
267800.000,75.000,70354904.405,70354904.405,0.772,2067129.630,0.000
267900.000,75.000,70418994.553,70418994.553,0.772,2067901.234,0.000
268000.000,75.000,70447135.180,70447135.180,0.772,2068672.839,0.000
268100.000,75.000,70540261.533,70540261.533,0.772,2069444.444,0.000
268200.000,75.000,70633533.465,70633533.465,0.772,2070216.049,0.000
268300.000,75.000,70810583.281,70810583.281,0.772,2070987.654,0.000
268400.000,75.000,70847722.107,70847722.107,0.772,2071759.259,0.000
268500.000,75.000,70922480.598,70922480.598,0.772,2072530.864,0.000
268600.000,75.000,70997731.096,70997731.096,0.772,2073302.469,0.000
268700.000,75.000,71026333.792,71026333.792,0.772,2074074.074,0.000
268800.000,75.000,71077727.911,71077727.911,0.772,2074845.679,0.000
268900.000,75.000,71168800.202,71168800.202,0.772,2075617.284,0.000
269000.000,75.000,71253325.783,71253325.783,0.772,2076388.889,0.000
269100.000,75.000,71286888.730,71286888.730,0.772,2077160.494,0.000
269200.000,75.000,71358857.116,71358857.116,0.772,2077932.099,0.000
269300.000,75.000,71658365.464,71658365.464,0.772,2078703.704,0.000
269400.000,75.000,71709474.243,71709474.243,0.772,2079475.309,0.000
269500.000,75.000,71770021.991,71770021.991,0.772,2080246.914,0.000
269600.000,75.000,71853205.877,71853205.877,0.772,2081018.518,0.000
269700.000,75.000,71967002.469,71967002.469,0.772,2081790.123,0.000
269800.000,75.000,71990749.242,71990749.242,0.772,2082561.728,0.000
269900.000,75.000,72028504.761,72028504.761,0.772,2083333.333,0.000
270000.000,75.000,72145724.179,72145724.179,0.772,2084104.938,0.000
270100.000,75.000,72225084.862,72225084.862,0.772,2084876.543,0.000
270200.000,75.000,72276517.137,72276517.137,0.772,2085648.148,0.000
270300.000,75.000,72404852.884,72404852.884,0.772,2086419.753,0.000
270400.000,75.000,72506241.883,72506241.883,0.772,2087191.358,0.000
270500.000,75.000,72653392.636,72653392.636,0.772,2087962.963,0.000
270600.000,75.000,72691319.292,72691319.292,0.772,2088734.568,0.000
270700.000,75.000,72773501.431,72773501.431,0.772,2089506.173,0.000
270800.000,75.000,72873043.332,72873043.332,0.772,2090277.778,0.000
270900.000,75.000,72921044.767,72921044.767,0.772,2091049.383,0.000
271000.000,75.000,72973557.342,72973557.342,0.772,2091820.988,0.000
271100.000,75.000,73100417.723,73100417.723,0.772,2092592.593,0.000
271200.000,75.000,73148753.080,73148753.080,0.772,2093364.197,0.000
271300.000,75.000,73174641.515,73174641.515,0.772,2094135.802,0.000
271400.000,75.000,73258288.331,73258288.331,0.772,2094907.407,0.000
271500.000,75.000,73349042.392,73349042.392,0.772,2095679.012,0.000
271600.000,75.000,73395494.082,73395494.082,0.772,2096450.617,0.000
271700.000,75.000,73431894.746,73431894.746,0.772,2097222.222,0.000
271800.000,75.000,73573595.652,73573595.652,0.772,2097993.827,0.000
271900.000,75.000,73665803.642,73665803.642,0.772,2098765.432,0.000
272000.000,75.000,73685328.623,73685328.623,0.772,2099537.037,0.000
272100.000,75.000,73766641.107,73766641.107,0.772,2100308.642,0.000
272200.000,75.000,73905449.404,73905449.404,0.772,2101080.247,0.000
272300.000,75.000,73956532.797,73956532.797,0.772,2101851.852,0.000
272400.000,75.000,73976074.387,73976074.387,0.772,2102623.457,0.000
272500.000,75.000,74060323.517,74060323.517,0.772,2103395.062,0.000
272600.000,75.000,74162683.000,74162683.000,0.772,2104166.667,0.000
272700.000,75.000,74214914.545,74214914.545,0.772,2104938.272,0.000
272800.000,75.000,74264999.494,74264999.494,0.772,2105709.876,0.000
272900.000,75.000,74376247.317,74376247.317,0.772,2106481.481,0.000
273000.000,75.000,74447012.492,74447012.492,0.772,2107253.086,0.000
273100.000,75.000,74469039.448,74469039.448,0.772,2108024.691,0.000
273200.000,75.000,74546098.055,74546098.055,0.772,2108796.296,0.000
273300.000,75.000,74656355.342,74656355.342,0.772,2109567.901,0.000
273400.000,75.000,74699247.968,74699247.968,0.772,2110339.506,0.000
273500.000,75.000,74725861.886,74725861.886,0.772,2111111.111,0.000
273600.000,75.000,74838519.318,74838519.318,0.772,2111882.716,0.000
273700.000,75.000,74944864.717,74944864.717,0.772,2112654.321,0.000
273800.000,75.000,75002870.952,75002870.952,0.772,2113425.926,0.000
273900.000,75.000,75071496.782,75071496.782,0.772,2114197.531,0.000
274000.000,75.000,75166319.066,75166319.066,0.772,2114969.136,0.000
274100.000,75.000,75262876.465,75262876.465,0.772,2115740.741,0.000
274200.000,75.000,75280682.446,75280682.446,0.772,2116512.346,0.000
274300.000,75.000,75377518.947,75377518.947,0.772,2117283.951,0.000
274400.000,75.000,75473040.978,75473040.978,0.772,2118055.555,0.000
274500.000,75.000,75533789.944,75533789.944,0.772,2118827.160,0.000
274600.000,75.000,75572099.651,75572099.651,0.772,2119598.765,0.000
274700.000,75.000,75654699.352,75654699.352,0.772,2120370.370,0.000
274800.000,75.000,75735657.098,75735657.098,0.772,2121141.975,0.000
274900.000,75.000,75781968.489,75781968.489,0.772,2121913.580,0.000
275000.000,75.000,75840107.421,75840107.421,0.772,2122685.185,0.000
275100.000,75.000,75939962.965,75939962.965,0.772,2123456.790,0.000
275200.000,75.000,76012329.149,76012329.149,0.772,2124228.395,0.000
275300.000,75.000,76047013.837,76047013.837,0.772,2125000.000,0.000
275400.000,75.000,76134890.293,76134890.293,0.772,2125771.605,0.000
275500.000,75.000,76228972.510,76228972.510,0.772,2126543.210,0.000
275600.000,75.000,76280803.615,76280803.615,0.772,2127314.815,0.000
275700.000,75.000,76341194.586,76341194.586,0.772,2128086.420,0.000
275800.000,75.000,76416599.889,76416599.889,0.772,2128858.025,0.000
275900.000,75.000,76621652.830,76621652.830,0.772,2129629.630,0.000
276000.000,75.000,76642933.505,76642933.505,0.772,2130401.235,0.000
276100.000,75.000,76707535.787,76707535.787,0.772,2131172.839,0.000
276200.000,75.000,76937530.520,76937530.520,0.772,2131944.444,0.000
276300.000,75.000,77004827.645,77004827.645,0.772,2132716.049,0.000
276400.000,75.000,77054126.769,77054126.769,0.772,2133487.654,0.000
276500.000,75.000,77103477.122,77103477.122,0.772,2134259.259,0.000
276600.000,75.000,77260135.235,77260135.235,0.772,2135030.864,0.000
276700.000,75.000,77301794.670,77301794.670,0.772,2135802.469,0.000
276800.000,75.000,77355972.402,77355972.402,0.772,2136574.074,0.000
276900.000,75.000,77497277.201,77497277.201,0.772,2137345.679,0.000
277000.000,75.000,77578495.377,77578495.377,0.772,2138117.284,0.000
277100.000,75.000,77633498.568,77633498.568,0.772,2138888.889,0.000
277200.000,75.000,77672617.431,77672617.431,0.772,2139660.494,0.000
277300.000,75.000,77778922.519,77778922.519,0.772,2140432.099,0.000
277400.000,75.000,77947220.909,77947220.909,0.772,2141203.704,0.000
277500.000,75.000,77967404.113,77967404.113,0.772,2141975.309,0.000
277600.000,75.000,78036040.571,78036040.571,0.772,2142746.914,0.000
277700.000,75.000,78132640.385,78132640.385,0.772,2143518.518,0.000
277800.000,75.000,78206544.634,78206544.634,0.772,2144290.123,0.000
277900.000,75.000,78236978.561,78236978.561,0.772,2145061.728,0.000
278000.000,75.000,78366753.010,78366753.010,0.772,2145833.333,0.000
278100.000,75.000,78483632.549,78483632.549,0.772,2146604.938,0.000
278200.000,75.000,78510863.048,78510863.048,0.772,2147376.543,0.000
278300.000,75.000,78563273.723,78563273.723,0.772,2148148.148,0.000
278400.000,75.000,78728647.406,78728647.406,0.772,2148919.753,0.000
278500.000,75.000,78808120.038,78808120.038,0.772,2149691.358,0.000
278600.000,75.000,78833788.583,78833788.583,0.772,2150462.963,0.000
278700.000,75.000,78916491.207,78916491.207,0.772,2151234.568,0.000
278800.000,75.000,79030136.819,79030136.819,0.772,2152006.173,0.000
278900.000,75.000,79079300.561,79079300.561,0.772,2152777.778,0.000
279000.000,75.000,79125958.370,79125958.370,0.772,2153549.383,0.000
279100.000,75.000,79244228.209,79244228.209,0.772,2154320.988,0.000
279200.000,75.000,79320551.060,79320551.060,0.772,2155092.593,0.000
279300.000,75.000,79339022.060,79339022.060,0.772,2155864.197,0.000
279400.000,75.000,79387332.226,79387332.226,0.772,2156635.802,0.000
279500.000,75.000,79508031.903,79508031.903,0.772,2157407.407,0.000
279600.000,75.000,79567543.904,79567543.904,0.772,2158179.012,0.000
279700.000,75.000,79603853.522,79603853.522,0.772,2158950.617,0.000
279800.000,75.000,79721098.318,79721098.318,0.772,2159722.222,0.000
279900.000,75.000,79846862.270,79846862.270,0.772,2160493.827,0.000
280000.000,75.000,79981315.098,79981315.098,0.772,2161265.432,0.000
280100.000,75.000,80040513.991,80040513.991,0.772,2162037.037,0.000
280200.000,75.000,80146026.881,80146026.881,0.772,2162808.642,0.000
280300.000,75.000,80384845.748,80384845.748,0.772,2163580.247,0.000
280400.000,75.000,80407871.219,80407871.219,0.772,2164351.852,0.000
280500.000,75.000,80504678.937,80504678.937,0.772,2165123.457,0.000
280600.000,75.000,80594878.895,80594878.895,0.772,2165895.062,0.000
280700.000,75.000,80652776.861,80652776.861,0.772,2166666.667,0.000
280800.000,75.000,80686227.402,80686227.402,0.772,2167438.272,0.000
280900.000,75.000,80779574.272,80779574.272,0.772,2168209.876,0.000
281000.000,75.000,80918242.322,80918242.322,0.772,2168981.481,0.000
281100.000,75.000,80954370.661,80954370.661,0.772,2169753.086,0.000
281200.000,75.000,81003260.550,81003260.550,0.772,2170524.691,0.000
281300.000,75.000,81177933.572,81177933.572,0.772,2171296.296,0.000
281400.000,75.000,81264544.226,81264544.226,0.772,2172067.901,0.000
281500.000,75.000,81286674.121,81286674.121,0.772,2172839.506,0.000
281600.000,75.000,81382580.631,81382580.631,0.772,2173611.111,0.000
281700.000,75.000,81477906.836,81477906.836,0.772,2174382.716,0.000
281800.000,75.000,81545052.499,81545052.499,0.772,2175154.321,0.000
281900.000,75.000,81574038.979,81574038.979,0.772,2175925.926,0.000
282000.000,75.000,81668172.759,81668172.759,0.772,2176697.531,0.000
282100.000,75.000,81784008.170,81784008.170,0.772,2177469.136,0.000
282200.000,75.000,81816007.645,81816007.645,0.772,2178240.741,0.000
282300.000,75.000,81888962.259,81888962.259,0.772,2179012.346,0.000
282400.000,75.000,82002991.963,82002991.963,0.772,2179783.951,0.000
282500.000,75.000,82128158.912,82128158.912,0.772,2180555.555,0.000
282600.000,75.000,82163610.201,82163610.201,0.772,2181327.160,0.000
282700.000,75.000,82247019.087,82247019.087,0.772,2182098.765,0.000
282800.000,75.000,82480881.985,82480881.985,0.772,2182870.370,0.000
282900.000,75.000,82537750.929,82537750.929,0.772,2183641.975,0.000
283000.000,75.000,82567430.640,82567430.640,0.772,2184413.580,0.000
283100.000,75.000,82657006.691,82657006.691,0.772,2185185.185,0.000
283200.000,75.000,82779155.193,82779155.193,0.772,2185956.790,0.000
283300.000,75.000,82809310.484,82809310.484,0.772,2186728.395,0.000
283400.000,75.000,82866562.364,82866562.364,0.772,2187500.000,0.000
283500.000,75.000,82971304.046,82971304.046,0.772,2188271.605,0.000
283600.000,75.000,83073124.238,83073124.238,0.772,2189043.210,0.000
283700.000,75.000,83085613.252,83085613.252,0.772,2189814.815,0.000
283800.000,75.000,83264271.420,83264271.420,0.772,2190586.420,0.000
283900.000,75.000,83387505.515,83387505.515,0.772,2191358.025,0.000
284000.000,75.000,83448431.695,83448431.695,0.772,2192129.630,0.000
284100.000,75.000,83491204.121,83491204.121,0.772,2192901.235,0.000
284200.000,75.000,83588301.217,83588301.217,0.772,2193672.839,0.000
284300.000,75.000,83684274.602,83684274.602,0.772,2194444.444,0.000
284400.000,75.000,83745429.699,83745429.699,0.772,2195216.049,0.000
284500.000,75.000,83779668.970,83779668.970,0.772,2195987.654,0.000
284600.000,75.000,83924439.174,83924439.174,0.772,2196759.259,0.000
284700.000,75.000,84006866.738,84006866.738,0.772,2197530.864,0.000
284800.000,75.000,84055650.052,84055650.052,0.772,2198302.469,0.000
284900.000,75.000,84181526.567,84181526.567,0.772,2199074.074,0.000
285000.000,75.000,84287590.180,84287590.180,0.772,2199845.679,0.000
285100.000,75.000,84331846.675,84331846.675,0.772,2200617.284,0.000
285200.000,75.000,84368249.689,84368249.689,0.772,2201388.889,0.000
285300.000,75.000,84474064.978,84474064.978,0.772,2202160.494,0.000
285400.000,75.000,84630254.184,84630254.184,0.772,2202932.099,0.000
285500.000,75.000,84656980.505,84656980.505,0.772,2203703.704,0.000
285600.000,75.000,84715738.296,84715738.296,0.772,2204475.309,0.000
285700.000,75.000,84839717.816,84839717.816,0.772,2205246.914,0.000
285800.000,75.000,84916871.008,84916871.008,0.772,2206018.518,0.000
285900.000,75.000,84945468.751,84945468.751,0.772,2206790.123,0.000
286000.000,75.000,85057481.812,85057481.812,0.772,2207561.728,0.000
286100.000,75.000,85166039.239,85166039.239,0.772,2208333.333,0.000
286200.000,75.000,85221235.040,85221235.040,0.772,2209104.938,0.000
286300.000,75.000,85273402.422,85273402.422,0.772,2209876.543,0.000
286400.000,75.000,85437891.748,85437891.748,0.772,2210648.148,0.000
286500.000,75.000,85540808.653,85540808.653,0.772,2211419.753,0.000
286600.000,75.000,85575008.478,85575008.478,0.772,2212191.358,0.000
286700.000,75.000,85655490.675,85655490.675,0.772,2212962.963,0.000
286800.000,75.000,85787973.187,85787973.187,0.772,2213734.568,0.000
286900.000,75.000,86002153.412,86002153.412,0.772,2214506.173,0.000
287000.000,75.000,86025072.868,86025072.868,0.772,2215277.778,0.000
287100.000,75.000,86113684.905,86113684.905,0.772,2216049.383,0.000
287200.000,75.000,86354325.331,86354325.331,0.772,2216820.988,0.000
287300.000,75.000,86418137.906,86418137.906,0.772,2217592.593,0.000
287400.000,75.000,86472310.626,86472310.626,0.772,2218364.197,0.000
287500.000,75.000,86539910.471,86539910.471,0.772,2219135.802,0.000
287600.000,75.000,86669739.626,86669739.626,0.772,2219907.407,0.000
287700.000,75.000,86693277.178,86693277.178,0.772,2220679.012,0.000
287800.000,75.000,86748720.690,86748720.690,0.772,2221450.617,0.000
287900.000,75.000,86955082.940,86955082.940,0.772,2222222.222,0.000
288000.000,75.000,87019629.096,87019629.096,0.772,2222993.827,0.000
288100.000,75.000,87057479.678,87057479.678,0.772,2223765.432,0.000
288200.000,75.000,87146544.355,87146544.355,0.772,2224537.037,0.000
288300.000,75.000,87287786.001,87287786.001,0.772,2225308.642,0.000
288400.000,75.000,87341145.966,87341145.966,0.772,2226080.247,0.000
288500.000,75.000,87395412.879,87395412.879,0.772,2226851.852,0.000
288600.000,75.000,87523815.769,87523815.769,0.772,2227623.457,0.000
288700.000,75.000,87620507.962,87620507.962,0.772,2228395.062,0.000
288800.000,75.000,87701242.658,87701242.658,0.772,2229166.667,0.000
288900.000,75.000,87771233.913,87771233.913,0.772,2229938.272,0.000
289000.000,75.000,87913721.608,87913721.608,0.772,2230709.876,0.000
289100.000,75.000,88003859.231,88003859.231,0.772,2231481.481,0.000
289200.000,75.000,88025555.196,88025555.196,0.772,2232253.086,0.000
289300.000,75.000,88098413.041,88098413.041,0.772,2233024.691,0.000
289400.000,75.000,88412636.960,88412636.960,0.772,2233796.296,0.000
289500.000,75.000,88450947.501,88450947.501,0.772,2234567.901,0.000
289600.000,75.000,88491116.797,88491116.797,0.772,2235339.506,0.000
289700.000,75.000,88620301.926,88620301.926,0.772,2236111.111,0.000
289800.000,75.000,88714090.162,88714090.162,0.772,2236882.716,0.000
289900.000,75.000,88732285.710,88732285.710,0.772,2237654.321,0.000
290000.000,75.000,88797574.768,88797574.768,0.772,2238425.926,0.000
290100.000,75.000,88946335.841,88946335.841,0.772,2239197.531,0.000
290200.000,75.000,88981201.903,88981201.903,0.772,2239969.136,0.000
290300.000,75.000,89026659.961,89026659.961,0.772,2240740.741,0.000
290400.000,75.000,89100072.379,89100072.379,0.772,2241512.346,0.000
290500.000,75.000,89204131.304,89204131.304,0.772,2242283.951,0.000
290600.000,75.000,89254874.161,89254874.161,0.772,2243055.556,0.000
290700.000,75.000,89297900.385,89297900.385,0.772,2243827.160,0.000
290800.000,75.000,89417256.497,89417256.497,0.772,2244598.765,0.000
290900.000,75.000,89521148.777,89521148.777,0.772,2245370.370,0.000
291000.000,75.000,89564693.261,89564693.261,0.772,2246141.975,0.000
291100.000,75.000,89661222.041,89661222.041,0.772,2246913.580,0.000
291200.000,75.000,89769677.447,89769677.447,0.772,2247685.185,0.000
291300.000,75.000,89838472.908,89838472.908,0.772,2248456.790,0.000
291400.000,75.000,89867175.693,89867175.693,0.772,2249228.395,0.000
291500.000,75.000,90025561.116,90025561.116,0.772,2250000.000,0.000
291600.000,75.000,90120537.422,90120537.422,0.772,2250771.605,0.000
291700.000,75.000,90150850.469,90150850.469,0.772,2251543.210,0.000
291800.000,75.000,90196671.919,90196671.919,0.772,2252314.815,0.000
291900.000,75.000,90324702.583,90324702.583,0.772,2253086.420,0.000
292000.000,75.000,90508948.354,90508948.354,0.772,2253858.025,0.000
292100.000,75.000,90544609.534,90544609.534,0.772,2254629.630,0.000
292200.000,75.000,90633571.344,90633571.344,0.772,2255401.235,0.000
292300.000,75.000,90750679.490,90750679.490,0.772,2256172.839,0.000
292400.000,75.000,90820445.725,90820445.725,0.772,2256944.444,0.000
292500.000,75.000,90884638.686,90884638.686,0.772,2257716.049,0.000
292600.000,75.000,90981499.786,90981499.786,0.772,2258487.654,0.000
292700.000,75.000,91123147.821,91123147.821,0.772,2259259.259,0.000
292800.000,75.000,91163927.640,91163927.640,0.772,2260030.864,0.000
292900.000,75.000,91242632.632,91242632.632,0.772,2260802.469,0.000
293000.000,75.000,91367981.081,91367981.081,0.772,2261574.074,0.000
293100.000,75.000,91488190.617,91488190.617,0.772,2262345.679,0.000
293200.000,75.000,91521446.425,91521446.425,0.772,2263117.284,0.000
293300.000,75.000,91642523.150,91642523.150,0.772,2263888.889,0.000
293400.000,75.000,91741041.422,91741041.422,0.772,2264660.494,0.000
293500.000,75.000,91837858.043,91837858.043,0.772,2265432.099,0.000
293600.000,75.000,91864225.026,91864225.026,0.772,2266203.704,0.000
293700.000,75.000,91934641.420,91934641.420,0.772,2266975.309,0.000
293800.000,75.000,92208328.217,92208328.217,0.772,2267746.914,0.000
293900.000,75.000,92249232.650,92249232.650,0.772,2268518.518,0.000
294000.000,75.000,92295256.775,92295256.775,0.772,2269290.123,0.000
294100.000,75.000,92411580.917,92411580.917,0.772,2270061.728,0.000
294200.000,75.000,92536149.904,92536149.904,0.772,2270833.333,0.000
294300.000,75.000,92564554.987,92564554.987,0.772,2271604.938,0.000
294400.000,75.000,92652284.210,92652284.210,0.772,2272376.543,0.000
294500.000,75.000,92798166.995,92798166.995,0.772,2273148.148,0.000
294600.000,75.000,92863160.537,92863160.537,0.772,2273919.753,0.000
294700.000,75.000,92900188.296,92900188.296,0.772,2274691.358,0.000
294800.000,75.000,93074442.394,93074442.394,0.772,2275462.963,0.000
294900.000,75.000,93155708.224,93155708.224,0.772,2276234.568,0.000
295000.000,75.000,93201950.276,93201950.276,0.772,2277006.173,0.000
295100.000,75.000,93255784.814,93255784.814,0.772,2277777.778,0.000
295200.000,75.000,93401857.860,93401857.860,0.772,2278549.383,0.000
295300.000,75.000,93488556.691,93488556.691,0.772,2279320.988,0.000
295400.000,75.000,93526652.197,93526652.197,0.772,2280092.593,0.000
295500.000,75.000,93639951.886,93639951.886,0.772,2280864.197,0.000
295600.000,75.000,93814187.825,93814187.825,0.772,2281635.802,0.000
295700.000,75.000,93871782.560,93871782.560,0.772,2282407.407,0.000
295800.000,75.000,93910974.404,93910974.404,0.772,2283179.012,0.000
295900.000,75.000,94045739.198,94045739.198,0.772,2283950.617,0.000
296000.000,75.000,94243497.085,94243497.085,0.772,2284722.222,0.000
296100.000,75.000,94266039.601,94266039.601,0.772,2285493.827,0.000
296200.000,75.000,94329632.239,94329632.239,0.772,2286265.432,0.000
296300.000,75.000,94567695.038,94567695.038,0.772,2287037.037,0.000
296400.000,75.000,94631407.702,94631407.702,0.772,2287808.642,0.000
296500.000,75.000,94671167.642,94671167.642,0.772,2288580.247,0.000
296600.000,75.000,94802819.531,94802819.531,0.772,2289351.852,0.000
296700.000,75.000,94951938.275,94951938.275,0.772,2290123.457,0.000
296800.000,75.000,94998646.381,94998646.381,0.772,2290895.062,0.000
296900.000,75.000,95085420.582,95085420.582,0.772,2291666.667,0.000
297000.000,75.000,95216592.167,95216592.167,0.772,2292438.272,0.000
297100.000,75.000,95330762.839,95330762.839,0.772,2293209.877,0.000
297200.000,75.000,95348512.023,95348512.023,0.772,2293981.481,0.000
297300.000,75.000,95406111.641,95406111.641,0.772,2294753.086,0.000
297400.000,75.000,95510556.563,95510556.563,0.772,2295524.691,0.000
297500.000,75.000,95583130.814,95583130.814,0.772,2296296.296,0.000
297600.000,75.000,95668248.870,95668248.870,0.772,2297067.901,0.000
297700.000,75.000,95747383.313,95747383.313,0.772,2297839.506,0.000
297800.000,75.000,95860185.554,95860185.554,0.772,2298611.111,0.000
297900.000,75.000,96076807.763,96076807.763,0.772,2299382.716,0.000
298000.000,75.000,96136750.628,96136750.628,0.772,2300154.321,0.000
298100.000,75.000,96265917.271,96265917.271,0.772,2300925.926,0.000
298200.000,75.000,96351695.009,96351695.009,0.772,2301697.531,0.000
298300.000,75.000,96399634.972,96399634.972,0.772,2302469.136,0.000
298400.000,75.000,96473816.923,96473816.923,0.772,2303240.741,0.000
298500.000,75.000,96591376.800,96591376.800,0.772,2304012.346,0.000
298600.000,75.000,96644673.232,96644673.232,0.772,2304783.951,0.000
298700.000,75.000,96688676.514,96688676.514,0.772,2305555.556,0.000
298800.000,75.000,96778004.974,96778004.974,0.772,2306327.160,0.000
298900.000,75.000,96989245.949,96989245.949,0.772,2307098.765,0.000
299000.000,75.000,97030960.017,97030960.017,0.772,2307870.370,0.000
299100.000,75.000,97090629.915,97090629.915,0.772,2308641.975,0.000
299200.000,75.000,97347320.013,97347320.013,0.772,2309413.580,0.000
299300.000,75.000,97433352.559,97433352.559,0.772,2310185.185,0.000
299400.000,75.000,97470933.202,97470933.202,0.772,2310956.790,0.000
299500.000,75.000,97559652.408,97559652.408,0.772,2311728.395,0.000
299600.000,75.000,97707149.429,97707149.429,0.772,2312500.000,0.000
299700.000,75.000,97751874.425,97751874.425,0.772,2313271.605,0.000
299800.000,75.000,97793733.165,97793733.165,0.772,2314043.210,0.000
299900.000,75.000,97949142.963,97949142.963,0.772,2314814.815,0.000
300000.000,75.000,98101631.227,98101631.227,0.772,2315586.420,0.000
300100.000,75.000,98170118.548,98170118.548,0.772,2316358.025,0.000
300200.000,75.000,98210852.343,98210852.343,0.772,2317129.630,0.000
300300.000,75.000,98320590.527,98320590.527,0.772,2317901.235,0.000
