# t(s), cv(%), R(US$), iR(US$), C(US$), iC(US$), d
642100.000,75.000,13323681.382,13323681.382,50276973.977,4955246.914,0.000
642200.000,75.000,13326467.445,13326467.445,50277745.582,4956018.519,0.000
642300.000,75.000,13327933.060,13327933.060,50278517.187,4956790.124,0.000
642400.000,75.000,13328564.132,13328564.132,50279288.792,4957561.729,0.000
642500.000,75.000,13331367.872,13331367.872,50280060.397,4958333.334,0.000
642600.000,75.000,13334454.992,13334454.992,50280832.001,4959104.939,0.000
642700.000,75.000,13334999.108,13334999.108,50281603.606,4959876.544,0.000
642800.000,75.000,13336165.748,13336165.748,50282375.211,4960648.149,0.000
642900.000,75.000,13339848.118,13339848.118,50283146.816,4961419.754,0.000
643000.000,75.000,13342524.236,13342524.236,50283918.421,4962191.359,0.000
643100.000,75.000,13343189.770,13343189.770,50284690.026,4962962.963,0.000
643200.000,75.000,13351150.516,13351150.516,50285461.631,4963734.568,0.000
643300.000,75.000,13353452.985,13353452.985,50286233.236,4964506.173,0.000
643400.000,75.000,13354788.459,13354788.459,50287004.841,4965277.778,0.000
643500.000,75.000,13355968.710,13355968.710,50287776.446,4966049.383,0.000
643600.000,75.000,13359021.589,13359021.589,50288548.051,4966820.988,0.000
643700.000,75.000,13361104.782,13361104.782,50289319.656,4967592.593,0.000
643800.000,75.000,13361853.653,13361853.653,50290091.261,4968364.198,0.000
643900.000,75.000,13363016.372,13363016.372,50290862.866,4969135.803,0.000
644000.000,75.000,13365796.787,13365796.787,50291634.471,4969907.408,0.000
644100.000,75.000,13367268.061,13367268.061,50292406.076,4970679.013,0.000
644200.000,75.000,13368116.077,13368116.077,50293177.681,4971450.618,0.000
644300.000,75.000,13370718.077,13370718.077,50293949.285,4972222.223,0.000
644400.000,75.000,13373333.484,13373333.484,50294720.890,4972993.828,0.000
644500.000,75.000,13376566.560,13376566.560,50295492.495,4973765.433,0.000
644600.000,75.000,13378109.801,13378109.801,50296264.100,4974537.038,0.000
644700.000,75.000,13380910.074,13380910.074,50297035.705,4975308.643,0.000
644800.000,75.000,13389503.643,13389503.643,50297807.310,4976080.247,0.000
644900.000,75.000,13390175.446,13390175.446,50298578.915,4976851.852,0.000
645000.000,75.000,13392449.182,13392449.182,50299350.520,4977623.457,0.000
645100.000,75.000,13394895.865,13394895.865,50300122.125,4978395.062,0.000
645200.000,75.000,13396746.073,13396746.073,50300893.730,4979166.667,0.000
645300.000,75.000,13397715.870,13397715.870,50301665.335,4979938.272,0.000
645400.000,75.000,13399691.496,13399691.496,50302436.940,4980709.877,0.000
645500.000,75.000,13402932.412,13402932.412,50303208.545,4981481.482,0.000
645600.000,75.000,13403864.321,13403864.321,50303980.150,4982253.087,0.000
645700.000,75.000,13404842.929,13404842.929,50304751.755,4983024.692,0.000
645800.000,75.000,13408934.966,13408934.966,50305523.360,4983796.297,0.000
645900.000,75.000,13411074.330,13411074.330,50306294.964,4984567.902,0.000
646000.000,75.000,13411586.308,13411586.308,50307066.569,4985339.507,0.000
646100.000,75.000,13413617.768,13413617.768,50307838.174,4986111.112,0.000
646200.000,75.000,13415746.861,13415746.861,50308609.779,4986882.717,0.000
646300.000,75.000,13417441.710,13417441.710,50309381.384,4987654.322,0.000
646400.000,75.000,13418014.380,13418014.380,50310152.989,4988425.926,0.000
646500.000,75.000,13420058.157,13420058.157,50310924.594,4989197.531,0.000
646600.000,75.000,13422390.244,13422390.244,50311696.199,4989969.136,0.000
646700.000,75.000,13424389.061,13424389.061,50312467.804,4990740.741,0.000
646800.000,75.000,13426106.624,13426106.624,50313239.409,4991512.346,0.000
646900.000,75.000,13428202.120,13428202.120,50314011.014,4992283.951,0.000
647000.000,75.000,13432098.288,13432098.288,50314782.619,4993055.556,0.000
647100.000,75.000,13433093.390,13433093.390,50315554.224,4993827.161,0.000
647200.000,75.000,13434258.970,13434258.970,50316325.829,4994598.766,0.000
647300.000,75.000,13443073.109,13443073.109,50317097.434,4995370.371,0.000
647400.000,75.000,13444300.530,13444300.530,50317869.039,4996141.976,0.000
647500.000,75.000,13444969.063,13444969.063,50318640.644,4996913.581,0.000
647600.000,75.000,13447101.569,13447101.569,50319412.248,4997685.186,0.000
647700.000,75.000,13449469.646,13449469.646,50320183.853,4998456.791,0.000
647800.000,75.000,13450166.419,13450166.419,50320955.458,4999228.396,0.000
647900.000,75.000,13450920.763,13450920.763,50321727.063,5000000.001,0.000
648000.000,75.000,13453297.106,13453297.106,50322498.668,5000771.605,0.000
648100.000,75.000,13455265.426,13455265.426,50323270.273,5001543.210,0.000
648200.000,75.000,13455589.159,13455589.159,50324041.878,5002314.815,0.000
648300.000,75.000,13458627.456,13458627.456,50324813.483,5003086.420,0.000
648400.000,75.000,13461386.370,13461386.370,50325585.088,5003858.025,0.000
648500.000,75.000,13463123.450,13463123.450,50326356.693,5004629.630,0.000
648600.000,75.000,13463804.411,13463804.411,50327128.298,5005401.235,0.000
648700.000,75.000,13465980.409,13465980.409,50327899.903,5006172.840,0.000
648800.000,75.000,13469837.680,13469837.680,50328671.508,5006944.445,0.000
648900.000,75.000,13470534.248,13470534.248,50329443.113,5007716.050,0.000
649000.000,75.000,13471375.876,13471375.876,50330214.718,5008487.655,0.000
649100.000,75.000,13475056.416,13475056.416,50330986.323,5009259.260,0.000
649200.000,75.000,13477449.128,13477449.128,50331757.928,5010030.865,0.000
649300.000,75.000,13478704.669,13478704.669,50332529.532,5010802.470,0.000
649400.000,75.000,13481466.088,13481466.088,50333301.137,5011574.075,0.000
649500.000,75.000,13484234.787,13484234.787,50334072.742,5012345.680,0.000
649600.000,75.000,13485269.740,13485269.740,50334844.347,5013117.284,0.000
649700.000,75.000,13486041.214,13486041.214,50335615.952,5013888.889,0.000
649800.000,75.000,13490531.460,13490531.460,50336387.557,5014660.494,0.000
649900.000,75.000,13494191.768,13494191.768,50337159.162,5015432.099,0.000
650000.000,75.000,13495039.621,13495039.621,50337930.767,5016203.704,0.000
650100.000,75.000,13496519.269,13496519.269,50338702.372,5016975.309,0.000
650200.000,75.000,13499364.049,13499364.049,50339473.977,5017746.914,0.000
650300.000,75.000,13501112.952,13501112.952,50340245.582,5018518.519,0.000
650400.000,75.000,13502106.465,13502106.465,50341017.187,5019290.124,0.000
650500.000,75.000,13504423.077,13504423.077,50341788.792,5020061.729,0.000
650600.000,75.000,13506341.554,13506341.554,50342560.397,5020833.334,0.000
650700.000,75.000,13507594.201,13507594.201,50343332.002,5021604.939,0.000
650800.000,75.000,13508727.913,13508727.913,50344103.607,5022376.544,0.000
650900.000,75.000,13512107.160,13512107.160,50344875.212,5023148.149,0.000
651000.000,75.000,13514097.790,13514097.790,50345646.816,5023919.754,0.000
651100.000,75.000,13514878.047,13514878.047,50346418.421,5024691.359,0.000
651200.000,75.000,13516462.710,13516462.710,50347190.026,5025462.963,0.000
651300.000,75.000,13518764.137,13518764.137,50347961.631,5026234.568,0.000
651400.000,75.000,13523646.656,13523646.656,50348733.236,5027006.173,0.000
651500.000,75.000,13524270.977,13524270.977,50349504.841,5027777.778,0.000
651600.000,75.000,13525475.173,13525475.173,50350276.446,5028549.383,0.000
651700.000,75.000,13531755.371,13531755.371,50351048.051,5029320.988,0.000
651800.000,75.000,13533112.576,13533112.576,50351819.656,5030092.593,0.000
651900.000,75.000,13534509.868,13534509.868,50352591.261,5030864.198,0.000
652000.000,75.000,13536027.825,13536027.825,50353362.866,5031635.803,0.000
652100.000,75.000,13538590.072,13538590.072,50354134.471,5032407.408,0.000
652200.000,75.000,13539258.246,13539258.246,50354906.076,5033179.013,0.000
652300.000,75.000,13540514.500,13540514.500,50355677.681,5033950.618,0.000
652400.000,75.000,13545434.469,13545434.469,50356449.286,5034722.223,0.000
652500.000,75.000,13547089.195,13547089.195,50357220.891,5035493.828,0.000
652600.000,75.000,13547940.155,13547940.155,50357992.495,5036265.433,0.000
652700.000,75.000,13549734.553,13549734.553,50358764.100,5037037.038,0.000
652800.000,75.000,13552751.133,13552751.133,50359535.705,5037808.643,0.000
652900.000,75.000,13553696.204,13553696.204,50360307.310,5038580.247,0.000
653000.000,75.000,13554513.688,13554513.688,50361078.915,5039351.852,0.000
653100.000,75.000,13557512.959,13557512.959,50361850.520,5040123.457,0.000
653200.000,75.000,13559913.188,13559913.188,50362622.125,5040895.062,0.000
653300.000,75.000,13560694.883,13560694.883,50363393.730,5041666.667,0.000
653400.000,75.000,13562287.361,13562287.361,50364165.335,5042438.272,0.000
653500.000,75.000,13565131.101,13565131.101,50364936.940,5043209.877,0.000
653600.000,75.000,13567200.700,13567200.700,50365708.545,5043981.482,0.000
653700.000,75.000,13568253.035,13568253.035,50366480.150,5044753.087,0.000
653800.000,75.000,13569759.233,13569759.233,50367251.755,5045524.692,0.000
653900.000,75.000,13576307.800,13576307.800,50368023.360,5046296.297,0.000
654000.000,75.000,13577154.170,13577154.170,50368794.965,5047067.902,0.000
654100.000,75.000,13577916.718,13577916.718,50369566.570,5047839.507,0.000
654200.000,75.000,13580478.268,13580478.268,50370338.175,5048611.112,0.000
654300.000,75.000,13582720.441,13582720.441,50371109.779,5049382.717,0.000
654400.000,75.000,13583264.365,13583264.365,50371881.384,5050154.322,0.000
654500.000,75.000,13585105.267,13585105.267,50372652.989,5050925.926,0.000
654600.000,75.000,13588208.158,13588208.158,50373424.594,5051697.531,0.000
654700.000,75.000,13589113.257,13589113.257,50374196.199,5052469.136,0.000
654800.000,75.000,13590571.173,13590571.173,50374967.804,5053240.741,0.000
654900.000,75.000,13592300.963,13592300.963,50375739.409,5054012.346,0.000
655000.000,75.000,13594882.797,13594882.797,50376511.014,5054783.951,0.000
655100.000,75.000,13595928.992,13595928.992,50377282.619,5055555.556,0.000
655200.000,75.000,13596733.292,13596733.292,50378054.224,5056327.161,0.000
655300.000,75.000,13599516.135,13599516.135,50378825.829,5057098.766,0.000
655400.000,75.000,13601294.220,13601294.220,50379597.434,5057870.371,0.000
655500.000,75.000,13601946.536,13601946.536,50380369.039,5058641.976,0.000
655600.000,75.000,13603476.977,13603476.977,50381140.644,5059413.581,0.000
655700.000,75.000,13606014.651,13606014.651,50381912.249,5060185.186,0.000
655800.000,75.000,13610818.448,13610818.448,50382683.854,5060956.791,0.000
655900.000,75.000,13611495.287,13611495.287,50383455.459,5061728.396,0.000
656000.000,75.000,13614811.483,13614811.483,50384227.063,5062500.001,0.000
656100.000,75.000,13618053.194,13618053.194,50384998.668,5063271.605,0.000
656200.000,75.000,13618720.999,13618720.999,50385770.273,5064043.210,0.000
656300.000,75.000,13619697.221,13619697.221,50386541.878,5064814.815,0.000
656400.000,75.000,13623970.073,13623970.073,50387313.483,5065586.420,0.000
656500.000,75.000,13628016.290,13628016.290,50388085.088,5066358.025,0.000
656600.000,75.000,13628706.624,13628706.624,50388856.693,5067129.630,0.000
656700.000,75.000,13630281.140,13630281.140,50389628.298,5067901.235,0.000
656800.000,75.000,13632795.645,13632795.645,50390399.903,5068672.840,0.000
656900.000,75.000,13634783.043,13634783.043,50391171.508,5069444.445,0.000
657000.000,75.000,13636239.017,13636239.017,50391943.113,5070216.050,0.000
657100.000,75.000,13638432.258,13638432.258,50392714.718,5070987.655,0.000
657200.000,75.000,13640402.995,13640402.995,50393486.323,5071759.260,0.000
657300.000,75.000,13641361.418,13641361.418,50394257.928,5072530.865,0.000
657400.000,75.000,13643055.154,13643055.154,50395029.533,5073302.470,0.000
657500.000,75.000,13645354.871,13645354.871,50395801.138,5074074.075,0.000
657600.000,75.000,13647594.292,13647594.292,50396572.743,5074845.680,0.000
657700.000,75.000,13648517.098,13648517.098,50397344.347,5075617.284,0.000
657800.000,75.000,13651218.491,13651218.491,50398115.952,5076388.889,0.000
657900.000,75.000,13653240.245,13653240.245,50398887.557,5077160.494,0.000
658000.000,75.000,13654993.602,13654993.602,50399659.162,5077932.099,0.000
658100.000,75.000,13655518.128,13655518.128,50400430.767,5078703.704,0.000
658200.000,75.000,13656961.437,13656961.437,50401202.372,5079475.309,0.000
658300.000,75.000,13662504.529,13662504.529,50401973.977,5080246.914,0.000
658400.000,75.000,13663446.968,13663446.968,50402745.582,5081018.519,0.000
658500.000,75.000,13664257.522,13664257.522,50403517.187,5081790.124,0.000
658600.000,75.000,13666619.904,13666619.904,50404288.792,5082561.729,0.000
658700.000,75.000,13668989.697,13668989.697,50405060.397,5083333.334,0.000
658800.000,75.000,13669555.233,13669555.233,50405832.002,5084104.939,0.000
658900.000,75.000,13671107.353,13671107.353,50406603.607,5084876.544,0.000
659000.000,75.000,13674361.654,13674361.654,50407375.212,5085648.149,0.000
659100.000,75.000,13675793.941,13675793.941,50408146.817,5086419.754,0.000
659200.000,75.000,13676645.360,13676645.360,50408918.422,5087191.359,0.000
659300.000,75.000,13679202.323,13679202.323,50409690.026,5087962.964,0.000
659400.000,75.000,13681216.888,13681216.888,50410461.631,5088734.568,0.000
659500.000,75.000,13682103.877,13682103.877,50411233.236,5089506.173,0.000
659600.000,75.000,13683657.216,13683657.216,50412004.841,5090277.778,0.000
659700.000,75.000,13686522.287,13686522.287,50412776.446,5091049.383,0.000
659800.000,75.000,13688535.733,13688535.733,50413548.051,5091820.988,0.000
659900.000,75.000,13689337.173,13689337.173,50414319.656,5092592.593,0.000
660000.000,75.000,13691696.834,13691696.834,50415091.261,5093364.198,0.000
660100.000,75.000,13695321.941,13695321.941,50415862.866,5094135.803,0.000
660200.000,75.000,13697679.574,13697679.574,50416634.471,5094907.408,0.000
660300.000,75.000,13698710.715,13698710.715,50417406.076,5095679.013,0.000
660400.000,75.000,13701491.431,13701491.431,50418177.681,5096450.618,0.000
660500.000,75.000,13705793.592,13705793.592,50418949.286,5097222.223,0.000
660600.000,75.000,13706264.467,13706264.467,50419720.891,5097993.828,0.000
660700.000,75.000,13707569.559,13707569.559,50420492.496,5098765.433,0.000
660800.000,75.000,13712252.365,13712252.365,50421264.101,5099537.038,0.000
660900.000,75.000,13713644.852,13713644.852,50422035.706,5100308.643,0.000
661000.000,75.000,13714681.211,13714681.211,50422807.310,5101080.247,0.000
661100.000,75.000,13717419.731,13717419.731,50423578.915,5101851.852,0.000
661200.000,75.000,13720206.887,13720206.887,50424350.520,5102623.457,0.000
661300.000,75.000,13721183.140,13721183.140,50425122.125,5103395.062,0.000
661400.000,75.000,13722754.540,13722754.540,50425893.730,5104166.667,0.000
661500.000,75.000,13725494.135,13725494.135,50426665.335,5104938.272,0.000
661600.000,75.000,13727158.639,13727158.639,50427436.940,5105709.877,0.000
661700.000,75.000,13727534.980,13727534.980,50428208.545,5106481.482,0.000
661800.000,75.000,13728768.333,13728768.333,50428980.150,5107253.087,0.000
661900.000,75.000,13731104.302,13731104.302,50429751.755,5108024.692,0.000
662000.000,75.000,13732767.917,13732767.917,50430523.360,5108796.297,0.000
662100.000,75.000,13734369.563,13734369.563,50431294.965,5109567.902,0.000
662200.000,75.000,13735933.160,13735933.160,50432066.570,5110339.507,0.000
662300.000,75.000,13738205.139,13738205.139,50432838.175,5111111.112,0.000
662400.000,75.000,13742728.906,13742728.906,50433609.780,5111882.717,0.000
662500.000,75.000,13743977.052,13743977.052,50434381.385,5112654.322,0.000
662600.000,75.000,13746504.718,13746504.718,50435152.990,5113425.926,0.000
662700.000,75.000,13748151.673,13748151.673,50435924.594,5114197.531,0.000
662800.000,75.000,13749238.763,13749238.763,50436696.199,5114969.136,0.000
662900.000,75.000,13750701.934,13750701.934,50437467.804,5115740.741,0.000
663000.000,75.000,13755429.404,13755429.404,50438239.409,5116512.346,0.000
663100.000,75.000,13756553.208,13756553.208,50439011.014,5117283.951,0.000
663200.000,75.000,13757453.176,13757453.176,50439782.619,5118055.556,0.000
663300.000,75.000,13759238.095,13759238.095,50440554.224,5118827.161,0.000
663400.000,75.000,13765510.412,13765510.412,50441325.829,5119598.766,0.000
663500.000,75.000,13766383.372,13766383.372,50442097.434,5120370.371,0.000
663600.000,75.000,13767559.929,13767559.929,50442869.039,5121141.976,0.000
663700.000,75.000,13773386.856,13773386.856,50443640.644,5121913.581,0.000
663800.000,75.000,13775361.016,13775361.016,50444412.249,5122685.186,0.000
663900.000,75.000,13776147.225,13776147.225,50445183.854,5123456.791,0.000
664000.000,75.000,13777637.758,13777637.758,50445955.459,5124228.396,0.000
664100.000,75.000,13780655.724,13780655.724,50446727.064,5125000.001,0.000
664200.000,75.000,13781874.334,13781874.334,50447498.669,5125771.605,0.000
664300.000,75.000,13783616.777,13783616.777,50448270.273,5126543.210,0.000
664400.000,75.000,13786907.154,13786907.154,50449041.878,5127314.815,0.000
664500.000,75.000,13790011.857,13790011.857,50449813.483,5128086.420,0.000
664600.000,75.000,13791544.348,13791544.348,50450585.088,5128858.025,0.000
664700.000,75.000,13792683.874,13792683.874,50451356.693,5129629.630,0.000
664800.000,75.000,13794914.200,13794914.200,50452128.298,5130401.235,0.000
664900.000,75.000,13796855.510,13796855.510,50452899.903,5131172.840,0.000
665000.000,75.000,13797631.403,13797631.403,50453671.508,5131944.445,0.000
665100.000,75.000,13799184.415,13799184.415,50454443.113,5132716.050,0.000
665200.000,75.000,13802543.946,13802543.946,50455214.718,5133487.655,0.000
665300.000,75.000,13803666.880,13803666.880,50455986.323,5134259.260,0.000
665400.000,75.000,13804225.689,13804225.689,50456757.928,5135030.865,0.000
665500.000,75.000,13806711.649,13806711.649,50457529.533,5135802.470,0.000
665600.000,75.000,13808580.578,13808580.578,50458301.138,5136574.075,0.000
665700.000,75.000,13809338.103,13809338.103,50459072.743,5137345.680,0.000
665800.000,75.000,13810196.997,13810196.997,50459844.348,5138117.285,0.000
665900.000,75.000,13814920.370,13814920.370,50460615.953,5138888.889,0.000
666000.000,75.000,13817042.168,13817042.168,50461387.557,5139660.494,0.000
666100.000,75.000,13817481.917,13817481.917,50462159.162,5140432.099,0.000
666200.000,75.000,13823741.493,13823741.493,50462930.767,5141203.704,0.000
666300.000,75.000,13826448.293,13826448.293,50463702.372,5141975.309,0.000
666400.000,75.000,13827850.079,13827850.079,50464473.977,5142746.914,0.000
666500.000,75.000,13828674.497,13828674.497,50465245.582,5143518.519,0.000
666600.000,75.000,13830905.266,13830905.266,50466017.187,5144290.124,0.000
666700.000,75.000,13833591.133,13833591.133,50466788.792,5145061.729,0.000
666800.000,75.000,13834895.889,13834895.889,50467560.397,5145833.334,0.000
666900.000,75.000,13835767.424,13835767.424,50468332.002,5146604.939,0.000
667000.000,75.000,13839244.389,13839244.389,50469103.607,5147376.544,0.000
667100.000,75.000,13840814.801,13840814.801,50469875.212,5148148.149,0.000
667200.000,75.000,13841609.215,13841609.215,50470646.817,5148919.754,0.000
667300.000,75.000,13843772.105,13843772.105,50471418.422,5149691.359,0.000
667400.000,75.000,13848380.548,13848380.548,50472190.027,5150462.964,0.000
667500.000,75.000,13851487.424,13851487.424,50472961.632,5151234.568,0.000
667600.000,75.000,13852135.285,13852135.285,50473733.237,5152006.173,0.000
667700.000,75.000,13854625.044,13854625.044,50474504.841,5152777.778,0.000
667800.000,75.000,13859827.989,13859827.989,50475276.446,5153549.383,0.000
667900.000,75.000,13860383.876,13860383.876,50476048.051,5154320.988,0.000
668000.000,75.000,13862173.825,13862173.825,50476819.656,5155092.593,0.000
668100.000,75.000,13864810.689,13864810.689,50477591.261,5155864.198,0.000
668200.000,75.000,13866746.151,13866746.151,50478362.866,5156635.803,0.000
668300.000,75.000,13867398.755,13867398.755,50479134.471,5157407.408,0.000
668400.000,75.000,13870863.629,13870863.629,50479906.076,5158179.013,0.000
668500.000,75.000,13873530.118,13873530.118,50480677.681,5158950.618,0.000
668600.000,75.000,13874782.179,13874782.179,50481449.286,5159722.223,0.000
668700.000,75.000,13876068.693,13876068.693,50482220.891,5160493.828,0.000
668800.000,75.000,13878282.182,13878282.182,50482992.496,5161265.433,0.000
668900.000,75.000,13880100.094,13880100.094,50483764.101,5162037.038,0.000
669000.000,75.000,13881050.245,13881050.245,50484535.706,5162808.643,0.000
669100.000,75.000,13882840.027,13882840.027,50485307.311,5163580.247,0.000
669200.000,75.000,13885323.201,13885323.201,50486078.916,5164351.852,0.000
669300.000,75.000,13890288.671,13890288.671,50486850.521,5165123.457,0.000
669400.000,75.000,13890754.429,13890754.429,50487622.125,5165895.062,0.000
669500.000,75.000,13892410.182,13892410.182,50488393.730,5166666.667,0.000
669600.000,75.000,13894288.833,13894288.833,50489165.335,5167438.272,0.000
669700.000,75.000,13895342.399,13895342.399,50489936.940,5168209.877,0.000
669800.000,75.000,13896380.638,13896380.638,50490708.545,5168981.482,0.000
669900.000,75.000,13898118.897,13898118.897,50491480.150,5169753.087,0.000
670000.000,75.000,13902270.651,13902270.651,50492251.755,5170524.692,0.000
670100.000,75.000,13903310.199,13903310.199,50493023.360,5171296.297,0.000
670200.000,75.000,13904173.099,13904173.099,50493794.965,5172067.902,0.000
670300.000,75.000,13913923.928,13913923.928,50494566.570,5172839.507,0.000
670400.000,75.000,13915485.918,13915485.918,50495338.175,5173611.112,0.000
670500.000,75.000,13916751.950,13916751.950,50496109.780,5174382.717,0.000
670600.000,75.000,13918701.900,13918701.900,50496881.385,5175154.322,0.000
670700.000,75.000,13922331.150,13922331.150,50497652.990,5175925.926,0.000
670800.000,75.000,13923399.679,13923399.679,50498424.595,5176697.531,0.000
670900.000,75.000,13924223.665,13924223.665,50499196.200,5177469.136,0.000
671000.000,75.000,13926987.503,13926987.503,50499967.804,5178240.741,0.000
671100.000,75.000,13929104.687,13929104.687,50500739.409,5179012.346,0.000
671200.000,75.000,13929682.148,13929682.148,50501511.014,5179783.951,0.000
671300.000,75.000,13930808.429,13930808.429,50502282.619,5180555.556,0.000
671400.000,75.000,13933638.669,13933638.669,50503054.224,5181327.161,0.000
671500.000,75.000,13937551.958,13937551.958,50503825.829,5182098.766,0.000
671600.000,75.000,13938218.581,13938218.581,50504597.434,5182870.371,0.000
671700.000,75.000,13939707.854,13939707.854,50505369.039,5183641.976,0.000
671800.000,75.000,13942778.862,13942778.862,50506140.644,5184413.581,0.000
671900.000,75.000,13943728.417,13943728.417,50506912.249,5185185.186,0.000
672000.000,75.000,13944648.553,13944648.553,50507683.854,5185956.791,0.000
672100.000,75.000,13947765.853,13947765.853,50508455.459,5186728.396,0.000
672200.000,75.000,13949683.880,13949683.880,50509227.064,5187500.001,0.000
672300.000,75.000,13950286.696,13950286.696,50509998.669,5188271.606,0.000
672400.000,75.000,13951667.288,13951667.288,50510770.274,5189043.210,0.000
672500.000,75.000,13954575.047,13954575.047,50511541.879,5189814.815,0.000
672600.000,75.000,13955604.991,13955604.991,50512313.484,5190586.420,0.000
672700.000,75.000,13956138.385,13956138.385,50513085.088,5191358.025,0.000
672800.000,75.000,13958660.787,13958660.787,50513856.693,5192129.630,0.000
672900.000,75.000,13960982.120,13960982.120,50514628.298,5192901.235,0.000
673000.000,75.000,13962181.467,13962181.467,50515399.903,5193672.840,0.000
673100.000,75.000,13963801.374,13963801.374,50516171.508,5194444.445,0.000
673200.000,75.000,13966698.900,13966698.900,50516943.113,5195216.050,0.000
673300.000,75.000,13968374.874,13968374.874,50517714.718,5195987.655,0.000
673400.000,75.000,13968912.007,13968912.007,50518486.323,5196759.260,0.000
673500.000,75.000,13970913.068,13970913.068,50519257.928,5197530.865,0.000
673600.000,75.000,13973271.078,13973271.078,50520029.533,5198302.470,0.000
673700.000,75.000,13974580.568,13974580.568,50520801.138,5199074.075,0.000
673800.000,75.000,13975401.560,13975401.560,50521572.743,5199845.680,0.000
673900.000,75.000,13977916.302,13977916.302,50522344.348,5200617.285,0.000
674000.000,75.000,13980050.919,13980050.919,50523115.953,5201388.889,0.000
674100.000,75.000,13980612.263,13980612.263,50523887.558,5202160.494,0.000
674200.000,75.000,13982344.111,13982344.111,50524659.163,5202932.099,0.000
674300.000,75.000,13985192.949,13985192.949,50525430.768,5203703.704,0.000
674400.000,75.000,13993823.557,13993823.557,50526202.372,5204475.309,0.000
674500.000,75.000,13994524.745,13994524.745,50526973.977,5205246.914,0.000
674600.000,75.000,13997095.594,13997095.594,50527745.582,5206018.519,0.000
674700.000,75.000,13999591.079,13999591.079,50528517.187,5206790.124,0.000
674800.000,75.000,14001285.685,14001285.685,50529288.792,5207561.729,0.000
674900.000,75.000,14002443.065,14002443.065,50530060.397,5208333.334,0.000
675000.000,75.000,14004108.871,14004108.871,50530832.002,5209104.939,0.000
675100.000,75.000,14006726.385,14006726.385,50531603.607,5209876.544,0.000
675200.000,75.000,14007611.173,14007611.173,50532375.212,5210648.149,0.000
675300.000,75.000,14009002.858,14009002.858,50533146.817,5211419.754,0.000
675400.000,75.000,14011576.926,14011576.926,50533918.422,5212191.359,0.000
675500.000,75.000,14013651.497,14013651.497,50534690.027,5212962.964,0.000
675600.000,75.000,14014362.554,14014362.554,50535461.632,5213734.568,0.000
675700.000,75.000,14016372.999,14016372.999,50536233.237,5214506.173,0.000
675800.000,75.000,14018600.609,14018600.609,50537004.842,5215277.778,0.000
675900.000,75.000,14019921.426,14019921.426,50537776.447,5216049.383,0.000
676000.000,75.000,14020810.178,14020810.178,50538548.052,5216820.988,0.000
676100.000,75.000,14022727.638,14022727.638,50539319.656,5217592.593,0.000
676200.000,75.000,14024753.266,14024753.266,50540091.261,5218364.198,0.000
676300.000,75.000,14025643.175,14025643.175,50540862.866,5219135.803,0.000
676400.000,75.000,14026544.843,14026544.843,50541634.471,5219907.408,0.000
676500.000,75.000,14028981.912,14028981.912,50542406.076,5220679.013,0.000
676600.000,75.000,14031491.630,14031491.630,50543177.681,5221450.618,0.000
676700.000,75.000,14032632.564,14032632.564,50543949.286,5222222.223,0.000
676800.000,75.000,14034647.389,14034647.389,50544720.891,5222993.828,0.000
676900.000,75.000,14039257.485,14039257.485,50545492.496,5223765.433,0.000
677000.000,75.000,14040340.192,14040340.192,50546264.101,5224537.038,0.000
677100.000,75.000,14041634.730,14041634.730,50547035.706,5225308.643,0.000
677200.000,75.000,14044005.247,14044005.247,50547807.311,5226080.247,0.000
677300.000,75.000,14046177.023,14046177.023,50548578.916,5226851.852,0.000
677400.000,75.000,14046808.059,14046808.059,50549350.521,5227623.457,0.000
677500.000,75.000,14047997.642,14047997.642,50550122.126,5228395.062,0.000
677600.000,75.000,14050882.604,14050882.604,50550893.731,5229166.667,0.000
677700.000,75.000,14052683.835,14052683.835,50551665.335,5229938.272,0.000
677800.000,75.000,14054269.304,14054269.304,50552436.940,5230709.877,0.000
677900.000,75.000,14057315.955,14057315.955,50553208.545,5231481.482,0.000
678000.000,75.000,14059975.108,14059975.108,50553980.150,5232253.087,0.000
678100.000,75.000,14061722.956,14061722.956,50554751.755,5233024.692,0.000
678200.000,75.000,14062457.924,14062457.924,50555523.360,5233796.297,0.000
678300.000,75.000,14064454.563,14064454.563,50556294.965,5234567.902,0.000
678400.000,75.000,14068737.529,14068737.529,50557066.570,5235339.507,0.000
678500.000,75.000,14069611.884,14069611.884,50557838.175,5236111.112,0.000
678600.000,75.000,14070783.016,14070783.016,50558609.780,5236882.717,0.000
678700.000,75.000,14074354.819,14074354.819,50559381.385,5237654.322,0.000
678800.000,75.000,14076248.023,14076248.023,50560152.990,5238425.927,0.000
678900.000,75.000,14076793.230,14076793.230,50560924.595,5239197.531,0.000
679000.000,75.000,14080009.898,14080009.898,50561696.200,5239969.136,0.000
679100.000,75.000,14083208.137,14083208.137,50562467.805,5240740.741,0.000
679200.000,75.000,14084040.179,14084040.179,50563239.410,5241512.346,0.000
679300.000,75.000,14085154.934,14085154.934,50564011.015,5242283.951,0.000
679400.000,75.000,14088172.795,14088172.795,50564782.619,5243055.556,0.000
679500.000,75.000,14090352.995,14090352.995,50565554.224,5243827.161,0.000
679600.000,75.000,14090748.926,14090748.926,50566325.829,5244598.766,0.000
679700.000,75.000,14092735.385,14092735.385,50567097.434,5245370.371,0.000
