# t(s), cv(%), R(US$), iR(US$), C(US$), iC(US$), d
10500.000,75.000,227406.019,227406.019,45403517.174,81790.123,0.000
10600.000,75.000,229622.908,229622.908,45404288.779,82561.728,0.000
10700.000,75.000,231992.766,231992.766,45405060.384,83333.333,0.000
10800.000,75.000,233412.686,233412.686,45405831.989,84104.938,0.000
10900.000,75.000,234450.469,234450.469,45406603.594,84876.543,0.000
11000.000,75.000,237385.383,237385.383,45407375.199,85648.148,0.000
11100.000,75.000,239684.856,239684.856,45408146.803,86419.753,0.000
11200.000,75.000,240179.146,240179.146,45408918.408,87191.358,0.000
11300.000,75.000,241673.394,241673.394,45409690.013,87962.963,0.000
11400.000,75.000,243726.066,243726.066,45410461.618,88734.568,0.000
11500.000,75.000,252504.381,252504.381,45411233.223,89506.173,0.000
11600.000,75.000,253220.968,253220.968,45412004.828,90277.778,0.000
11700.000,75.000,254712.742,254712.742,45412776.433,91049.383,0.000
11800.000,75.000,257083.857,257083.857,45413548.038,91820.988,0.000
11900.000,75.000,258948.208,258948.208,45414319.643,92592.593,0.000
12000.000,75.000,260103.823,260103.823,45415091.248,93364.198,0.000
12100.000,75.000,262892.315,262892.315,45415862.853,94135.802,0.000
12200.000,75.000,265403.336,265403.336,45416634.458,94907.407,0.000
12300.000,75.000,266266.646,266266.646,45417406.063,95679.012,0.000
12400.000,75.000,267883.197,267883.197,45418177.668,96450.617,0.000
12500.000,75.000,270992.641,270992.641,45418949.273,97222.222,0.000
12600.000,75.000,273148.929,273148.929,45419720.878,97993.827,0.000
12700.000,75.000,273938.880,273938.880,45420492.483,98765.432,0.000
12800.000,75.000,276022.061,276022.061,45421264.087,99537.037,0.000
12900.000,75.000,278278.038,278278.038,45422035.692,100308.642,0.000
13000.000,75.000,279869.935,279869.935,45422807.297,101080.247,0.000
13100.000,75.000,280603.498,280603.498,45423578.902,101851.852,0.000
13200.000,75.000,282585.962,282585.962,45424350.507,102623.457,0.000
13300.000,75.000,284762.009,284762.009,45425122.112,103395.062,0.000
13400.000,75.000,285714.804,285714.804,45425893.717,104166.667,0.000
13500.000,75.000,286808.320,286808.320,45426665.322,104938.272,0.000
13600.000,75.000,289884.803,289884.803,45427436.927,105709.877,0.000
13700.000,75.000,293910.227,293910.227,45428208.532,106481.481,0.000
13800.000,75.000,294825.683,294825.683,45428980.137,107253.086,0.000
13900.000,75.000,296226.585,296226.585,45429751.742,108024.691,0.000
14000.000,75.000,299158.875,299158.875,45430523.347,108796.296,0.000
14100.000,75.000,300343.152,300343.152,45431294.952,109567.901,0.000
14200.000,75.000,301048.034,301048.034,45432066.557,110339.506,0.000
14300.000,75.000,303639.445,303639.445,45432838.162,111111.111,0.000
14400.000,75.000,306450.143,306450.143,45433609.767,111882.716,0.000
14500.000,75.000,307074.677,307074.677,45434381.371,112654.321,0.000
14600.000,75.000,308277.263,308277.263,45435152.976,113425.926,0.000
14700.000,75.000,311394.205,311394.205,45435924.581,114197.531,0.000
14800.000,75.000,313334.841,313334.841,45436696.186,114969.136,0.000
14900.000,75.000,315145.651,315145.651,45437467.791,115740.741,0.000
15000.000,75.000,317532.580,317532.580,45438239.396,116512.346,0.000
15100.000,75.000,320565.683,320565.683,45439011.001,117283.951,0.000
15200.000,75.000,322227.471,322227.471,45439782.606,118055.556,0.000
15300.000,75.000,323129.984,323129.984,45440554.211,118827.160,0.000
15400.000,75.000,325692.514,325692.514,45441325.816,119598.765,0.000
15500.000,75.000,327950.802,327950.802,45442097.421,120370.370,0.000
15600.000,75.000,328639.146,328639.146,45442869.026,121141.975,0.000
15700.000,75.000,330095.805,330095.805,45443640.631,121913.580,0.000
15800.000,75.000,333789.986,333789.986,45444412.236,122685.185,0.000
15900.000,75.000,335490.703,335490.703,45445183.841,123456.790,0.000
16000.000,75.000,336314.295,336314.295,45445955.446,124228.395,0.000
16100.000,75.000,339548.694,339548.694,45446727.051,125000.000,0.000
16200.000,75.000,344272.282,344272.282,45447498.655,125771.605,0.000
16300.000,75.000,345396.422,345396.422,45448270.260,126543.210,0.000
16400.000,75.000,346674.859,346674.859,45449041.865,127314.815,0.000
16500.000,75.000,348947.971,348947.971,45449813.470,128086.420,0.000
16600.000,75.000,351142.708,351142.708,45450585.075,128858.025,0.000
16700.000,75.000,351750.314,351750.314,45451356.680,129629.630,0.000
16800.000,75.000,353384.556,353384.556,45452128.285,130401.235,0.000
16900.000,75.000,356432.493,356432.493,45452899.890,131172.840,0.000
17000.000,75.000,357798.492,357798.492,45453671.495,131944.444,0.000
17100.000,75.000,359513.049,359513.049,45454443.100,132716.049,0.000
17200.000,75.000,361730.121,361730.121,45455214.705,133487.654,0.000
17300.000,75.000,363926.977,363926.977,45455986.310,134259.259,0.000
17400.000,75.000,365101.490,365101.490,45456757.915,135030.864,0.000
17500.000,75.000,366526.365,366526.365,45457529.520,135802.469,0.000
17600.000,75.000,368820.719,368820.719,45458301.125,136574.074,0.000
17700.000,75.000,371025.597,371025.597,45459072.730,137345.679,0.000
17800.000,75.000,372101.623,372101.623,45459844.334,138117.284,0.000
17900.000,75.000,373903.234,373903.234,45460615.939,138888.889,0.000
18000.000,75.000,376498.857,376498.857,45461387.544,139660.494,0.000
18100.000,75.000,378276.956,378276.956,45462159.149,140432.099,0.000
18200.000,75.000,379022.948,379022.948,45462930.754,141203.704,0.000
18300.000,75.000,380579.238,380579.238,45463702.359,141975.309,0.000
18400.000,75.000,386641.194,386641.194,45464473.964,142746.914,0.000
18500.000,75.000,387412.296,387412.296,45465245.569,143518.519,0.000
18600.000,75.000,388548.201,388548.201,45466017.174,144290.123,0.000
18700.000,75.000,390608.953,390608.953,45466788.779,145061.728,0.000
18800.000,75.000,394157.289,394157.289,45467560.384,145833.333,0.000
18900.000,75.000,394639.080,394639.080,45468331.989,146604.938,0.000
19000.000,75.000,396560.147,396560.147,45469103.594,147376.543,0.000
19100.000,75.000,400218.943,400218.943,45469875.199,148148.148,0.000
19200.000,75.000,401605.072,401605.072,45470646.804,148919.753,0.000
19300.000,75.000,402501.419,402501.419,45471418.409,149691.358,0.000
19400.000,75.000,406685.287,406685.287,45472190.014,150462.963,0.000
19500.000,75.000,408757.637,408757.637,45472961.618,151234.568,0.000
19600.000,75.000,411499.668,411499.668,45473733.223,152006.173,0.000
19700.000,75.000,413113.049,413113.049,45474504.828,152777.778,0.000
19800.000,75.000,415607.028,415607.028,45475276.433,153549.383,0.000
19900.000,75.000,417922.618,417922.618,45476048.038,154320.988,0.000
20000.000,75.000,418670.095,418670.095,45476819.643,155092.593,0.000
20100.000,75.000,421254.045,421254.045,45477591.248,155864.198,0.000
20200.000,75.000,424761.218,424761.218,45478362.853,156635.802,0.000
20300.000,75.000,426738.177,426738.177,45479134.458,157407.407,0.000
20400.000,75.000,427828.801,427828.801,45479906.063,158179.012,0.000
20500.000,75.000,430648.335,430648.335,45480677.668,158950.617,0.000
20600.000,75.000,433162.737,433162.737,45481449.273,159722.222,0.000
20700.000,75.000,433847.205,433847.205,45482220.878,160493.827,0.000
20800.000,75.000,434835.856,434835.856,45482992.483,161265.432,0.000
20900.000,75.000,437959.125,437959.125,45483764.088,162037.037,0.000
21000.000,75.000,440287.780,440287.780,45484535.693,162808.642,0.000
21100.000,75.000,441005.726,441005.726,45485307.298,163580.247,0.000
21200.000,75.000,443793.840,443793.840,45486078.902,164351.852,0.000
21300.000,75.000,447147.650,447147.650,45486850.507,165123.457,0.000
21400.000,75.000,447890.683,447890.683,45487622.112,165895.062,0.000
21500.000,75.000,449449.688,449449.688,45488393.717,166666.667,0.000
21600.000,75.000,452179.814,452179.814,45489165.322,167438.272,0.000
21700.000,75.000,454537.289,454537.289,45489936.927,168209.877,0.000
21800.000,75.000,455375.419,455375.419,45490708.532,168981.481,0.000
21900.000,75.000,456531.647,456531.647,45491480.137,169753.086,0.000
22000.000,75.000,459663.567,459663.567,45492251.742,170524.691,0.000
22100.000,75.000,462311.507,462311.507,45493023.347,171296.296,0.000
22200.000,75.000,464107.278,464107.278,45493794.952,172067.901,0.000
22300.000,75.000,466409.050,466409.050,45494566.557,172839.506,0.000
22400.000,75.000,468792.770,468792.770,45495338.162,173611.111,0.000
22500.000,75.000,473581.683,473581.683,45496109.767,174382.716,0.000
22600.000,75.000,474581.251,474581.251,45496881.372,175154.321,0.000
22700.000,75.000,477333.501,477333.501,45497652.977,175925.926,0.000
22800.000,75.000,479484.730,479484.730,45498424.582,176697.531,0.000
22900.000,75.000,480187.625,480187.625,45499196.186,177469.136,0.000
23000.000,75.000,481407.517,481407.517,45499967.791,178240.741,0.000
23100.000,75.000,484303.694,484303.694,45500739.396,179012.346,0.000
23200.000,75.000,486998.780,486998.780,45501511.001,179783.951,0.000
23300.000,75.000,487583.172,487583.172,45502282.606,180555.556,0.000
23400.000,75.000,489393.523,489393.523,45503054.211,181327.160,0.000
23500.000,75.000,496066.873,496066.873,45503825.816,182098.765,0.000
23600.000,75.000,497838.826,497838.826,45504597.421,182870.370,0.000
23700.000,75.000,499209.287,499209.287,45505369.026,183641.975,0.000
23800.000,75.000,505662.459,505662.459,45506140.631,184413.580,0.000
23900.000,75.000,507787.055,507787.055,45506912.236,185185.185,0.000
24000.000,75.000,508650.535,508650.535,45507683.841,185956.790,0.000
24100.000,75.000,510630.273,510630.273,45508455.446,186728.395,0.000
24200.000,75.000,513648.262,513648.262,45509227.051,187500.000,0.000
24300.000,75.000,515571.679,515571.679,45509998.656,188271.605,0.000
24400.000,75.000,516587.902,516587.902,45510770.261,189043.210,0.000
24500.000,75.000,519539.536,519539.536,45511541.865,189814.815,0.000
24600.000,75.000,522131.833,522131.833,45512313.470,190586.420,0.000
24700.000,75.000,523668.916,523668.916,45513085.075,191358.025,0.000
24800.000,75.000,524811.722,524811.722,45513856.680,192129.630,0.000
24900.000,75.000,527506.436,527506.436,45514628.285,192901.235,0.000
25000.000,75.000,529512.773,529512.773,45515399.890,193672.840,0.000
25100.000,75.000,530776.072,530776.072,45516171.495,194444.444,0.000
25200.000,75.000,532146.199,532146.199,45516943.100,195216.049,0.000
25300.000,75.000,538651.940,538651.940,45517714.705,195987.654,0.000
25400.000,75.000,540255.900,540255.900,45518486.310,196759.259,0.000
25500.000,75.000,540866.287,540866.287,45519257.915,197530.864,0.000
25600.000,75.000,543147.550,543147.550,45520029.520,198302.469,0.000
25700.000,75.000,545117.900,545117.900,45520801.125,199074.074,0.000
25800.000,75.000,545917.848,545917.848,45521572.730,199845.679,0.000
25900.000,75.000,546679.082,546679.082,45522344.335,200617.284,0.000
26000.000,75.000,551888.781,551888.781,45523115.940,201388.889,0.000
26100.000,75.000,554110.399,554110.399,45523887.545,202160.494,0.000
26200.000,75.000,555052.179,555052.179,45524659.149,202932.099,0.000
26300.000,75.000,561040.632,561040.632,45525430.754,203703.704,0.000
26400.000,75.000,563982.978,563982.978,45526202.359,204475.309,0.000
26500.000,75.000,565481.106,565481.106,45526973.964,205246.914,0.000
26600.000,75.000,566842.150,566842.150,45527745.569,206018.519,0.000
26700.000,75.000,569460.683,569460.683,45528517.174,206790.123,0.000
26800.000,75.000,572033.980,572033.980,45529288.779,207561.728,0.000
26900.000,75.000,574438.582,574438.582,45530060.384,208333.333,0.000
27000.000,75.000,575346.694,575346.694,45530831.989,209104.938,0.000
27100.000,75.000,578572.607,578572.607,45531603.594,209876.543,0.000
27200.000,75.000,580434.387,580434.387,45532375.199,210648.148,0.000
27300.000,75.000,581392.659,581392.659,45533146.804,211419.753,0.000
27400.000,75.000,582919.412,582919.412,45533918.409,212191.358,0.000
27500.000,75.000,587790.676,587790.676,45534690.014,212962.963,0.000
27600.000,75.000,591217.376,591217.376,45535461.619,213734.568,0.000
27700.000,75.000,591762.787,591762.787,45536233.224,214506.173,0.000
27800.000,75.000,594912.611,594912.611,45537004.829,215277.778,0.000
27900.000,75.000,597707.038,597707.038,45537776.433,216049.383,0.000
28000.000,75.000,598702.471,598702.471,45538548.038,216820.988,0.000
28100.000,75.000,600747.458,600747.458,45539319.643,217592.593,0.000
28200.000,75.000,603809.815,603809.815,45540091.248,218364.198,0.000
28300.000,75.000,606260.560,606260.560,45540862.853,219135.802,0.000
28400.000,75.000,606692.731,606692.731,45541634.458,219907.407,0.000
28500.000,75.000,608760.564,608760.564,45542406.063,220679.012,0.000
28600.000,75.000,612162.515,612162.515,45543177.668,221450.617,0.000
28700.000,75.000,613789.278,613789.278,45543949.273,222222.222,0.000
28800.000,75.000,615647.713,615647.713,45544720.878,222993.827,0.000
28900.000,75.000,618222.480,618222.480,45545492.483,223765.432,0.000
29000.000,75.000,620691.230,620691.230,45546264.088,224537.037,0.000
29100.000,75.000,624993.630,624993.630,45547035.693,225308.642,0.000
29200.000,75.000,626229.970,626229.970,45547807.298,226080.247,0.000
29300.000,75.000,628245.867,628245.867,45548578.903,226851.852,0.000
29400.000,75.000,629821.664,629821.664,45549350.508,227623.457,0.000
29500.000,75.000,630542.691,630542.691,45550122.113,228395.062,0.000
29600.000,75.000,632597.811,632597.811,45550893.717,229166.667,0.000
29700.000,75.000,634643.104,634643.104,45551665.322,229938.272,0.000
29800.000,75.000,635905.930,635905.930,45552436.927,230709.877,0.000
29900.000,75.000,636598.319,636598.319,45553208.532,231481.481,0.000
30000.000,75.000,638210.258,638210.258,45553980.137,232253.086,0.000
30100.000,75.000,642674.727,642674.727,45554751.742,233024.691,0.000
30200.000,75.000,643399.052,643399.052,45555523.347,233796.296,0.000
30300.000,75.000,644331.394,644331.394,45556294.952,234567.901,0.000
30400.000,75.000,653851.390,653851.390,45557066.557,235339.506,0.000
30500.000,75.000,656084.552,656084.552,45557838.162,236111.111,0.000
30600.000,75.000,657395.993,657395.993,45558609.767,236882.716,0.000
30700.000,75.000,659077.352,659077.352,45559381.372,237654.321,0.000
30800.000,75.000,662950.286,662950.286,45560152.977,238425.926,0.000
30900.000,75.000,664162.741,664162.741,45560924.582,239197.531,0.000
31000.000,75.000,665116.647,665116.647,45561696.187,239969.136,0.000
31100.000,75.000,668081.656,668081.656,45562467.792,240740.741,0.000
31200.000,75.000,670818.296,670818.296,45563239.396,241512.346,0.000
31300.000,75.000,671724.219,671724.219,45564011.001,242283.951,0.000
31400.000,75.000,672652.919,672652.919,45564782.606,243055.556,0.000
31500.000,75.000,675293.439,675293.439,45565554.211,243827.160,0.000
31600.000,75.000,679304.772,679304.772,45566325.816,244598.765,0.000
31700.000,75.000,679800.575,679800.575,45567097.421,245370.370,0.000
31800.000,75.000,681478.328,681478.328,45567869.026,246141.975,0.000
31900.000,75.000,684842.483,684842.483,45568640.631,246913.580,0.000
32000.000,75.000,686232.744,686232.744,45569412.236,247685.185,0.000
32100.000,75.000,687297.921,687297.921,45570183.841,248456.790,0.000
32200.000,75.000,689822.890,689822.890,45570955.446,249228.395,0.000
32300.000,75.000,692743.827,692743.827,45571727.051,250000.000,0.000
32400.000,75.000,693404.799,693404.799,45572498.656,250771.605,0.000
32500.000,75.000,694344.622,694344.622,45573270.261,251543.210,0.000
32600.000,75.000,697208.496,697208.496,45574041.866,252314.815,0.000
32700.000,75.000,698869.134,698869.134,45574813.471,253086.420,0.000
32800.000,75.000,699729.880,699729.880,45575585.076,253858.025,0.000
32900.000,75.000,702768.602,702768.602,45576356.680,254629.630,0.000
33000.000,75.000,705168.944,705168.944,45577128.285,255401.235,0.000
33100.000,75.000,706396.169,706396.169,45577899.890,256172.840,0.000
33200.000,75.000,707689.807,707689.807,45578671.495,256944.444,0.000
33300.000,75.000,710430.779,710430.779,45579443.100,257716.049,0.000
33400.000,75.000,712873.541,712873.541,45580214.705,258487.654,0.000
33500.000,75.000,713437.754,713437.754,45580986.310,259259.259,0.000
33600.000,75.000,714501.143,714501.143,45581757.915,260030.864,0.000
33700.000,75.000,717848.317,717848.317,45582529.520,260802.469,0.000
33800.000,75.000,719313.196,719313.196,45583301.125,261574.074,0.000
33900.000,75.000,720362.097,720362.097,45584072.730,262345.679,0.000
34000.000,75.000,722293.781,722293.781,45584844.335,263117.284,0.000
34100.000,75.000,725009.074,725009.074,45585615.940,263888.889,0.000
34200.000,75.000,725722.615,725722.615,45586387.545,264660.494,0.000
34300.000,75.000,726861.830,726861.830,45587159.150,265432.099,0.000
34400.000,75.000,729221.365,729221.365,45587930.755,266203.704,0.000
34500.000,75.000,734669.974,734669.974,45588702.360,266975.309,0.000
34600.000,75.000,735396.329,735396.329,45589473.964,267746.914,0.000
34700.000,75.000,738042.154,738042.154,45590245.569,268518.519,0.000
34800.000,75.000,741216.953,741216.953,45591017.174,269290.123,0.000
34900.000,75.000,742629.945,742629.945,45591788.779,270061.728,0.000
35000.000,75.000,744245.151,744245.151,45592560.384,270833.333,0.000
35100.000,75.000,746902.928,746902.928,45593331.989,271604.938,0.000
35200.000,75.000,749603.858,749603.858,45594103.594,272376.543,0.000
35300.000,75.000,750794.434,750794.434,45594875.199,273148.148,0.000
35400.000,75.000,752648.515,752648.515,45595646.804,273919.753,0.000
35500.000,75.000,755600.707,755600.707,45596418.409,274691.358,0.000
35600.000,75.000,757662.539,757662.539,45597190.014,275462.963,0.000
35700.000,75.000,758402.686,758402.686,45597961.619,276234.568,0.000
35800.000,75.000,760688.677,760688.677,45598733.224,277006.173,0.000
35900.000,75.000,763084.835,763084.835,45599504.829,277777.778,0.000
36000.000,75.000,764436.753,764436.753,45600276.434,278549.383,0.000
36100.000,75.000,765059.860,765059.860,45601048.039,279320.988,0.000
36200.000,75.000,767229.232,767229.232,45601819.644,280092.593,0.000
36300.000,75.000,769368.397,769368.397,45602591.248,280864.198,0.000
36400.000,75.000,770888.955,770888.955,45603362.853,281635.802,0.000
36500.000,75.000,772027.120,772027.120,45604134.458,282407.407,0.000
36600.000,75.000,774469.037,774469.037,45604906.063,283179.012,0.000
36700.000,75.000,776972.215,776972.215,45605677.668,283950.617,0.000
36800.000,75.000,778612.642,778612.642,45606449.273,284722.222,0.000
36900.000,75.000,780588.968,780588.968,45607220.878,285493.827,0.000
37000.000,75.000,785827.601,785827.601,45607992.483,286265.432,0.000
37100.000,75.000,787197.754,787197.754,45608764.088,287037.037,0.000
37200.000,75.000,788844.738,788844.738,45609535.693,287808.642,0.000
37300.000,75.000,790658.596,790658.596,45610307.298,288580.247,0.000
37400.000,75.000,793403.057,793403.057,45611078.903,289351.852,0.000
37500.000,75.000,794626.741,794626.741,45611850.508,290123.457,0.000
37600.000,75.000,795475.569,795475.569,45612622.113,290895.062,0.000
37700.000,75.000,798939.191,798939.191,45613393.718,291666.667,0.000
37800.000,75.000,802096.604,802096.604,45614165.323,292438.272,0.000
37900.000,75.000,802675.237,802675.237,45614936.927,293209.877,0.000
38000.000,75.000,805932.575,805932.575,45615708.532,293981.481,0.000
38100.000,75.000,808802.595,808802.595,45616480.137,294753.086,0.000
38200.000,75.000,810477.107,810477.107,45617251.742,295524.691,0.000
38300.000,75.000,811149.676,811149.676,45618023.347,296296.296,0.000
38400.000,75.000,813102.669,813102.669,45618794.952,297067.901,0.000
38500.000,75.000,817426.308,817426.308,45619566.557,297839.506,0.000
38600.000,75.000,818378.141,818378.141,45620338.162,298611.111,0.000
38700.000,75.000,819483.549,819483.549,45621109.767,299382.716,0.000
38800.000,75.000,823481.045,823481.045,45621881.372,300154.321,0.000
38900.000,75.000,825834.341,825834.341,45622652.977,300925.926,0.000
39000.000,75.000,826502.525,826502.525,45623424.582,301697.531,0.000
39100.000,75.000,829622.747,829622.747,45624196.187,302469.136,0.000
39200.000,75.000,832450.003,832450.003,45624967.792,303240.741,0.000
39300.000,75.000,833426.310,833426.310,45625739.397,304012.346,0.000
39400.000,75.000,834320.081,834320.081,45626511.002,304783.951,0.000
39500.000,75.000,837272.690,837272.690,45627282.607,305555.556,0.000
39600.000,75.000,839115.176,839115.176,45628054.211,306327.160,0.000
39700.000,75.000,839991.032,839991.032,45628825.816,307098.765,0.000
39800.000,75.000,841839.670,841839.670,45629597.421,307870.370,0.000
39900.000,75.000,844960.920,844960.920,45630369.026,308641.975,0.000
40000.000,75.000,846968.965,846968.965,45631140.631,309413.580,0.000
40100.000,75.000,847456.160,847456.160,45631912.236,310185.185,0.000
40200.000,75.000,849580.540,849580.540,45632683.841,310956.790,0.000
40300.000,75.000,851890.509,851890.509,45633455.446,311728.395,0.000
40400.000,75.000,853195.439,853195.439,45634227.051,312500.000,0.000
40500.000,75.000,854102.230,854102.230,45634998.656,313271.605,0.000
40600.000,75.000,857112.626,857112.626,45635770.261,314043.210,0.000
40700.000,75.000,858947.723,858947.723,45636541.866,314814.815,0.000
40800.000,75.000,859496.737,859496.737,45637313.471,315586.420,0.000
40900.000,75.000,861711.825,861711.825,45638085.076,316358.025,0.000
