# t(s), cv(%), R($), iR($), C($), iC($), d
68.000,62.475,1271.318,1323.164,45366120.569,53240.741,16.700
69.000,62.475,1283.891,1336.040,45366763.316,54012.346,16.700
70.000,62.475,1313.757,1366.841,45367406.063,54783.951,16.700
71.000,62.400,1337.533,1390.925,45368048.038,55555.556,16.800
72.000,62.400,1348.493,1402.389,45368690.013,56327.160,16.800
73.000,62.400,1364.763,1423.878,45369331.988,57098.765,16.800
74.000,62.400,1391.919,1451.194,45369973.964,57870.370,16.800
75.000,62.400,1410.689,1471.539,45370615.939,58641.975,16.800
76.000,62.400,1419.474,1482.826,45371257.914,59413.580,16.800
77.000,62.400,1446.154,1510.016,45371899.890,60185.185,16.800
78.000,62.400,1475.472,1542.124,45372541.865,60956.790,16.800
79.000,62.400,1487.308,1554.100,45373183.840,61728.395,16.800
80.000,62.400,1499.228,1566.662,45373825.816,62500.000,16.800
81.000,62.400,1526.976,1594.827,45374467.791,63271.605,16.800
82.000,62.400,1545.797,1617.817,45375109.766,64043.210,16.800
83.000,62.400,1552.546,1625.284,45375751.742,64814.815,16.800
84.000,62.400,1571.484,1645.571,45376393.717,65586.420,16.800
85.000,62.400,1594.623,1669.040,45377035.692,66358.025,16.800
86.000,62.400,1612.375,1689.292,45377677.667,67129.630,16.800
87.000,62.400,1621.494,1699.056,45378319.643,67901.235,16.800
88.000,62.400,1643.608,1723.043,45378961.618,68672.840,16.800
89.000,62.400,1673.768,1754.566,45379603.593,69444.444,16.800
90.000,62.400,1691.228,1772.321,45380245.569,70216.049,16.800
91.000,62.400,1704.547,1786.027,45380887.544,70987.654,16.800
92.000,62.400,1736.482,1818.532,45381529.519,71759.259,16.800
93.000,62.400,1758.859,1842.105,45382171.495,72530.864,16.800
94.000,62.400,1771.021,1854.846,45382813.470,73302.469,16.800
95.000,62.400,1795.309,1879.484,45383455.445,74074.074,16.800
96.000,62.400,1822.804,1907.514,45384097.421,74845.679,16.800
97.000,62.400,1842.053,1927.922,45384739.396,75617.284,16.800
98.000,62.400,1853.327,1940.082,45385381.371,76388.889,16.800
99.000,62.400,1881.185,1968.920,45386023.346,77160.494,16.800
100.000,62.400,1913.941,2002.033,45386665.322,77932.099,16.800
101.000,62.400,1925.874,2014.329,45387307.297,78703.704,16.800
102.000,62.400,1938.728,2027.256,45387949.272,79475.309,16.800
103.000,62.400,1969.405,2058.357,45388591.248,80246.914,16.800
104.000,62.400,1989.191,2078.544,45389233.223,81018.519,16.800
105.000,62.400,1997.102,2086.717,45389875.198,81790.123,16.800
106.000,62.400,2023.212,2113.378,45390517.174,82561.728,16.800
107.000,62.400,2047.496,2137.941,45391159.149,83333.333,16.800
108.000,62.400,2065.172,2156.141,45391801.124,84104.938,16.800
109.000,62.400,2076.212,2167.539,45392443.100,84876.543,16.800
110.000,62.400,2100.373,2192.744,45393085.075,85648.148,16.800
111.000,62.400,2133.438,2226.149,45393727.050,86419.753,16.800
112.000,62.400,2150.407,2243.206,45394369.025,87191.358,16.800
113.000,62.400,2164.340,2257.578,45395011.001,87962.963,16.800
114.000,62.400,2197.405,2291.612,45395652.976,88734.568,16.800
115.000,62.400,2220.812,2315.069,45396294.951,89506.173,16.800
116.000,62.400,2233.476,2327.880,45396936.927,90277.778,16.800
117.000,62.400,2262.286,2357.712,45397578.902,91049.383,16.800
118.000,62.400,2291.200,2386.854,45398220.877,91820.988,16.800
119.000,62.400,2310.810,2407.112,45398862.853,92592.593,16.800
120.000,62.400,2323.332,2419.778,45399504.828,93364.198,16.800
121.000,62.400,2353.031,2450.037,45400146.803,94135.802,16.800
122.000,62.400,2387.000,2484.441,45400788.779,94907.407,16.800
123.000,62.400,2398.158,2496.672,45401430.754,95679.012,16.800
124.000,62.400,2410.839,2509.680,45402072.729,96450.617,16.800
125.000,62.400,2442.384,2542.625,45402714.705,97222.222,16.800
126.000,62.400,2460.709,2561.844,45403356.680,97993.827,16.800
127.000,62.400,2470.720,2572.950,45403998.655,98765.432,16.800
128.000,62.400,2497.973,2601.387,45404640.630,99537.037,16.800
129.000,62.400,2522.931,2626.977,45405282.606,100308.642,16.800
130.000,62.400,2538.487,2646.190,45405924.581,101080.247,16.800
131.000,62.400,2550.275,2658.925,45406566.556,101851.852,16.800
132.000,62.400,2574.796,2684.934,45407208.532,102623.457,16.800
133.000,62.400,2605.971,2717.220,45407850.507,103395.062,16.800
134.000,62.400,2622.553,2734.275,45408492.482,104166.667,16.800
135.000,62.400,2637.261,2750.012,45409134.458,104938.272,16.800
136.000,62.400,2670.933,2784.896,45409776.433,105709.877,16.800
137.000,62.400,2691.442,2806.664,45410418.408,106481.481,16.800
138.000,62.400,2703.606,2819.822,45411060.384,107253.086,16.800
139.000,62.400,2733.756,2851.393,45411702.359,108024.691,16.800
140.000,62.400,2763.198,2881.608,45412344.334,108796.296,16.800
141.000,62.400,2782.709,2901.726,45412986.309,109567.901,16.800
142.000,62.400,2795.048,2915.702,45413628.285,110339.506,16.800
143.000,62.400,2826.714,2947.636,45414270.260,111111.111,16.800
144.000,62.400,2859.046,2981.678,45414912.235,111882.716,16.800
145.000,62.400,2867.307,2990.538,45415554.211,112654.321,16.800
146.000,62.400,2886.274,3009.838,45416196.186,113425.926,16.800
147.000,62.400,2916.665,3042.892,45416838.161,114197.531,16.800
148.000,62.400,2934.209,3062.061,45417480.137,114969.136,16.800
149.000,62.400,2945.061,3074.128,45418122.112,115740.741,16.800
150.000,62.400,2973.146,3104.039,45418764.087,116512.346,16.800
151.000,62.400,2999.366,3131.004,45419406.063,117283.951,16.800
152.000,62.400,3017.881,3149.713,45420048.038,118055.556,16.800
153.000,62.400,3030.547,3163.597,45420690.013,118827.160,16.800
154.000,62.400,3056.988,3190.826,45421331.988,119598.765,16.800
155.000,62.400,3089.560,3224.184,45421973.964,120370.370,16.800
156.000,62.400,3105.243,3240.674,45422615.939,121141.975,16.800
157.000,62.400,3124.184,3260.041,45423257.914,121913.580,16.800
158.000,62.400,3159.657,3296.288,45423899.890,122685.185,16.800
159.000,62.400,3181.097,3318.668,45424541.865,123456.790,16.800
160.000,62.400,3194.962,3333.545,45425183.840,124228.395,16.800
161.000,62.400,3226.425,3365.859,45425825.816,125000.000,16.800
162.000,62.400,3257.643,3397.304,45426467.791,125771.605,16.800
163.000,62.400,3277.692,3417.836,45427109.766,126543.210,16.800
164.000,62.400,3292.405,3432.681,45427751.742,127314.815,16.800
165.000,62.400,3323.533,3465.334,45428393.717,128086.420,16.800
166.000,62.400,3355.426,3497.643,45429035.692,128858.025,16.800
167.000,62.400,3364.315,3506.656,45429677.667,129629.630,16.800
168.000,62.400,3390.594,3533.243,45430319.643,130401.235,16.800
169.000,62.400,3423.756,3566.654,45430961.618,131172.840,16.800
170.000,62.400,3439.060,3582.388,45431603.593,131944.444,16.800
171.000,62.400,3452.354,3596.627,45432245.569,132716.049,16.800
172.000,62.400,3483.504,3628.485,45432887.544,133487.654,16.800
173.000,62.400,3513.751,3659.247,45433529.519,134259.259,16.800
174.000,62.400,3531.708,3677.407,45434171.495,135030.864,16.800
175.000,62.400,3545.605,3691.735,45434813.470,135802.469,16.800
176.000,62.400,3573.476,3720.257,45435455.445,136574.074,16.800
177.000,62.400,3605.442,3752.728,45436097.421,137345.679,16.800
178.000,62.400,3617.067,3764.407,45436739.396,138117.284,16.800
179.000,62.400,3639.860,3789.929,45437381.371,138888.889,16.800
180.000,62.400,3675.287,3825.805,45438023.346,139660.494,16.800
181.000,62.400,3697.315,3848.515,45438665.322,140432.099,16.800
182.000,62.400,3710.211,3861.539,45439307.297,141203.704,16.800
183.000,62.400,3740.957,3894.662,45439949.272,141975.309,16.800
184.000,62.400,3773.113,3927.294,45440591.248,142746.914,16.800
185.000,62.400,3792.946,3948.195,45441233.223,143518.519,16.800
186.000,62.400,3808.004,3963.588,45441875.198,144290.123,16.800
187.000,62.400,3840.825,3997.868,45442517.174,145061.728,16.800
188.000,62.400,3870.345,4029.031,45443159.149,145833.333,16.800
189.000,62.400,3880.426,4039.264,45443801.124,146604.938,16.800
190.000,62.400,3909.070,4068.135,45444443.100,147376.543,16.800
191.000,62.400,3944.869,4104.917,45445085.075,148148.148,16.800
192.000,62.400,3960.491,4121.009,45445727.050,148919.753,16.800
193.000,62.400,3975.044,4135.924,45446369.025,149691.358,16.800
194.000,62.400,4006.252,4168.199,45447011.001,150462.963,16.800
195.000,62.400,4035.457,4199.631,45447652.976,151234.568,16.800
196.000,62.400,4052.607,4218.198,45448294.951,152006.173,16.800
197.000,62.400,4067.421,4233.043,45448936.927,152777.778,16.800
198.000,62.400,4095.066,4262.342,45449578.902,153549.383,16.800
199.000,62.400,4120.224,4291.693,45450220.877,154320.988,16.800
200.000,62.400,4131.256,4303.263,45450862.853,155092.593,16.800
201.000,62.400,4157.529,4332.317,45451504.828,155864.198,16.800
202.000,62.400,4192.632,4369.933,45452146.803,156635.802,16.800
203.000,62.400,4212.387,4391.810,45452788.779,157407.407,16.800
204.000,62.400,4223.548,4406.545,45453430.754,158179.012,16.800
205.000,62.400,4257.917,4441.750,45454072.729,158950.617,16.800
206.000,62.400,4289.989,4475.094,45454714.705,159722.222,16.800
207.000,62.400,4308.117,4494.339,45455356.680,160493.827,16.800
208.000,62.400,4324.499,4511.061,45455998.655,161265.432,16.800
209.000,62.400,4358.345,4545.429,45456640.630,162037.037,16.800
210.000,62.400,4386.979,4574.773,45457282.606,162808.642,16.800
211.000,62.400,4397.768,4587.150,45457924.581,163580.247,16.800
212.000,62.400,4429.867,4621.606,45458566.556,164351.852,16.800
213.000,62.400,4465.906,4659.050,45459208.532,165123.457,16.800
214.000,62.400,4481.285,4674.788,45459850.507,165895.062,16.800
215.000,62.400,4494.994,4690.563,45460492.482,166666.667,16.800
216.000,62.400,4527.820,4724.867,45461134.458,167438.272,16.800
217.000,62.400,4558.750,4756.932,45461776.433,168209.877,16.800
218.000,62.400,4573.731,4773.705,45462418.408,168981.481,16.800
219.000,62.400,4589.553,4789.807,45463060.384,169753.086,16.800
220.000,62.400,4623.381,4824.826,45463702.359,170524.691,16.800
221.000,62.400,4644.390,4849.011,45464344.334,171296.296,16.800
222.000,62.400,4657.070,4862.198,45464986.309,172067.901,16.800
223.000,62.400,4686.500,4892.413,45465628.285,172839.506,16.800
224.000,62.400,4724.850,4931.039,45466270.260,173611.111,16.800
225.000,62.400,4746.657,4953.039,45466912.235,174382.716,16.800
226.000,62.400,4762.775,4969.307,45467554.211,175154.321,16.800
227.000,62.400,4795.508,5003.338,45468196.186,175925.926,16.800
228.000,62.400,4827.021,5035.004,45468838.161,176697.531,16.800
229.000,62.400,4845.479,5053.892,45469480.137,177469.136,16.800
230.000,62.400,4867.198,5075.914,45470122.112,178240.741,16.800
231.000,62.400,4902.345,5111.443,45470764.087,179012.346,16.800
232.000,62.400,4928.054,5137.564,45471406.063,179783.951,16.800
233.000,62.400,4940.396,5150.364,45472048.038,180555.556,16.800
234.000,62.400,4976.114,5186.731,45472690.013,181327.160,16.800
235.000,62.400,5013.587,5225.499,45473331.988,182098.765,16.800
236.000,62.400,5029.084,5241.256,45473973.964,182870.370,16.800
237.000,62.400,5044.992,5257.865,45474615.939,183641.975,16.800
238.000,62.400,5081.300,5294.563,45475257.914,184413.580,16.800
239.000,62.400,5108.891,5325.814,45475899.890,185185.185,16.800
240.000,62.400,5119.064,5336.317,45476541.865,185956.790,16.800
241.000,62.400,5141.413,5359.266,45477183.840,186728.395,16.800
242.000,62.400,5176.802,5395.389,45477825.816,187500.000,16.800
243.000,62.400,5199.797,5418.636,45478467.791,188271.605,16.800
244.000,62.400,5212.002,5430.986,45479109.766,189043.210,16.800
245.000,62.400,5244.162,5463.547,45479751.742,189814.815,16.800
246.000,62.400,5283.960,5504.134,45480393.717,190586.420,16.800
247.000,62.400,5304.844,5526.536,45481035.692,191358.025,16.800
248.000,62.400,5321.382,5543.401,45481677.667,192129.630,16.800
249.000,62.400,5357.257,5580.379,45482319.643,192901.235,16.800
250.000,62.400,5387.643,5611.871,45482961.618,193672.840,16.800
251.000,62.400,5404.455,5631.221,45483603.593,194444.444,16.800
252.000,62.400,5429.317,5656.442,45484245.569,195216.049,16.800
253.000,62.400,5466.866,5695.194,45484887.544,195987.654,16.800
254.000,62.400,5491.169,5720.172,45485529.519,196759.259,16.800
255.000,62.400,5506.302,5735.434,45486171.495,197530.864,16.800
256.000,62.400,5543.302,5772.870,45486813.470,198302.469,16.800
257.000,62.400,5581.732,5812.533,45487455.445,199074.074,16.800
258.000,62.400,5596.793,5828.726,45488097.421,199845.679,16.800
259.000,62.400,5613.286,5845.655,45488739.396,200617.284,16.800
260.000,62.400,5649.621,5883.007,45489381.371,201388.889,16.800
261.000,62.400,5678.512,5912.318,45490023.346,202160.494,16.800
262.000,62.400,5687.609,5922.672,45490665.322,202932.099,16.800
263.000,62.400,5715.930,5954.482,45491307.297,203703.704,16.800
264.000,62.400,5751.780,5991.674,45491949.272,204475.309,16.800
265.000,62.400,5771.071,6011.798,45492591.248,205246.914,16.800
266.000,62.400,5781.836,6026.280,45493233.223,206018.519,16.800
267.000,62.400,5815.561,6061.122,45493875.198,206790.123,16.800
268.000,62.400,5853.617,6101.974,45494517.174,207561.728,16.800
269.000,62.400,5874.416,6123.815,45495159.149,208333.333,16.800
270.000,62.400,5891.681,6141.841,45495801.124,209104.938,16.800
271.000,62.400,5927.712,6179.159,45496443.100,209876.543,16.800
272.000,62.400,5956.706,6209.847,45497085.075,210648.148,16.800
273.000,62.400,5971.104,6225.587,45497727.050,211419.753,16.800
274.000,62.400,5999.886,6255.123,45498369.025,212191.358,16.800
275.000,62.400,6036.525,6292.160,45499011.001,212962.963,16.800
276.000,62.400,6058.564,6317.272,45499652.976,213734.568,16.800
277.000,62.400,6073.032,6333.174,45500294.951,214506.173,16.800
278.000,62.400,6112.473,6373.643,45500936.927,215277.778,16.800
279.000,62.400,6151.714,6413.913,45501578.902,216049.383,16.800
280.000,62.400,6170.001,6433.521,45502220.877,216820.988,16.800
281.000,62.400,6186.590,6451.069,45502862.853,217592.593,16.800
282.000,62.400,6223.624,6489.470,45503504.828,218364.198,16.800
283.000,62.400,6251.631,6518.813,45504146.803,219135.802,16.800
284.000,62.400,6263.145,6531.110,45504788.779,219907.407,16.800
285.000,62.400,6295.517,6564.224,45505430.754,220679.012,16.800
286.000,62.400,6336.591,6605.632,45506072.729,221450.617,16.800
287.000,62.400,6354.598,6626.153,45506714.705,222222.222,16.800
288.000,62.400,6369.705,6641.875,45507356.680,222993.827,16.800
289.000,62.400,6402.865,6677.674,45507998.655,223765.432,16.800
290.000,62.400,6442.840,6718.118,45508640.630,224537.037,16.800
291.000,62.400,6463.944,6739.455,45509282.606,225308.642,16.800
292.000,62.400,6481.257,6757.143,45509924.581,226080.247,16.800
293.000,62.400,6518.425,6795.375,45510566.556,226851.852,16.800
294.000,62.400,6548.627,6825.741,45511208.532,227623.457,16.800
295.000,62.400,6563.013,6840.322,45511850.507,228395.062,16.800
296.000,62.400,6592.420,6870.240,45512492.482,229166.667,16.800
297.000,62.400,6631.112,6909.147,45513134.458,229938.272,16.800
298.000,62.400,6656.399,6934.899,45513776.433,230709.877,16.800
299.000,62.400,6672.947,6952.070,45514418.408,231481.481,16.800
300.000,62.400,6713.407,6993.338,45515060.384,232253.086,16.800
301.000,62.400,6751.970,7032.680,45515702.359,233024.691,16.800
302.000,62.400,6768.093,7049.054,45516344.334,233796.296,16.800
303.000,62.400,6788.745,7070.317,45516986.309,234567.901,16.800
304.000,62.400,6825.444,7109.406,45517628.285,235339.506,16.800
305.000,62.400,6853.921,7138.516,45518270.260,236111.111,16.800
306.000,62.400,6868.174,7152.974,45518912.235,236882.716,16.800
307.000,62.400,6903.031,7188.751,45519554.211,237654.321,16.800
308.000,62.400,6945.404,7231.807,45520196.186,238425.926,16.800
309.000,62.400,6964.088,7252.332,45520838.161,239197.531,16.800
310.000,62.400,6980.927,7269.340,45521480.137,239969.136,16.800
311.000,62.400,7016.842,7306.941,45522122.112,240740.741,16.800
312.000,62.400,7056.219,7347.256,45522764.087,241512.346,16.800
313.000,62.400,7075.367,7368.809,45523406.063,242283.951,16.800
314.000,62.400,7096.441,7390.266,45524048.038,243055.556,16.800
315.000,62.400,7133.276,7428.267,45524690.013,243827.160,16.800
316.000,62.400,7158.940,7455.010,45525331.988,244598.765,16.800
317.000,62.400,7175.148,7471.865,45525973.964,245370.370,16.800
318.000,62.400,7205.052,7502.199,45526615.939,246141.975,16.800
319.000,62.400,7245.316,7543.079,45527257.914,246913.580,16.800
320.000,62.400,7269.315,7568.053,45527899.890,247685.185,16.800
321.000,62.400,7287.140,7586.654,45528541.865,248456.790,16.800
322.000,62.400,7329.011,7629.417,45529183.840,249228.395,16.800
323.000,62.400,7363.938,7667.064,45529825.816,250000.000,16.800
324.000,62.400,7377.360,7681.313,45530467.791,250771.605,16.800
325.000,62.400,7400.563,7712.364,45531109.766,251543.210,16.800
326.000,62.400,7439.618,7751.731,45531751.742,252314.815,16.800
327.000,62.325,7464.044,7778.711,45532392.945,253086.420,16.900
328.000,62.325,7477.685,7794.609,45533034.149,253858.025,16.900
329.000,62.325,7511.628,7832.639,45533675.353,254629.630,16.900
330.000,62.325,7552.900,7878.497,45534316.556,255401.235,16.900
331.000,62.325,7571.719,7898.843,45534957.760,256172.840,16.900
332.000,62.325,7588.678,7916.708,45535598.964,256944.444,16.900
333.000,62.325,7626.888,7956.189,45536240.167,257716.049,16.900
334.000,62.325,7658.904,7992.714,45536881.371,258487.654,16.900
335.000,62.325,7668.980,8006.035,45537522.575,259259.259,16.900
336.000,62.325,7693.814,8032.761,45538163.779,260030.864,16.900
337.000,62.325,7730.443,8070.348,45538804.982,260802.469,16.900
338.000,62.325,7755.145,8096.698,45539446.186,261574.074,16.900
339.000,62.325,7768.467,8111.692,45540087.390,262345.679,16.900
340.000,62.325,7799.146,8144.725,45540728.593,263117.284,16.900
341.000,62.325,7841.342,8188.002,45541369.797,263888.889,16.900
342.000,62.325,7866.780,8214.485,45542011.001,264660.494,16.900
343.000,62.325,7884.813,8233.771,45542652.205,265432.099,16.900
344.000,62.325,7928.476,8278.305,45543293.408,266203.704,16.900
345.000,62.325,7961.396,8312.421,45543934.612,266975.309,16.900
346.000,62.325,7975.312,8327.405,45544575.816,267746.914,16.900
347.000,62.325,8009.619,8362.726,45545217.019,268518.519,16.900
348.000,62.325,8049.039,8402.886,45545858.223,269290.123,16.900
349.000,62.325,8070.883,8427.092,45546499.427,270061.728,16.900
350.000,62.325,8089.378,8445.984,45547140.630,270833.333,16.900
351.000,62.325,8127.433,8485.338,45547781.834,271604.938,16.900
352.000,62.325,8173.609,8532.193,45548423.038,272376.543,16.900
353.000,62.325,8193.909,8553.217,45549064.242,273148.148,16.900
354.000,62.325,8212.028,8571.463,45549705.445,273919.753,16.900
355.000,62.325,8251.898,8612.061,45550346.649,274691.358,16.900
356.000,62.325,8283.831,8644.574,45550987.853,275462.963,16.900
357.000,62.325,8297.020,8657.958,45551629.056,276234.568,16.900
358.000,62.325,8333.097,8694.667,45552270.260,277006.173,16.900
359.000,62.325,8370.967,8733.512,45552911.464,277777.778,16.900
360.000,62.325,8394.693,8757.585,45553552.667,278549.383,16.900
361.000,62.325,8411.727,8775.548,45554193.871,279320.988,16.900
362.000,62.325,8444.828,8809.857,45554835.075,280092.593,16.900
363.000,62.325,8489.348,8855.460,45555476.279,280864.198,16.900
364.000,62.325,8513.725,8880.221,45556117.482,281635.802,16.900
365.000,62.325,8533.604,8900.705,45556758.686,282407.407,16.900
366.000,62.325,8580.121,8947.872,45557399.890,283179.012,16.900
367.000,62.325,8612.513,8980.574,45558041.093,283950.617,16.900
368.000,62.325,8629.954,8998.068,45558682.297,284722.222,16.900
369.000,62.325,8666.912,9038.537,45559323.501,285493.827,16.900
370.000,62.325,8707.309,9079.798,45559964.705,286265.432,16.900
371.000,62.325,8731.714,9106.517,45560605.908,287037.037,16.900
372.000,62.325,8750.921,9126.230,45561247.112,287808.642,16.900
373.000,62.325,8792.226,9167.862,45561888.316,288580.247,16.900
374.000,62.325,8838.069,9215.541,45562529.519,289351.852,16.900
375.000,62.325,8856.964,9236.929,45563170.723,290123.457,16.900
376.000,62.325,8874.303,9255.456,45563811.927,290895.062,16.900
377.000,62.325,8919.136,9301.257,45564453.130,291666.667,16.900
378.000,62.325,8944.738,9328.116,45565094.334,292438.272,16.900
379.000,62.325,8959.748,9343.527,45565735.538,293209.877,16.900
380.000,62.325,8997.299,9381.824,45566376.742,293981.481,16.900
381.000,62.325,9036.492,9422.196,45567017.945,294753.086,16.900
382.000,62.325,9060.240,9446.258,45567659.149,295524.691,16.900
383.000,62.325,9078.043,9465.037,45568300.353,296296.296,16.900
384.000,62.325,9111.660,9500.195,45568941.556,297067.901,16.900
385.000,62.325,9154.018,9545.374,45569582.760,297839.506,16.900
386.000,62.325,9177.014,9569.194,45570223.964,298611.111,16.900
387.000,62.325,9197.407,9590.599,45570865.167,299382.716,16.900
388.000,62.325,9243.170,9639.298,45571506.371,300154.321,16.900
389.000,62.325,9268.752,9671.109,45572147.575,300925.926,16.900
390.000,62.325,9284.585,9687.928,45572788.779,301697.531,16.900
391.000,62.325,9325.637,9731.569,45573429.982,302469.136,16.900
392.000,62.325,9367.682,9774.103,45574071.186,303240.741,16.900
393.000,62.325,9390.377,9799.793,45574712.390,304012.346,16.900
394.000,62.325,9409.711,9820.184,45575353.593,304783.951,16.900
395.000,62.325,9451.826,9863.006,45575994.797,305555.556,16.900
396.000,62.325,9497.136,9909.737,45576636.001,306327.160,16.900
397.000,62.325,9510.185,9924.604,45577277.205,307098.765,16.900
398.000,62.325,9534.175,9949.390,45577918.408,307870.370,16.900
399.000,62.325,9576.868,9996.828,45578559.612,308641.975,16.900
400.000,62.325,9602.895,10023.306,45579200.816,309413.580,16.900
401.000,62.325,9615.404,10038.692,45579842.019,310185.185,16.900
402.000,62.325,9653.265,10080.486,45580483.223,310956.790,16.900
403.000,62.325,9690.267,10118.504,45581124.427,311728.395,16.900
404.000,62.325,9715.458,10143.944,45581765.630,312500.000,16.900
405.000,62.325,9732.107,10163.285,45582406.834,313271.605,16.900
406.000,62.325,9766.918,10199.379,45583048.038,314043.210,16.900
407.000,62.325,9809.034,10242.241,45583689.242,314814.815,16.900
408.000,62.325,9831.349,10265.970,45584330.445,315586.420,16.900
409.000,62.325,9855.794,10291.468,45584971.649,316358.025,16.900
410.000,62.325,9905.263,10342.438,45585612.853,317129.630,16.900
411.000,62.325,9933.981,10372.495,45586254.056,317901.235,16.900
412.000,62.325,9953.131,10391.892,45586895.260,318672.840,16.900
413.000,62.325,9998.079,10437.212,45587536.464,319444.444,16.900
414.000,62.325,10040.404,10480.994,45588177.667,320216.049,16.900
415.000,62.325,10064.189,10508.739,45588818.871,320987.654,16.900
416.000,62.325,10085.282,10530.430,45589460.075,321759.259,16.900
417.000,62.325,10129.048,10575.116,45590101.279,322530.864,16.900
418.000,62.325,10171.947,10619.860,45590742.482,323302.469,16.900
419.000,62.325,10184.238,10632.421,45591383.686,324074.074,16.900
420.000,62.325,10218.095,10666.454,45592024.890,324845.679,16.900
421.000,62.325,10262.335,10712.291,45592666.093,325617.284,16.900
422.000,62.325,10285.624,10735.945,45593307.297,326388.889,16.900
423.000,62.325,10302.021,10752.965,45593948.501,327160.494,16.900
424.000,62.325,10342.076,10797.307,45594589.705,327932.099,16.900
