# t(s), cv(%), R(US$), iR(US$), C(US$), iC(US$), d
0.000,75.000,66.980,66.980,45322498.655,771.605,0.000
100.000,75.000,202.392,202.392,45323270.260,1543.210,0.000
200.000,75.000,261.365,261.365,45324041.865,2314.815,0.000
300.000,75.000,313.467,313.467,45324813.470,3086.420,0.000
400.000,75.000,406.980,406.980,45325585.075,3858.025,0.000
500.000,75.000,695.599,695.599,45326356.680,4629.630,0.000
600.000,75.000,750.991,750.991,45327128.285,5401.235,0.000
700.000,75.000,799.472,799.472,45327899.890,6172.840,0.000
800.000,75.000,1060.710,1060.710,45328671.495,6944.444,0.000
900.000,75.000,1158.667,1158.667,45329443.100,7716.049,0.000
1000.000,75.000,1197.648,1197.648,45330214.705,8487.654,0.000
1100.000,75.000,1279.910,1279.910,45330986.309,9259.259,0.000
1200.000,75.000,1425.635,1425.635,45331757.914,10030.864,0.000
1300.000,75.000,1482.935,1482.935,45332529.519,10802.469,0.000
1400.000,75.000,1515.460,1515.460,45333301.124,11574.074,0.000
1500.000,75.000,1667.211,1667.211,45334072.729,12345.679,0.000
1600.000,75.000,1811.820,1811.820,45334844.334,13117.284,0.000
1700.000,75.000,1881.479,1881.479,45335615.939,13888.889,0.000
1800.000,75.000,1918.689,1918.689,45336387.544,14660.494,0.000
1900.000,75.000,2032.388,2032.388,45337159.149,15432.099,0.000
2000.000,75.000,2221.104,2221.104,45337930.754,16203.704,0.000
2100.000,75.000,2258.506,2258.506,45338702.359,16975.309,0.000
2200.000,75.000,2348.627,2348.627,45339473.964,17746.914,0.000
2300.000,75.000,2517.177,2517.177,45340245.569,18518.519,0.000
2400.000,75.000,2582.427,2582.427,45341017.174,19290.123,0.000
2500.000,75.000,2616.033,2616.033,45341788.779,20061.728,0.000
2600.000,75.000,2760.798,2760.798,45342560.384,20833.333,0.000
2700.000,75.000,2924.829,2924.829,45343331.989,21604.938,0.000
2800.000,75.000,2956.861,2956.861,45344103.593,22376.543,0.000
2900.000,75.000,2999.982,2999.982,45344875.198,23148.148,0.000
3000.000,75.000,3205.197,3205.197,45345646.803,23919.753,0.000
3100.000,75.000,3287.345,3287.345,45346418.408,24691.358,0.000
3200.000,75.000,3322.992,3322.992,45347190.013,25462.963,0.000
3300.000,75.000,3716.518,3716.518,45347961.618,26234.568,0.000
3400.000,75.000,3854.470,3854.470,45348733.223,27006.173,0.000
3500.000,75.000,3926.686,3926.686,45349504.828,27777.778,0.000
3600.000,75.000,3964.982,3964.982,45350276.433,28549.383,0.000
3700.000,75.000,4060.012,4060.012,45351048.038,29320.988,0.000
3800.000,75.000,4174.301,4174.301,45351819.643,30092.593,0.000
3900.000,75.000,4236.594,4236.594,45352591.248,30864.198,0.000
4000.000,75.000,4273.367,4273.367,45353362.853,31635.802,0.000
4100.000,75.000,4421.558,4421.558,45354134.458,32407.407,0.000
4200.000,75.000,4510.458,4510.458,45354906.063,33179.012,0.000
4300.000,75.000,4546.921,4546.921,45355677.668,33950.617,0.000
4400.000,75.000,4647.517,4647.517,45356449.272,34722.222,0.000
4500.000,75.000,4797.595,4797.595,45357220.877,35493.827,0.000
4600.000,75.000,4968.995,4968.995,45357992.482,36265.432,0.000
4700.000,75.000,5022.117,5022.117,45358764.087,37037.037,0.000
4800.000,75.000,5142.314,5142.314,45359535.692,37808.642,0.000
4900.000,75.000,5395.867,5395.867,45360307.297,38580.247,0.000
5000.000,75.000,5421.805,5421.805,45361078.902,39351.852,0.000
5100.000,75.000,5517.021,5517.021,45361850.507,40123.457,0.000
5200.000,75.000,5656.879,5656.879,45362622.112,40895.062,0.000
5300.000,75.000,5788.356,5788.356,45363393.717,41666.667,0.000
5400.000,75.000,5822.178,5822.178,45364165.322,42438.272,0.000
5500.000,75.000,5972.168,5972.168,45364936.927,43209.877,0.000
5600.000,75.000,6120.315,6120.315,45365708.532,43981.481,0.000
5700.000,75.000,6209.909,6209.909,45366480.137,44753.086,0.000
5800.000,75.000,6277.560,6277.560,45367251.742,45524.691,0.000
5900.000,75.000,6457.549,6457.549,45368023.347,46296.296,0.000
6000.000,75.000,6567.270,6567.270,45368794.952,47067.901,0.000
6100.000,75.000,6611.556,6611.556,45369566.556,47839.506,0.000
6200.000,75.000,6686.438,6686.438,45370338.161,48611.111,0.000
6300.000,75.000,6826.047,6826.047,45371109.766,49382.716,0.000
6400.000,75.000,6907.444,6907.444,45371881.371,50154.321,0.000
6500.000,75.000,6930.035,6930.035,45372652.976,50925.926,0.000
6600.000,75.000,7008.155,7008.155,45373424.581,51697.531,0.000
6700.000,75.000,7115.605,7115.605,45374196.186,52469.136,0.000
6800.000,75.000,7216.492,7216.492,45374967.791,53240.741,0.000
6900.000,75.000,7275.934,7275.934,45375739.396,54012.346,0.000
7000.000,75.000,7358.765,7358.765,45376511.001,54783.951,0.000
7100.000,75.000,7548.585,7548.585,45377282.606,55555.556,0.000
7200.000,75.000,7603.571,7603.571,45378054.211,56327.160,0.000
7300.000,75.000,7646.459,7646.459,45378825.816,57098.765,0.000
7400.000,75.000,7971.588,7971.588,45379597.421,57870.370,0.000
7500.000,75.000,8046.109,8046.109,45380369.026,58641.975,0.000
7600.000,75.000,8078.568,8078.568,45381140.631,59413.580,0.000
7700.000,75.000,8178.178,8178.178,45381912.236,60185.185,0.000
7800.000,75.000,8348.702,8348.702,45382683.840,60956.790,0.000
7900.000,75.000,8402.653,8402.653,45383455.445,61728.395,0.000
8000.000,75.000,8438.208,8438.208,45384227.050,62500.000,0.000
8100.000,75.000,8573.147,8573.147,45384998.655,63271.605,0.000
8200.000,75.000,8717.485,8717.485,45385770.260,64043.210,0.000
8300.000,75.000,8742.537,8742.537,45386541.865,64814.815,0.000
8400.000,75.000,8800.146,8800.146,45387313.470,65586.420,0.000
8500.000,75.000,8947.018,8947.018,45388085.075,66358.025,0.000
8600.000,75.000,9134.208,9134.208,45388856.680,67129.630,0.000
8700.000,75.000,9166.416,9166.416,45389628.285,67901.235,0.000
8800.000,75.000,9238.641,9238.641,45390399.890,68672.840,0.000
8900.000,75.000,9374.801,9374.801,45391171.495,69444.444,0.000
9000.000,75.000,9426.437,9426.437,45391943.100,70216.049,0.000
9100.000,75.000,9474.192,9474.192,45392714.705,70987.654,0.000
9200.000,75.000,9628.732,9628.732,45393486.310,71759.259,0.000
9300.000,75.000,9723.119,9723.119,45394257.915,72530.864,0.000
9400.000,75.000,9752.327,9752.327,45395029.520,73302.469,0.000
9500.000,75.000,9827.861,9827.861,45395801.124,74074.074,0.000
9600.000,75.000,10011.224,10011.224,45396572.729,74845.679,0.000
9700.000,75.000,10060.658,10060.658,45397344.334,75617.284,0.000
9800.000,75.000,10103.336,10103.336,45398115.939,76388.889,0.000
9900.000,75.000,10335.465,10335.465,45398887.544,77160.494,0.000
10000.000,75.000,10445.046,10445.046,45399659.149,77932.099,0.000
10100.000,75.000,10501.384,10501.384,45400430.754,78703.704,0.000
10200.000,75.000,10587.668,10587.668,45401202.359,79475.309,0.000
10300.000,75.000,10714.427,10714.427,45401973.964,80246.914,0.000
10400.000,75.000,10813.698,10813.698,45402745.569,81018.519,0.000
10500.000,75.000,10841.402,10841.402,45403517.174,81790.123,0.000
10600.000,75.000,10947.180,10947.180,45404288.779,82561.728,0.000
10700.000,75.000,11060.258,11060.258,45405060.384,83333.333,0.000
10800.000,75.000,11128.011,11128.011,45405831.989,84104.938,0.000
10900.000,75.000,11177.530,11177.530,45406603.594,84876.543,0.000
11000.000,75.000,11317.576,11317.576,45407375.199,85648.148,0.000
11100.000,75.000,11427.302,11427.302,45408146.803,86419.753,0.000
11200.000,75.000,11450.888,11450.888,45408918.408,87191.358,0.000
11300.000,75.000,11522.192,11522.192,45409690.013,87962.963,0.000
11400.000,75.000,11620.145,11620.145,45410461.618,88734.568,0.000
11500.000,75.000,12039.049,12039.049,45411233.223,89506.173,0.000
11600.000,75.000,12073.246,12073.246,45412004.828,90277.778,0.000
11700.000,75.000,12144.435,12144.435,45412776.433,91049.383,0.000
11800.000,75.000,12257.590,12257.590,45413548.038,91820.988,0.000
11900.000,75.000,12346.563,12346.563,45414319.643,92592.593,0.000
12000.000,75.000,12401.713,12401.713,45415091.248,93364.198,0.000
12100.000,75.000,12534.791,12534.791,45415862.853,94135.802,0.000
12200.000,75.000,12654.629,12654.629,45416634.458,94907.407,0.000
12300.000,75.000,12695.831,12695.831,45417406.063,95679.012,0.000
12400.000,75.000,12772.983,12772.983,45418177.668,96450.617,0.000
12500.000,75.000,12921.386,12921.386,45418949.273,97222.222,0.000
12600.000,75.000,13024.300,13024.300,45419720.878,97993.827,0.000
12700.000,75.000,13062.003,13062.003,45420492.483,98765.432,0.000
12800.000,75.000,13161.430,13161.430,45421264.087,99537.037,0.000
12900.000,75.000,13269.106,13269.106,45422035.692,100308.642,0.000
13000.000,75.000,13345.088,13345.088,45422807.297,101080.247,0.000
13100.000,75.000,13380.101,13380.101,45423578.902,101851.852,0.000
13200.000,75.000,13474.726,13474.726,45424350.507,102623.457,0.000
13300.000,75.000,13578.593,13578.593,45425122.112,103395.062,0.000
13400.000,75.000,13624.072,13624.072,45425893.717,104166.667,0.000
13500.000,75.000,13676.269,13676.269,45426665.322,104938.272,0.000
13600.000,75.000,13823.120,13823.120,45427436.927,105709.877,0.000
13700.000,75.000,14015.271,14015.271,45428208.532,106481.481,0.000
13800.000,75.000,14058.970,14058.970,45428980.137,107253.086,0.000
13900.000,75.000,14125.843,14125.843,45429751.742,108024.691,0.000
14000.000,75.000,14265.819,14265.819,45430523.347,108796.296,0.000
14100.000,75.000,14322.353,14322.353,45431294.952,109567.901,0.000
14200.000,75.000,14356.002,14356.002,45432066.557,110339.506,0.000
14300.000,75.000,14479.711,14479.711,45432838.162,111111.111,0.000
14400.000,75.000,14613.890,14613.890,45433609.767,111882.716,0.000
14500.000,75.000,14643.704,14643.704,45434381.371,112654.321,0.000
14600.000,75.000,14701.116,14701.116,45435152.976,113425.926,0.000
14700.000,75.000,14849.920,14849.920,45435924.581,114197.531,0.000
14800.000,75.000,14942.568,14942.568,45436696.186,114969.136,0.000
14900.000,75.000,15029.019,15029.019,45437467.791,115740.741,0.000
15000.000,75.000,15142.976,15142.976,45438239.396,116512.346,0.000
15100.000,75.000,15287.786,15287.786,45439011.001,117283.951,0.000
15200.000,75.000,15367.125,15367.125,45439782.606,118055.556,0.000
15300.000,75.000,15410.215,15410.215,45440554.211,118827.160,0.000
15400.000,75.000,15532.562,15532.562,45441325.816,119598.765,0.000
15500.000,75.000,15640.385,15640.385,45442097.421,120370.370,0.000
15600.000,75.000,15673.251,15673.251,45442869.026,121141.975,0.000
15700.000,75.000,15742.801,15742.801,45443640.631,121913.580,0.000
15800.000,75.000,15919.188,15919.188,45444412.236,122685.185,0.000
15900.000,75.000,16000.394,16000.394,45445183.841,123456.790,0.000
16000.000,75.000,16039.719,16039.719,45445955.446,124228.395,0.000
16100.000,75.000,16194.158,16194.158,45446727.051,125000.000,0.000
16200.000,75.000,16419.708,16419.708,45447498.655,125771.605,0.000
16300.000,75.000,16473.386,16473.386,45448270.260,126543.210,0.000
16400.000,75.000,16534.432,16534.432,45449041.865,127314.815,0.000
16500.000,75.000,16642.976,16642.976,45449813.470,128086.420,0.000
16600.000,75.000,16747.780,16747.780,45450585.075,128858.025,0.000
16700.000,75.000,16776.794,16776.794,45451356.680,129629.630,0.000
16800.000,75.000,16854.835,16854.835,45452128.285,130401.235,0.000
16900.000,75.000,17000.385,17000.385,45452899.890,131172.840,0.000
17000.000,75.000,17065.618,17065.618,45453671.495,131944.444,0.000
17100.000,75.000,17147.497,17147.497,45454443.100,132716.049,0.000
17200.000,75.000,17253.375,17253.375,45455214.705,133487.654,0.000
17300.000,75.000,17358.288,17358.288,45455986.310,134259.259,0.000
17400.000,75.000,17414.379,17414.379,45456757.915,135030.864,0.000
17500.000,75.000,17482.428,17482.428,45457529.520,135802.469,0.000
17600.000,75.000,17592.001,17592.001,45458301.125,136574.074,0.000
17700.000,75.000,17697.303,17697.303,45459072.730,137345.679,0.000
17800.000,75.000,17748.694,17748.694,45459844.334,138117.284,0.000
17900.000,75.000,17834.738,17834.738,45460615.939,138888.889,0.000
18000.000,75.000,17958.706,17958.706,45461387.544,139660.494,0.000
18100.000,75.000,18043.630,18043.630,45462159.149,140432.099,0.000
18200.000,75.000,18079.260,18079.260,45462930.754,141203.704,0.000
18300.000,75.000,18153.592,18153.592,45463702.359,141975.309,0.000
18400.000,75.000,18443.128,18443.128,45464473.964,142746.914,0.000
18500.000,75.000,18479.958,18479.958,45465245.569,143518.519,0.000
18600.000,75.000,18534.214,18534.214,45466017.174,144290.123,0.000
18700.000,75.000,18632.645,18632.645,45466788.779,145061.728,0.000
18800.000,75.000,18802.132,18802.132,45467560.384,145833.333,0.000
18900.000,75.000,18825.145,18825.145,45468331.989,146604.938,0.000
19000.000,75.000,18916.907,18916.907,45469103.594,147376.543,0.000
19100.000,75.000,19091.677,19091.677,45469875.199,148148.148,0.000
19200.000,75.000,19157.889,19157.889,45470646.804,148919.753,0.000
19300.000,75.000,19200.706,19200.706,45471418.409,149691.358,0.000
19400.000,75.000,19400.564,19400.564,45472190.014,150462.963,0.000
19500.000,75.000,19499.558,19499.558,45472961.618,151234.568,0.000
19600.000,75.000,19630.545,19630.545,45473733.223,152006.173,0.000
19700.000,75.000,19707.617,19707.617,45474504.828,152777.778,0.000
19800.000,75.000,19826.757,19826.757,45475276.433,153549.383,0.000
19900.000,75.000,19937.377,19937.377,45476048.038,154320.988,0.000
20000.000,75.000,19973.085,19973.085,45476819.643,155092.593,0.000
20100.000,75.000,20096.528,20096.528,45477591.248,155864.198,0.000
20200.000,75.000,20264.078,20264.078,45478362.853,156635.802,0.000
20300.000,75.000,20358.525,20358.525,45479134.458,157407.407,0.000
20400.000,75.000,20410.629,20410.629,45479906.063,158179.012,0.000
20500.000,75.000,20545.333,20545.333,45480677.668,158950.617,0.000
20600.000,75.000,20665.460,20665.460,45481449.273,159722.222,0.000
20700.000,75.000,20698.162,20698.162,45482220.878,160493.827,0.000
20800.000,75.000,20745.397,20745.397,45482992.483,161265.432,0.000
20900.000,75.000,20894.619,20894.619,45483764.088,162037.037,0.000
21000.000,75.000,21005.877,21005.877,45484535.693,162808.642,0.000
21100.000,75.000,21040.180,21040.180,45485307.298,163580.247,0.000
21200.000,75.000,21173.394,21173.394,45486078.902,164351.852,0.000
21300.000,75.000,21333.638,21333.638,45486850.507,165123.457,0.000
21400.000,75.000,21369.141,21369.141,45487622.112,165895.062,0.000
21500.000,75.000,21443.632,21443.632,45488393.717,166666.667,0.000
21600.000,75.000,21574.081,21574.081,45489165.322,167438.272,0.000
21700.000,75.000,21686.727,21686.727,45489936.927,168209.877,0.000
21800.000,75.000,21726.775,21726.775,45490708.532,168981.481,0.000
21900.000,75.000,21782.023,21782.023,45491480.137,169753.086,0.000
22000.000,75.000,21931.678,21931.678,45492251.742,170524.691,0.000
22100.000,75.000,22058.209,22058.209,45493023.347,171296.296,0.000
22200.000,75.000,22144.020,22144.020,45493794.952,172067.901,0.000
22300.000,75.000,22254.011,22254.011,45494566.557,172839.506,0.000
22400.000,75.000,22367.920,22367.920,45495338.162,173611.111,0.000
22500.000,75.000,22596.767,22596.767,45496109.767,174382.716,0.000
22600.000,75.000,22644.534,22644.534,45496881.372,175154.321,0.000
22700.000,75.000,22776.058,22776.058,45497652.977,175925.926,0.000
22800.000,75.000,22878.862,22878.862,45498424.582,176697.531,0.000
22900.000,75.000,22912.453,22912.453,45499196.186,177469.136,0.000
23000.000,75.000,22970.751,22970.751,45499967.791,178240.741,0.000
23100.000,75.000,23109.160,23109.160,45500739.396,179012.346,0.000
23200.000,75.000,23237.960,23237.960,45501511.001,179783.951,0.000
23300.000,75.000,23265.889,23265.889,45502282.606,180555.556,0.000
23400.000,75.000,23352.410,23352.410,45503054.211,181327.160,0.000
23500.000,75.000,23671.346,23671.346,45503825.816,182098.765,0.000
23600.000,75.000,23756.033,23756.033,45504597.421,182870.370,0.000
23700.000,75.000,23821.532,23821.532,45505369.026,183641.975,0.000
23800.000,75.000,24129.957,24129.957,45506140.631,184413.580,0.000
23900.000,75.000,24231.501,24231.501,45506912.236,185185.185,0.000
24000.000,75.000,24272.772,24272.772,45507683.841,185956.790,0.000
24100.000,75.000,24367.395,24367.395,45508455.446,186728.395,0.000
24200.000,75.000,24511.645,24511.645,45509227.051,187500.000,0.000
24300.000,75.000,24603.578,24603.578,45509998.656,188271.605,0.000
24400.000,75.000,24652.152,24652.152,45510770.261,189043.210,0.000
24500.000,75.000,24793.234,24793.234,45511541.865,189814.815,0.000
24600.000,75.000,24917.143,24917.143,45512313.470,190586.420,0.000
24700.000,75.000,24990.615,24990.615,45513085.075,191358.025,0.000
24800.000,75.000,25045.241,25045.241,45513856.680,192129.630,0.000
24900.000,75.000,25174.049,25174.049,45514628.285,192901.235,0.000
25000.000,75.000,25269.955,25269.955,45515399.890,193672.840,0.000
25100.000,75.000,25330.342,25330.342,45516171.495,194444.444,0.000
25200.000,75.000,25395.837,25395.837,45516943.100,195216.049,0.000
25300.000,75.000,25706.830,25706.830,45517714.705,195987.654,0.000
25400.000,75.000,25783.505,25783.505,45518486.310,196759.259,0.000
25500.000,75.000,25812.683,25812.683,45519257.915,197530.864,0.000
25600.000,75.000,25921.738,25921.738,45520029.520,198302.469,0.000
25700.000,75.000,26015.931,26015.931,45520801.125,199074.074,0.000
25800.000,75.000,26054.173,26054.173,45521572.730,199845.679,0.000
25900.000,75.000,26090.564,26090.564,45522344.335,200617.284,0.000
26000.000,75.000,26339.623,26339.623,45523115.940,201388.889,0.000
26100.000,75.000,26445.833,26445.833,45523887.545,202160.494,0.000
26200.000,75.000,26490.857,26490.857,45524659.149,202932.099,0.000
26300.000,75.000,26777.156,26777.156,45525430.754,203703.704,0.000
26400.000,75.000,26917.826,26917.826,45526202.359,204475.309,0.000
26500.000,75.000,26989.451,26989.451,45526973.964,205246.914,0.000
26600.000,75.000,27054.523,27054.523,45527745.569,206018.519,0.000
26700.000,75.000,27179.716,27179.716,45528517.174,206790.123,0.000
26800.000,75.000,27302.749,27302.749,45529288.779,207561.728,0.000
26900.000,75.000,27417.717,27417.717,45530060.384,208333.333,0.000
27000.000,75.000,27461.136,27461.136,45530831.989,209104.938,0.000
27100.000,75.000,27615.377,27615.377,45531603.594,209876.543,0.000
27200.000,75.000,27704.395,27704.395,45532375.199,210648.148,0.000
27300.000,75.000,27750.214,27750.214,45533146.804,211419.753,0.000
27400.000,75.000,27823.215,27823.215,45533918.409,212191.358,0.000
27500.000,75.000,28056.135,28056.135,45534690.014,212962.963,0.000
27600.000,75.000,28219.985,28219.985,45535461.619,213734.568,0.000
27700.000,75.000,28246.065,28246.065,45536233.224,214506.173,0.000
27800.000,75.000,28396.679,28396.679,45537004.829,215277.778,0.000
27900.000,75.000,28530.302,28530.302,45537776.433,216049.383,0.000
28000.000,75.000,28577.901,28577.901,45538548.038,216820.988,0.000
28100.000,75.000,28675.690,28675.690,45539319.643,217592.593,0.000
28200.000,75.000,28822.129,28822.129,45540091.248,218364.198,0.000
28300.000,75.000,28939.322,28939.322,45540862.853,219135.802,0.000
28400.000,75.000,28959.989,28959.989,45541634.458,219907.407,0.000
28500.000,75.000,29058.874,29058.874,45542406.063,220679.012,0.000
28600.000,75.000,29221.560,29221.560,45543177.668,221450.617,0.000
28700.000,75.000,29299.355,29299.355,45543949.273,222222.222,0.000
28800.000,75.000,29388.230,29388.230,45544720.878,222993.827,0.000
28900.000,75.000,29511.363,29511.363,45545492.483,223765.432,0.000
29000.000,75.000,29629.427,29629.427,45546264.088,224537.037,0.000
29100.000,75.000,29835.186,29835.186,45547035.693,225308.642,0.000
29200.000,75.000,29894.313,29894.313,45547807.298,226080.247,0.000
29300.000,75.000,29990.724,29990.724,45548578.903,226851.852,0.000
29400.000,75.000,30066.087,30066.087,45549350.508,227623.457,0.000
29500.000,75.000,30100.571,30100.571,45550122.113,228395.062,0.000
29600.000,75.000,30198.861,30198.861,45550893.717,229166.667,0.000
29700.000,75.000,30296.683,30296.683,45551665.322,229938.272,0.000
29800.000,75.000,30357.081,30357.081,45552436.927,230709.877,0.000
29900.000,75.000,30390.197,30390.197,45553208.532,231481.481,0.000
30000.000,75.000,30467.294,30467.294,45553980.137,232253.086,0.000
30100.000,75.000,30680.828,30680.828,45554751.742,233024.691,0.000
30200.000,75.000,30715.473,30715.473,45555523.347,233796.296,0.000
30300.000,75.000,30760.068,30760.068,45556294.952,234567.901,0.000
30400.000,75.000,31215.421,31215.421,45557066.557,235339.506,0.000
30500.000,75.000,31322.238,31322.238,45557838.162,236111.111,0.000
30600.000,75.000,31384.967,31384.967,45558609.767,236882.716,0.000
30700.000,75.000,31465.391,31465.391,45559381.372,237654.321,0.000
30800.000,75.000,31650.647,31650.647,45560152.977,238425.926,0.000
30900.000,75.000,31708.644,31708.644,45560924.582,239197.531,0.000
31000.000,75.000,31754.274,31754.274,45561696.187,239969.136,0.000
31100.000,75.000,31896.106,31896.106,45562467.792,240740.741,0.000
31200.000,75.000,32027.015,32027.015,45563239.396,241512.346,0.000
31300.000,75.000,32070.351,32070.351,45564011.001,242283.951,0.000
31400.000,75.000,32114.777,32114.777,45564782.606,243055.556,0.000
31500.000,75.000,32241.092,32241.092,45565554.211,243827.160,0.000
31600.000,75.000,32432.986,32432.986,45566325.816,244598.765,0.000
31700.000,75.000,32456.704,32456.704,45567097.421,245370.370,0.000
31800.000,75.000,32536.967,32536.967,45567869.026,246141.975,0.000
31900.000,75.000,32697.906,32697.906,45568640.631,246913.580,0.000
32000.000,75.000,32764.417,32764.417,45569412.236,247685.185,0.000
32100.000,75.000,32815.375,32815.375,45570183.841,248456.790,0.000
32200.000,75.000,32936.173,32936.173,45570955.446,249228.395,0.000
32300.000,75.000,33075.916,33075.916,45571727.051,250000.000,0.000
32400.000,75.000,33107.538,33107.538,45572498.656,250771.605,0.000
32500.000,75.000,33152.502,33152.502,45573270.261,251543.210,0.000
32600.000,75.000,33289.519,33289.519,45574041.866,252314.815,0.000
32700.000,75.000,33368.971,33368.971,45574813.471,253086.420,0.000
32800.000,75.000,33410.153,33410.153,45575585.076,253858.025,0.000
32900.000,75.000,33555.541,33555.541,45576356.680,254629.630,0.000
33000.000,75.000,33670.386,33670.386,45577128.285,255401.235,0.000
33100.000,75.000,33729.104,33729.104,45577899.890,256172.840,0.000
33200.000,75.000,33791.001,33791.001,45578671.495,256944.444,0.000
33300.000,75.000,33922.149,33922.149,45579443.100,257716.049,0.000
33400.000,75.000,34039.029,34039.029,45580214.705,258487.654,0.000
33500.000,75.000,34066.026,34066.026,45580986.310,259259.259,0.000
33600.000,75.000,34116.908,34116.908,45581757.915,260030.864,0.000
33700.000,75.000,34277.068,34277.068,45582529.520,260802.469,0.000
33800.000,75.000,34347.163,34347.163,45583301.125,261574.074,0.000
33900.000,75.000,34397.353,34397.353,45584072.730,262345.679,0.000
34000.000,75.000,34489.786,34489.786,45584844.335,263117.284,0.000
34100.000,75.000,34619.717,34619.717,45585615.940,263888.889,0.000
34200.000,75.000,34653.862,34653.862,45586387.545,264660.494,0.000
34300.000,75.000,34708.376,34708.376,45587159.150,265432.099,0.000
34400.000,75.000,34821.288,34821.288,45587930.755,266203.704,0.000
34500.000,75.000,35082.024,35082.024,45588702.360,266975.309,0.000
34600.000,75.000,35116.784,35116.784,45589473.964,267746.914,0.000
34700.000,75.000,35243.399,35243.399,45590245.569,268518.519,0.000
34800.000,75.000,35395.330,35395.330,45591017.174,269290.123,0.000
34900.000,75.000,35462.950,35462.950,45591788.779,270061.728,0.000
35000.000,75.000,35540.249,35540.249,45592560.384,270833.333,0.000
35100.000,75.000,35667.442,35667.442,45593331.989,271604.938,0.000
35200.000,75.000,35796.702,35796.702,45594103.594,272376.543,0.000
35300.000,75.000,35853.681,35853.681,45594875.199,273148.148,0.000
35400.000,75.000,35942.414,35942.414,45595646.804,273919.753,0.000
35500.000,75.000,36083.704,36083.704,45596418.409,274691.358,0.000
35600.000,75.000,36182.383,36182.383,45597190.014,275462.963,0.000
35700.000,75.000,36217.806,36217.806,45597961.619,276234.568,0.000
35800.000,75.000,36327.216,36327.216,45598733.224,277006.173,0.000
35900.000,75.000,36441.899,36441.899,45599504.829,277777.778,0.000
36000.000,75.000,36506.605,36506.605,45600276.434,278549.383,0.000
36100.000,75.000,36536.428,36536.428,45601048.039,279320.988,0.000
36200.000,75.000,36640.261,36640.261,45601819.644,280092.593,0.000
36300.000,75.000,36742.649,36742.649,45602591.248,280864.198,0.000
36400.000,75.000,36815.429,36815.429,45603362.853,281635.802,0.000
36500.000,75.000,36869.907,36869.907,45604134.458,282407.407,0.000
36600.000,75.000,36986.789,36986.789,45604906.063,283179.012,0.000
36700.000,75.000,37106.606,37106.606,45605677.668,283950.617,0.000
36800.000,75.000,37185.127,37185.127,45606449.273,284722.222,0.000
36900.000,75.000,37279.727,37279.727,45607220.878,285493.827,0.000
37000.000,75.000,37530.487,37530.487,45607992.483,286265.432,0.000
37100.000,75.000,37596.073,37596.073,45608764.088,287037.037,0.000
37200.000,75.000,37674.911,37674.911,45609535.693,287808.642,0.000
37300.000,75.000,37761.739,37761.739,45610307.298,288580.247,0.000
37400.000,75.000,37893.115,37893.115,45611078.903,289351.852,0.000
37500.000,75.000,37951.692,37951.692,45611850.508,290123.457,0.000
37600.000,75.000,37992.326,37992.326,45612622.113,290895.062,0.000
37700.000,75.000,38158.134,38158.134,45613393.718,291666.667,0.000
37800.000,75.000,38309.284,38309.284,45614165.323,292438.272,0.000
37900.000,75.000,38336.985,38336.985,45614936.927,293209.877,0.000
38000.000,75.000,38492.922,38492.922,45615708.532,293981.481,0.000
38100.000,75.000,38630.319,38630.319,45616480.137,294753.086,0.000
38200.000,75.000,38710.485,38710.485,45617251.742,295524.691,0.000
38300.000,75.000,38742.683,38742.683,45618023.347,296296.296,0.000
38400.000,75.000,38836.183,38836.183,45618794.952,297067.901,0.000
38500.000,75.000,39043.178,39043.178,45619566.557,297839.506,0.000
38600.000,75.000,39088.748,39088.748,45620338.162,298611.111,0.000
38700.000,75.000,39141.671,39141.671,45621109.767,299382.716,0.000
38800.000,75.000,39333.059,39333.059,45621881.372,300154.321,0.000
38900.000,75.000,39445.730,39445.730,45622652.977,300925.926,0.000
39000.000,75.000,39477.721,39477.721,45623424.582,301697.531,0.000
39100.000,75.000,39627.113,39627.113,45624196.187,302469.136,0.000
39200.000,75.000,39762.479,39762.479,45624967.792,303240.741,0.000
39300.000,75.000,39809.225,39809.225,45625739.397,304012.346,0.000
39400.000,75.000,39852.019,39852.019,45626511.002,304783.951,0.000
39500.000,75.000,39993.392,39993.392,45627282.607,305555.556,0.000
39600.000,75.000,40081.612,40081.612,45628054.211,306327.160,0.000
39700.000,75.000,40123.550,40123.550,45628825.816,307098.765,0.000
39800.000,75.000,40212.067,40212.067,45629597.421,307870.370,0.000
39900.000,75.000,40361.521,40361.521,45630369.026,308641.975,0.000
40000.000,75.000,40457.674,40457.674,45631140.631,309413.580,0.000
40100.000,75.000,40481.002,40481.002,45631912.236,310185.185,0.000
40200.000,75.000,40582.727,40582.727,45632683.841,310956.790,0.000
40300.000,75.000,40693.340,40693.340,45633455.446,311728.395,0.000
40400.000,75.000,40755.827,40755.827,45634227.051,312500.000,0.000
40500.000,75.000,40799.250,40799.250,45634998.656,313271.605,0.000
40600.000,75.000,40943.408,40943.408,45635770.261,314043.210,0.000
40700.000,75.000,41031.285,41031.285,45636541.866,314814.815,0.000
40800.000,75.000,41057.576,41057.576,45637313.471,315586.420,0.000
40900.000,75.000,41163.653,41163.653,45638085.076,316358.025,0.000
41000.000,75.000,41297.424,41297.424,45638856.681,317129.630,0.000
