# t(s), cv(%), R($), iR($), C($), iC($), d
254.000,46.275,0.606,1.139,476.080,771.605,0.400
255.000,46.050,0.077,0.434,473.765,771.605,0.300
256.000,45.900,0.834,1.625,472.222,771.605,0.200
257.000,45.600,0.892,1.405,469.136,771.605,0.400
258.000,45.450,0.399,0.571,467.593,771.605,0.200
259.000,45.375,0.298,0.544,466.821,771.605,0.100
260.000,45.150,1.674,3.729,464.506,771.605,0.300
261.000,44.850,0.995,1.592,461.420,771.605,0.400
262.000,44.625,0.372,0.676,459.105,771.605,0.300
263.000,44.475,0.540,4.303,457.562,771.605,0.200
264.000,44.175,1.577,2.117,454.475,771.605,0.400
265.000,44.025,0.833,1.079,452.932,771.605,0.200
266.000,44.025,0.374,0.982,452.932,771.605,0.000
267.000,43.875,0.916,1.891,451.389,771.605,0.200
268.000,43.800,1.305,1.861,450.617,771.605,0.100
269.000,43.725,1.254,1.741,449.846,771.605,0.100
270.000,43.575,0.470,0.658,448.302,771.605,0.200
271.000,43.350,1.652,2.342,445.988,771.605,0.300
272.000,43.200,0.579,1.353,444.444,771.605,0.200
273.000,43.050,0.386,0.697,442.901,771.605,0.200
274.000,42.600,0.648,1.113,438.272,771.605,0.600
275.000,42.600,2.659,3.554,438.272,771.605,0.000
276.000,42.375,2.241,2.503,435.957,771.605,0.300
277.000,42.075,0.138,0.399,432.870,771.605,0.400
278.000,42.000,1.539,2.307,432.099,771.605,0.100
279.000,41.700,1.400,2.049,429.012,771.605,0.400
280.000,41.700,0.447,0.731,429.012,771.605,0.000
281.000,41.625,0.727,1.503,428.241,771.605,0.100
282.000,41.475,1.233,2.254,426.698,771.605,0.200
283.000,41.400,1.267,1.806,425.926,771.605,0.100
284.000,41.325,0.150,0.319,425.154,771.605,0.100
285.000,41.250,0.608,1.528,424.383,771.605,0.100
286.000,41.175,1.000,2.517,423.611,771.605,0.100
287.000,40.950,0.551,1.205,421.296,771.605,0.300
288.000,40.725,0.875,1.378,418.981,771.605,0.300
289.000,40.650,0.544,1.912,418.210,771.605,0.100
290.000,40.425,0.898,1.836,415.895,771.605,0.300
291.000,40.200,0.351,3.203,413.580,771.605,0.300
292.000,40.125,0.648,0.922,412.809,771.605,0.100
293.000,40.125,0.768,1.504,412.809,771.605,0.000
294.000,40.125,0.403,1.177,412.809,771.605,0.000
295.000,39.900,0.267,0.539,410.494,771.605,0.300
296.000,39.675,0.627,1.539,408.179,771.605,0.300
297.000,39.300,0.725,1.534,404.321,771.605,0.500
298.000,39.150,0.645,0.948,402.778,771.605,0.200
299.000,38.925,0.203,0.521,400.463,771.605,0.300
300.000,38.775,0.702,1.213,398.920,771.605,0.200
301.000,38.625,2.232,3.365,397.377,771.605,0.200
302.000,38.625,0.346,0.547,397.377,771.605,0.000
303.000,38.475,0.527,0.704,395.833,771.605,0.200
304.000,38.400,3.887,7.201,395.062,771.605,0.100
305.000,38.400,0.646,1.691,395.062,771.605,0.000
306.000,38.400,0.333,0.994,395.062,771.605,0.000
307.000,38.325,0.945,1.277,394.290,771.605,0.100
308.000,38.250,1.942,2.944,393.519,771.605,0.100
309.000,37.875,0.521,0.923,389.660,771.605,0.500
310.000,37.425,0.331,0.727,385.031,771.605,0.600
311.000,37.425,1.701,2.262,385.031,771.605,0.000
312.000,37.350,1.371,2.090,384.259,771.605,0.100
313.000,37.200,0.381,0.693,382.716,771.605,0.200
314.000,37.200,0.299,0.711,382.716,771.605,0.000
315.000,36.825,1.127,2.024,378.858,771.605,0.500
316.000,36.825,2.232,3.079,378.858,771.605,0.000
317.000,36.750,0.126,0.381,378.086,771.605,0.100
318.000,36.525,0.687,1.291,375.772,771.605,0.300
319.000,36.375,1.460,2.591,374.228,771.605,0.200
320.000,36.375,0.442,1.072,374.228,771.605,0.000
321.000,36.300,0.229,0.823,373.457,771.605,0.100
322.000,36.225,0.982,1.952,372.685,771.605,0.100
323.000,36.150,0.803,2.261,371.914,771.605,0.100
324.000,36.150,0.317,0.512,371.914,771.605,0.000
325.000,36.000,0.258,0.729,370.370,771.605,0.200
326.000,35.700,0.891,2.225,367.284,771.605,0.400
327.000,35.400,0.842,1.292,364.198,771.605,0.400
328.000,35.250,0.286,0.670,362.654,771.605,0.200
329.000,35.175,0.865,2.369,361.883,771.605,0.100
330.000,35.025,0.652,1.873,360.340,771.605,0.200
331.000,34.800,0.263,0.959,358.025,771.605,0.300
332.000,34.575,0.282,1.012,355.710,771.605,0.300
333.000,34.500,1.492,2.147,354.938,771.605,0.100
334.000,34.200,0.588,1.916,351.852,771.605,0.400
335.000,34.125,0.204,0.443,351.080,771.605,0.100
336.000,33.900,0.256,0.836,348.765,771.605,0.300
337.000,33.900,0.995,2.634,348.765,771.605,0.000
338.000,33.375,0.536,1.154,343.364,771.605,0.700
339.000,33.150,0.083,0.827,341.049,771.605,0.300
340.000,32.925,0.464,1.526,338.735,771.605,0.300
341.000,32.700,0.964,2.147,336.420,771.605,0.300
342.000,32.475,0.299,0.565,334.105,771.605,0.300
343.000,32.250,0.146,0.903,331.790,771.605,0.300
344.000,31.950,0.489,1.872,328.704,771.605,0.400
345.000,31.650,0.525,4.328,325.617,771.605,0.400
346.000,31.350,0.149,0.578,322.531,771.605,0.400
347.000,31.200,0.855,2.107,320.988,771.605,0.200
348.000,31.050,0.925,2.531,319.444,771.605,0.200
349.000,30.975,0.316,1.128,318.673,771.605,0.100
350.000,30.900,0.534,1.291,317.901,771.605,0.100
351.000,30.450,0.803,2.126,313.272,771.605,0.600
352.000,30.150,0.326,2.163,310.185,771.605,0.400
353.000,30.000,0.229,0.955,308.642,771.605,0.200
354.000,29.925,0.486,1.488,307.870,771.605,0.100
355.000,29.775,1.092,2.372,306.327,771.605,0.200
356.000,29.700,0.529,1.659,305.556,771.605,0.100
357.000,29.625,0.238,0.596,304.784,771.605,0.100
358.000,29.475,0.183,1.843,303.241,771.605,0.200
359.000,29.175,0.551,1.934,300.154,771.605,0.400
360.000,28.875,0.369,1.093,297.068,771.605,0.400
361.000,28.650,0.233,0.504,294.753,771.605,0.300
362.000,28.350,0.955,1.757,291.667,771.605,0.400
363.000,28.275,0.539,1.735,290.895,771.605,0.100
364.000,28.050,0.835,1.235,288.580,771.605,0.300
365.000,27.825,0.410,0.925,286.265,771.605,0.300
366.000,27.675,0.749,1.987,284.722,771.605,0.200
367.000,27.375,0.462,2.039,281.636,771.605,0.400
368.000,27.300,0.362,1.338,280.864,771.605,0.100
369.000,27.300,1.010,1.614,280.864,771.605,0.000
370.000,27.150,0.954,4.283,279.321,771.605,0.200
371.000,26.775,0.706,1.121,275.463,771.605,0.500
372.000,26.400,0.861,1.349,271.605,771.605,0.500
373.000,26.175,0.899,1.488,269.290,771.605,0.300
374.000,25.950,0.982,2.254,266.975,771.605,0.300
375.000,25.800,0.470,1.006,265.432,771.605,0.200
376.000,25.800,0.234,0.699,265.432,771.605,0.000
377.000,25.650,1.651,2.854,263.889,771.605,0.200
378.000,25.500,0.961,2.605,262.346,771.605,0.200
379.000,25.125,0.273,0.478,258.488,771.605,0.500
380.000,24.900,0.764,2.693,256.173,771.605,0.300
381.000,24.825,0.867,2.375,255.401,771.605,0.100
382.000,24.375,0.291,1.388,250.772,771.605,0.600
383.000,24.225,0.069,0.558,249.228,771.605,0.200
384.000,23.775,0.511,1.622,244.599,771.605,0.600
385.000,23.550,0.324,3.595,242.284,771.605,0.300
386.000,23.175,0.293,0.792,238.426,771.605,0.500
387.000,22.800,0.252,0.921,234.568,771.605,0.500
388.000,22.650,0.618,3.335,233.025,771.605,0.200
389.000,22.500,0.813,1.965,231.481,771.605,0.200
390.000,22.350,0.166,0.559,229.938,771.605,0.200
391.000,22.125,1.055,2.611,227.623,771.605,0.300
392.000,21.975,0.620,2.369,226.080,771.605,0.200
393.000,21.675,0.328,0.819,222.994,771.605,0.400
394.000,21.300,0.158,0.751,219.136,771.605,0.500
395.000,21.300,0.588,2.482,219.136,771.605,0.000
396.000,21.225,0.706,1.551,218.364,771.605,0.100
397.000,20.925,0.193,0.738,215.278,771.605,0.400
398.000,20.700,0.280,1.559,212.963,771.605,0.300
399.000,20.550,0.667,2.635,211.420,771.605,0.200
400.000,20.250,0.855,1.697,208.333,771.605,0.400
401.000,19.950,0.090,0.412,205.247,771.605,0.400
402.000,19.650,0.494,1.800,202.160,771.605,0.400
403.000,19.425,0.447,1.959,199.846,771.605,0.300
404.000,19.200,0.271,1.108,197.531,771.605,0.300
405.000,18.975,0.250,0.771,195.216,771.605,0.300
406.000,18.825,0.400,2.561,193.673,771.605,0.200
407.000,18.600,0.447,1.563,191.358,771.605,0.300
408.000,18.525,0.066,0.468,190.586,771.605,0.100
409.000,18.150,0.183,1.891,186.728,771.605,0.500
410.000,17.925,0.146,2.387,184.414,771.605,0.300
411.000,17.850,0.478,3.335,183.642,771.605,0.100
412.000,17.700,0.227,0.644,182.099,771.605,0.200
413.000,17.400,0.153,2.225,179.012,771.605,0.400
414.000,17.175,0.245,2.198,176.698,771.605,0.300
415.000,16.725,0.221,1.199,172.068,771.605,0.600
416.000,16.500,0.126,1.498,169.753,771.605,0.300
417.000,16.425,0.275,1.571,168.981,771.605,0.100
418.000,16.350,0.528,2.378,168.210,771.605,0.100
419.000,16.275,0.103,0.548,167.438,771.605,0.100
420.000,15.975,0.225,1.715,164.352,771.605,0.400
421.000,15.525,0.158,3.143,159.722,771.605,0.600
422.000,15.450,0.432,1.487,158.951,771.605,0.100
423.000,15.225,0.241,1.126,156.636,771.605,0.300
424.000,15.150,1.937,3.207,155.864,771.605,0.100
425.000,15.000,0.361,2.015,154.321,771.605,0.200
426.000,14.325,0.410,2.569,147.377,771.605,0.900
427.000,14.175,0.101,1.061,145.833,771.605,0.200
428.000,14.100,0.322,2.306,145.062,771.605,0.100
429.000,13.950,0.604,2.492,143.519,771.605,0.200
430.000,13.950,0.225,0.599,143.519,771.605,0.000
431.000,13.800,0.262,1.440,141.975,771.605,0.200
432.000,13.725,0.981,3.596,141.204,771.605,0.100
433.000,13.425,0.100,0.994,138.117,771.605,0.400
434.000,13.275,0.251,1.405,136.574,771.605,0.200
435.000,13.050,0.319,1.614,134.259,771.605,0.300
436.000,13.050,1.185,3.405,134.259,771.605,0.000
437.000,12.975,0.037,0.888,133.488,771.605,0.100
438.000,12.900,0.101,1.429,132.716,771.605,0.100
439.000,12.525,0.630,4.373,128.858,771.605,0.500
440.000,12.375,0.184,2.502,127.315,771.605,0.200
441.000,12.225,0.034,0.871,125.772,771.605,0.200
442.000,12.225,0.077,1.182,125.772,771.605,0.000
443.000,11.850,0.674,2.616,121.914,771.605,0.500
444.000,11.700,0.400,1.228,120.370,771.605,0.200
445.000,11.325,0.077,0.500,116.512,771.605,0.500
446.000,11.325,0.558,2.601,116.512,771.605,0.000
447.000,11.100,0.552,2.879,114.198,771.605,0.300
448.000,10.725,0.036,1.026,110.340,771.605,0.500
449.000,10.500,0.074,0.839,108.025,771.605,0.300
450.000,10.275,1.276,3.143,105.710,771.605,0.300
451.000,10.125,0.462,2.565,104.167,771.605,0.200
452.000,9.675,0.022,0.898,99.537,771.605,0.600
453.000,9.300,0.287,1.652,95.679,771.605,0.500
454.000,9.000,0.718,2.417,92.593,771.605,0.400
455.000,8.925,0.129,1.931,91.821,771.605,0.100
456.000,8.850,0.063,0.571,91.049,771.605,0.100
457.000,8.700,0.197,2.870,89.506,771.605,0.200
458.000,8.325,0.471,3.212,85.648,771.605,0.500
459.000,8.250,0.122,0.614,84.877,771.605,0.100
460.000,8.025,0.064,1.263,82.562,771.605,0.300
461.000,7.800,0.632,3.210,80.247,771.605,0.300
462.000,7.575,0.111,2.240,77.932,771.605,0.300
463.000,7.500,0.140,0.626,77.160,771.605,0.100
464.000,7.350,0.224,1.964,75.617,771.605,0.200
465.000,7.350,0.219,3.864,75.617,771.605,0.000
466.000,7.200,0.199,1.180,74.074,771.605,0.200
467.000,7.200,0.001,1.070,74.074,771.605,0.000
468.000,7.050,0.034,2.133,72.531,771.605,0.200
469.000,6.900,0.112,1.835,70.988,771.605,0.200
470.000,6.450,0.300,1.256,66.358,771.605,0.600
471.000,6.450,0.014,1.211,66.358,771.605,0.000
472.000,6.150,0.041,2.348,63.272,771.605,0.400
473.000,6.075,0.046,2.081,62.500,771.605,0.100
474.000,5.850,0.062,0.784,60.185,771.605,0.300
475.000,5.775,0.080,2.821,59.414,771.605,0.100
476.000,5.475,0.022,2.281,56.327,771.605,0.400
495.000,1.875,0.017,1.724,19.290,771.605,0.300
496.000,1.575,0.003,0.904,16.204,771.605,0.400
497.000,1.200,0.000,2.632,12.346,771.605,0.500
498.000,0.750,0.040,2.287,7.716,771.605,0.600
499.000,0.375,0.000,2.017,3.858,771.605,0.500
500.000,0.000,0.000,1.366,0.000,771.605,0.500
477.000,5.325,0.065,3.040,54.784,771.605,0.200
478.000,5.175,0.295,0.956,53.241,771.605,0.200
479.000,5.100,0.111,2.067,52.469,771.605,0.100
480.000,5.025,0.096,8.851,51.698,771.605,0.100
481.000,4.725,0.055,1.115,48.611,771.605,0.400
482.000,4.575,0.850,1.610,47.068,771.605,0.200
483.000,4.575,0.172,1.941,47.068,771.605,0.000
484.000,4.350,0.015,3.117,44.753,771.605,0.300
485.000,4.200,0.002,0.769,43.210,771.605,0.200
486.000,4.125,0.027,1.371,42.438,771.605,0.100
487.000,3.900,0.114,3.107,40.123,771.605,0.300
488.000,3.600,0.091,0.814,37.037,771.605,0.400
489.000,3.000,0.105,0.936,30.864,771.605,0.800
490.000,2.775,0.067,4.321,28.549,771.605,0.300
491.000,2.700,0.136,1.924,27.778,771.605,0.100
